date,track,artist
2020-01-11,Enemies,Post Malone  DaBaby
2020-01-11,What She Wants Tonight,Luke Bryan
2020-01-11,homecoming queen,Kelsea Ballerini
2020-01-11,More Hearts Than Mine,Ingrid Andress
2020-01-11,Tip Toe,Roddy Ricch  A Boogie Wit da Hoodie
2020-01-11,I Wish Grandpas Never Died,Riley Green
2020-01-11,Death,Trippie Redd  DaBaby
2020-01-11,Yellow Hearts,Ant Saunders
2020-01-11,Jerry Sprunger,Tory Lanez   T-Pain
2020-01-11,Let Me Know  I Wonder Why Freestyle,Juice WRLD
2020-01-11,Loco Contigo,DJ Snake  J. Balvin   Tyga
2020-01-11,Candy,Doja Cat
2020-01-11,Heartless,Diplo Presents Thomas Wesley  Morgan Wallen
2020-01-11,China,Anuel AA  Daddy Yankee  Karol G  Ozuna   J Balvin
2020-01-11,Slow Dance In A Parking Lot,Jordan Davis
2020-01-11,July,Noah Cyrus   Leon Bridges
2020-01-18,The Box,Roddy Ricch
2020-01-18,Yummy,Justin Bieber
2020-01-18,Circles,Post Malone
2020-01-18,Memories,Maroon 5
2020-01-18,10 000 Hours,Dan   Shay   Justin Bieber
2020-01-18,Someone You Loved,Lewis Capaldi
2020-01-18,Dance Monkey,Tones and I
2020-01-18,Good As Hell,Lizzo
2020-01-18,Roxanne,Arizona Zervas
2020-01-18,Lose You To Love Me,Selena Gomez
2020-01-18,Ballin,Mustard   Roddy Ricch
2020-01-18,BOP,DaBaby
2020-01-18,HIGHEST IN THE ROOM,Travis Scott
2020-01-18,Don t Start Now,Dua Lipa
2020-01-18,No Guidance,Chris Brown  Drake
2020-01-18,Trampoline,SHAED
2020-01-18,Heartless,The Weeknd
2020-01-18,Senorita,Shawn Mendes   Camila Cabello
2020-01-18,Everything I Wanted,Billie Eilish
2020-01-18,Truth Hurts,Lizzo
2020-01-18,Hot,Young Thug  Gunna
2020-01-18,Woah,Lil Baby
2020-01-18,Panini,Lil Nas X
2020-01-18,Adore You,Harry Styles
2020-01-18,Only Human,Jonas Brothers
2020-01-18,The Bones,Maren Morris
2020-01-18,One Man Band,Old Dominion
2020-01-18,Bandit,Juice WRLD   YoungBoy Never Broke Again
2020-01-18,Hot Girl Bummer,Blackbear
2020-01-18,Futsal Shuffle 2020,Lil Uzi Vert
2020-01-18,Even Though I m Leaving,Luke Combs
2020-01-18,I Don t Care,Ed Sheeran   Justin Bieber
2020-01-18,Bad Guy,Billie Eilish
2020-01-18,Sucker,Jonas Brothers
2020-01-18,High Fashion,Roddy Ricch  Mustard
2020-01-18,Lover,Taylor Swift
2020-01-18,On Chill,Wale  Jeremih
2020-01-18,Falling,Trevor Daniel
2020-01-18,Blinding Lights,The Weeknd
2020-01-18,What If I Never Get Over You,Lady Antebellum
2020-01-18,Suicidal,YNW Melly   Juice WRLD
2020-01-18,Talk,Khalid
2020-01-18,Graveyard,Halsey
2020-01-18,My Oh My,Camila Cabello  DaBaby
2020-01-18,Beautiful People,Ed Sheeran  Khalid
2020-01-18,Old Town Road,Lil Nas  Billy Ray Cyrus
2020-01-18,Ridin  Roads,Dustin Lynch
2020-01-18,Juicy,Doja Cat   Tyga
2020-01-18,Playing Games,Summer Walker
2020-01-18,Suge,DaBaby
2020-01-18,Heartache Medication,Jon Pardi
2020-01-18,Out West,JACKBOYS  Young Thug
2020-01-18,VIBEZ,DaBaby
2020-01-18,Kinfolks,Sam Hunt
2020-01-18,Heat,Chris Brown  Gunna
2020-01-18,Start Wit Me,Roddy Ricch   Gunna
2020-01-18,Into The Unknown,Idina Menzel   AURORA
2020-01-18,No Idea,Don Toliver
2020-01-18,Heart On Ice,Rod Wave
2020-01-18,U Played,MoneyBagg Yo  Lil Baby
2020-01-18,South Of The Border,Ed Sheeran  Camila Cabello   Cardi B
2020-01-18,TOES,DaBaby  Lil Baby   Moneybagg Yo
2020-01-18,Homesick,Kane Brown
2020-01-18,Remember You Young,Thomas Rhett
2020-01-18,I Hope,Gabby Barrett  Charlie Puth
2020-01-18,Take What You Want,Post Malone  Ozzy Osbourne   Travis Scott
2020-01-18,Slide,H.E.R.  YG
2020-01-18,RITMO  Bad Boys For Life,Black Eyed Peas J Balvin
2020-01-18,BEST ON EARTH,Russ   BIA
2020-01-18,SUGAR,BrockHampton
2020-01-18,GANG GANG,JACKBOYS   Sheck Wes
2020-01-18,Camelot,NLE Choppa
2020-01-18,Leave Em Alone,Layton Greene  Lil Baby  City Girls   PnB Rock
2020-01-18,We Back,Jason Aldean
2020-01-18,What She Wants Tonight,Luke Bryan
2020-01-18,HAD ENOUGH,Don Toliver  Quavo   Offset
2020-01-18,Nice To Meet Ya,Niall Horan
2020-01-18,Make Me Want To,Jimmie Allen
2020-01-18,Tip Toe,Roddy Ricch  A Boogie Wit da Hoodie
2020-01-18,Easy,DaniLeigh  Chris Brown
2020-01-18,Watermelon Sugar,Harry Styles
2020-01-18,More Hearts Than Mine,Ingrid Andress
2020-01-18,I Wish Grandpas Never Died,Riley Green
2020-01-18,homecoming queen,Kelsea Ballerini
2020-01-18,223 s,YNW Melly   9lokknine
2020-01-18,Peta,Roddy Ricch  Meek Mill
2020-01-18,Tusa,Karol G   Nicki Minaj
2020-01-18,Jerry Sprunger,Tory Lanez   T-Pain
2020-01-18,Enemies,Post Malone  DaBaby
2020-01-18,All I Want,Olivia Rodrigo
2020-01-18,July,Noah Cyrus   Leon Bridges
2020-01-18,Vete,Bad Bunny
2020-01-18,I Hope You re Happy Now,Carly Pearce   Lee Brice
2020-01-18,20 20,Lil Tjay
2020-01-18,Say So,Doja Cat  Nicki Minaj
2020-01-18,Make No Sense,YoungBoy Never Broke Again
2020-01-18,Slow Dance In A Parking Lot,Jordan Davis
2020-01-18,ORANGE SODA,Baby Keem
2020-01-18,All Dat,Moneybagg Yo Megan Thee Stallion
2020-01-18,WHAT TO DO,JACKBOYS  Don Toliver
2020-01-25,The Box,Roddy Ricch
2020-01-25,Life Is Good,Future  Drake
2020-01-25,Circles,Post Malone
2020-01-25,Memories,Maroon 5
2020-01-25,Lose You To Love Me,Selena Gomez
2020-01-25,Someone You Loved,Lewis Capaldi
2020-01-25,10 000 Hours,Dan   Shay   Justin Bieber
2020-01-25,Dance Monkey,Tones and I
2020-01-25,Roxanne,Arizona Zervas
2020-01-25,Yummy,Justin Bieber
2020-01-25,Good As Hell,Lizzo
2020-01-25,BOP,DaBaby
2020-01-25,Ballin,Mustard   Roddy Ricch
2020-01-25,Don t Start Now,Dua Lipa
2020-01-25,HIGHEST IN THE ROOM,Travis Scott
2020-01-25,Sum 2 Prove,Lil Baby
2020-01-25,Good News,Mac Miller
2020-01-25,Heartless,The Weeknd
2020-01-25,No Guidance,Chris Brown  Drake
2020-01-25,Trampoline,SHAED
2020-01-25,Woah,Lil Baby
2020-01-25,Everything I Wanted,Billie Eilish
2020-01-25,The Bones,Maren Morris
2020-01-25,Senorita,Shawn Mendes   Camila Cabello
2020-01-25,Hot Girl Bummer,Blackbear
2020-01-25,Adore You,Harry Styles
2020-01-25,High Fashion,Roddy Ricch  Mustard
2020-01-25,Panini,Lil Nas X
2020-01-25,You Should Be Sad,Halsey
2020-01-25,Rare,Selena Gomez
2020-01-25,Hot,Young Thug  Gunna
2020-01-25,Blinding Lights,The Weeknd
2020-01-25,Truth Hurts,Lizzo
2020-01-25,Only Human,Jonas Brothers
2020-01-25,Bandit,Juice WRLD   YoungBoy Never Broke Again
2020-01-25,One Man Band,Old Dominion
2020-01-25,Even Though I m Leaving,Luke Combs
2020-01-25,I Don t Care,Ed Sheeran   Justin Bieber
2020-01-25,Suicidal,YNW Melly   Juice WRLD
2020-01-25,Bad Guy,Billie Eilish
2020-01-25,Falling,Trevor Daniel
2020-01-25,Sucker,Jonas Brothers
2020-01-25,Futsal Shuffle 2020,Lil Uzi Vert
2020-01-25,My Oh My,Camila Cabello  DaBaby
2020-01-25,Juicy,Doja Cat   Tyga
2020-01-25,On Chill,Wale  Jeremih
2020-01-25,Heartache Medication,Jon Pardi
2020-01-25,Talk,Khalid
2020-01-25,What If I Never Get Over You,Lady Antebellum
2020-01-25,Lover,Taylor Swift
2020-01-25,Kinfolks,Sam Hunt
2020-01-25,Ridin  Roads,Dustin Lynch
2020-01-25,U Played,MoneyBagg Yo  Lil Baby
2020-01-25,Playing Games,Summer Walker
2020-01-25,TOES,DaBaby  Lil Baby   Moneybagg Yo
2020-01-25,South Of The Border,Ed Sheeran  Camila Cabello   Cardi B
2020-01-25,VIBEZ,DaBaby
2020-01-25,Graveyard,Halsey
2020-01-25,Heat,Chris Brown  Gunna
2020-01-25,Homesick,Kane Brown
2020-01-25,Heart On Ice,Rod Wave
2020-01-25,Start Wit Me,Roddy Ricch   Gunna
2020-01-25,No Idea,Don Toliver
2020-01-25,I Hope,Gabby Barrett  Charlie Puth
2020-01-25,Out West,JACKBOYS  Young Thug
2020-01-25,SUGAR,BrockHampton
2020-01-25,RITMO  Bad Boys For Life,Black Eyed Peas J Balvin
2020-01-25,BEST ON EARTH,Russ   BIA
2020-01-25,Tusa,Karol G   Nicki Minaj
2020-01-25,Take What You Want,Post Malone  Ozzy Osbourne   Travis Scott
2020-01-25,Slide,H.E.R.  YG
2020-01-25,We Back,Jason Aldean
2020-01-25,What She Wants Tonight,Luke Bryan
2020-01-25,Make Me Want To,Jimmie Allen
2020-01-25,I Wish Grandpas Never Died,Riley Green
2020-01-25,More Hearts Than Mine,Ingrid Andress
2020-01-25,Say So,Doja Cat  Nicki Minaj
2020-01-25,Camelot,NLE Choppa
2020-01-25,Make No Sense,YoungBoy Never Broke Again
2020-01-25,Remember You Young,Thomas Rhett
2020-01-25,Easy,DaniLeigh  Chris Brown
2020-01-25,Tip Toe,Roddy Ricch  A Boogie Wit da Hoodie
2020-01-25,Eleven,Khalid
2020-01-25,All Dat,Moneybagg Yo Megan Thee Stallion
2020-01-25,Leave Em Alone,Layton Greene  Lil Baby  City Girls   PnB Rock
2020-01-25,Conversations In The Dark,John Legend
2020-01-25,I Hope You re Happy Now,Carly Pearce   Lee Brice
2020-01-25,Jerry Sprunger,Tory Lanez   T-Pain
2020-01-25,Protect da Brand,Moneybagg Yo  DaBaby
2020-01-25,Into The Unknown,Idina Menzel   AURORA
2020-01-25,Vete,Bad Bunny
2020-01-25,Look At Her Now.,Selena Gomez
2020-01-25,homecoming queen,Kelsea Ballerini
2020-01-25,Watermelon Sugar,Harry Styles
2020-01-25,Nice To Meet Ya,Niall Horan
2020-01-25,July,Noah Cyrus   Leon Bridges
2020-01-25,Peta,Roddy Ricch  Meek Mill
2020-01-25,223 s,YNW Melly   9lokknine
2020-01-25,Slow Dance In A Parking Lot,Jordan Davis
2020-01-25,All I Want,Olivia Rodrigo
2020-02-01,The Box,Roddy Ricch
2020-02-01,Life Is Good,Future  Drake
2020-02-01,Godzilla,Eminem  Juice WRLD
2020-02-01,Circles,Post Malone
2020-02-01,Memories,Maroon 5
2020-02-01,10 000 Hours,Dan   Shay   Justin Bieber
2020-02-01,Dance Monkey,Tones and I
2020-02-01,Someone You Loved,Lewis Capaldi
2020-02-01,Roxanne,Arizona Zervas
2020-02-01,Lose You To Love Me,Selena Gomez
2020-02-01,Yummy,Justin Bieber
2020-02-01,Good As Hell,Lizzo
2020-02-01,BOP,DaBaby
2020-02-01,Ballin,Mustard   Roddy Ricch
2020-02-01,Don t Start Now,Dua Lipa
2020-02-01,What A Man Gotta Do,Jonas Brothers
2020-02-01,HIGHEST IN THE ROOM,Travis Scott
2020-02-01,Good News,Mac Miller
2020-02-01,Heartless,The Weeknd
2020-02-01,High Fashion,Roddy Ricch  Mustard
2020-02-01,Blinding Lights,The Weeknd
2020-02-01,The Bones,Maren Morris
2020-02-01,Everything I Wanted,Billie Eilish
2020-02-01,Trampoline,SHAED
2020-02-01,No Guidance,Chris Brown  Drake
2020-02-01,You Should Be Sad,Halsey
2020-02-01,Hot Girl Bummer,Blackbear
2020-02-01,Darkness,Eminem
2020-02-01,Woah,Lil Baby
2020-02-01,Senorita,Shawn Mendes   Camila Cabello
2020-02-01,Those Kinda Nights,Eminem  Ed Sheeran
2020-02-01,Adore You,Harry Styles
2020-02-01,Sum 2 Prove,Lil Baby
2020-02-01,Suicidal,YNW Melly   Juice WRLD
2020-02-01,Only Human,Jonas Brothers
2020-02-01,Unaccommodating,Eminem  Young M.A
2020-02-01,Falling,Trevor Daniel
2020-02-01,Blue World,Mac Miller
2020-02-01,Panini,Lil Nas X
2020-02-01,My Oh My,Camila Cabello  DaBaby
2020-02-01,Bad Guy,Billie Eilish
2020-02-01,Hot,Young Thug  Gunna
2020-02-01,Truth Hurts,Lizzo
2020-02-01,I Don t Care,Ed Sheeran   Justin Bieber
2020-02-01,Even Though I m Leaving,Luke Combs
2020-02-01,One Man Band,Old Dominion
2020-02-01,Bandit,Juice WRLD   YoungBoy Never Broke Again
2020-02-01,Circles,Mac Miller
2020-02-01,Sucker,Jonas Brothers
2020-02-01,Juicy,Doja Cat   Tyga
2020-02-01,Heartache Medication,Jon Pardi
2020-02-01,You Gon  Learn,Eminem  Royce da 5 9    White Gold
2020-02-01,Kinfolks,Sam Hunt
2020-02-01,Graveyard,Halsey
2020-02-01,Tusa,Karol G   Nicki Minaj
2020-02-01,South Of The Border,Ed Sheeran  Camila Cabello   Cardi B
2020-02-01,Black Swan,BTS
2020-02-01,P $$y Fairy  OTW,Jhene Aiko
2020-02-01,Futsal Shuffle 2020,Lil Uzi Vert
2020-02-01,Ridin  Roads,Dustin Lynch
2020-02-01,Leaving Heaven,Eminem  Skylar Grey
2020-02-01,RITMO  Bad Boys For Life,Black Eyed Peas J Balvin
2020-02-01,Complicated,Mac Miller
2020-02-01,Hand Me Downs,Mac Miller
2020-02-01,TOES,DaBaby  Lil Baby   Moneybagg Yo
2020-02-01,Homesick,Kane Brown
2020-02-01,Premonition  Intro,Eminem
2020-02-01,I Can See,Mac Miller
2020-02-01,VIBEZ,DaBaby
2020-02-01,Slide,H.E.R.  YG
2020-02-01,In Too Deep,Eminem
2020-02-01,Heart On Ice,Rod Wave
2020-02-01,I Hope,Gabby Barrett  Charlie Puth
2020-02-01,Start Wit Me,Roddy Ricch   Gunna
2020-02-01,Woods,Mac Miller
2020-02-01,Nobody But You,Blake Shelton Duet With Gwen Stefani
2020-02-01,No Idea,Don Toliver
2020-02-01,SUGAR,BrockHampton
2020-02-01,BEST ON EARTH,Russ   BIA
2020-02-01,Everybody,Mac Miller
2020-02-01,Rare,Selena Gomez
2020-02-01,U Played,MoneyBagg Yo  Lil Baby
2020-02-01,Marsh,Eminem
2020-02-01,No Regrets,Eminem  Don Toliver
2020-02-01,Out West,JACKBOYS  Young Thug
2020-02-01,More Hearts Than Mine,Ingrid Andress
2020-02-01,I Wish Grandpas Never Died,Riley Green
2020-02-01,Make Me Want To,Jimmie Allen
2020-02-01,Lock It Up,Eminem  Anderson .Paak
2020-02-01,What She Wants Tonight,Luke Bryan
2020-02-01,Surf,Mac Miller
2020-02-01,Say So,Doja Cat  Nicki Minaj
2020-02-01,Stepdad,Eminem
2020-02-01,Take What You Want,Post Malone  Ozzy Osbourne   Travis Scott
2020-02-01,We Back,Jason Aldean
2020-02-01,homecoming queen,Kelsea Ballerini
2020-02-01,I Hope You re Happy Now,Carly Pearce   Lee Brice
2020-02-01,Make No Sense,YoungBoy Never Broke Again
2020-02-01,Easy,DaniLeigh  Chris Brown
2020-02-01,That s On Me,Mac Miller
2020-02-08,The Box,Roddy Ricch
2020-02-08,Life Is Good,Future  Drake
2020-02-08,Circles,Post Malone
2020-02-08,Memories,Maroon 5
2020-02-08,Someone You Loved,Lewis Capaldi
2020-02-08,10 000 Hours,Dan   Shay   Justin Bieber
2020-02-08,Dance Monkey,Tones and I
2020-02-08,Roxanne,Arizona Zervas
2020-02-08,Don t Start Now,Dua Lipa
2020-02-08,Everything I Wanted,Billie Eilish
2020-02-08,Lose You To Love Me,Selena Gomez
2020-02-08,Godzilla,Eminem  Juice WRLD
2020-02-08,Good As Hell,Lizzo
2020-02-08,BOP,DaBaby
2020-02-08,Yummy,Justin Bieber
2020-02-08,Ballin,Mustard   Roddy Ricch
2020-02-08,Bad Guy,Billie Eilish
2020-02-08,Blinding Lights,The Weeknd
2020-02-08,Heartless,The Weeknd
2020-02-08,HIGHEST IN THE ROOM,Travis Scott
2020-02-08,The Bones,Maren Morris
2020-02-08,High Fashion,Roddy Ricch  Mustard
2020-02-08,Hot Girl Bummer,Blackbear
2020-02-08,No Guidance,Chris Brown  Drake
2020-02-08,Woah,Lil Baby
2020-02-08,Senorita,Shawn Mendes   Camila Cabello
2020-02-08,Trampoline,SHAED
2020-02-08,You Should Be Sad,Halsey
2020-02-08,Adore You,Harry Styles
2020-02-08,What A Man Gotta Do,Jonas Brothers
2020-02-08,B.I.T.C.H.,Megan Thee Stallion
2020-02-08,Truth Hurts,Lizzo
2020-02-08,Falling,Trevor Daniel
2020-02-08,Anyone,Demi Lovato
2020-02-08,My Oh My,Camila Cabello  DaBaby
2020-02-08,Suicidal,YNW Melly   Juice WRLD
2020-02-08,Only Human,Jonas Brothers
2020-02-08,Sum 2 Prove,Lil Baby
2020-02-08,Sucker,Jonas Brothers
2020-02-08,One Man Band,Old Dominion
2020-02-08,Even Though I m Leaving,Luke Combs
2020-02-08,Heartache Medication,Jon Pardi
2020-02-08,Nobody But You,Blake Shelton Duet With Gwen Stefani
2020-02-08,I Don t Care,Ed Sheeran   Justin Bieber
2020-02-08,Hot,Young Thug  Gunna
2020-02-08,Kinfolks,Sam Hunt
2020-02-08,Bandit,Juice WRLD   YoungBoy Never Broke Again
2020-02-08,Juicy,Doja Cat   Tyga
2020-02-08,Panini,Lil Nas X
2020-02-08,South Of The Border,Ed Sheeran  Camila Cabello   Cardi B
2020-02-08,Tusa,Karol G   Nicki Minaj
2020-02-08,Homesick,Kane Brown
2020-02-08,RITMO  Bad Boys For Life,Black Eyed Peas J Balvin
2020-02-08,Good News,Mac Miller
2020-02-08,P $$y Fairy  OTW,Jhene Aiko
2020-02-08,I Hope,Gabby Barrett  Charlie Puth
2020-02-08,Slide,H.E.R.  YG
2020-02-08,TOES,DaBaby  Lil Baby   Moneybagg Yo
2020-02-08,Heart On Ice,Rod Wave
2020-02-08,Futsal Shuffle 2020,Lil Uzi Vert
2020-02-08,VIBEZ,DaBaby
2020-02-08,BEST ON EARTH,Russ   BIA
2020-02-08,Out West,JACKBOYS  Young Thug
2020-02-08,Graveyard,Halsey
2020-02-08,What She Wants Tonight,Luke Bryan
2020-02-08,No Idea,Don Toliver
2020-02-08,Ridin  Roads,Dustin Lynch
2020-02-08,More Hearts Than Mine,Ingrid Andress
2020-02-08,SUGAR,BrockHampton
2020-02-08,I Wish Grandpas Never Died,Riley Green
2020-02-08,Start Wit Me,Roddy Ricch   Gunna
2020-02-08,Make Me Want To,Jimmie Allen
2020-02-08,Say So,Doja Cat  Nicki Minaj
2020-02-08,We Back,Jason Aldean
2020-02-08,I Hope You re Happy Now,Carly Pearce   Lee Brice
2020-02-08,homecoming queen,Kelsea Ballerini
2020-02-08,U Played,MoneyBagg Yo  Lil Baby
2020-02-08,Blue World,Mac Miller
2020-02-08,Make No Sense,YoungBoy Never Broke Again
2020-02-08,Letter To Nipsey,Meek Mill  Roddy Ricch
2020-02-08,Jerry Sprunger,Tory Lanez   T-Pain
2020-02-08,Chasin  You,Morgan Wallen
2020-02-08,Rare,Selena Gomez
2020-02-08,Slow Dance In A Parking Lot,Jordan Davis
2020-02-08,Before You Go,Lewis Capaldi
2020-02-08,Those Kinda Nights,Eminem  Ed Sheeran
2020-02-08,Vete,Bad Bunny
2020-02-08,Homemade,Jake Owen
2020-02-08,Easy,DaniLeigh  Chris Brown
2020-02-08,Come Thru,Summer Walker   Usher
2020-02-08,Darkness,Eminem
2020-02-08,Camelot,NLE Choppa
2020-02-08,Underdog,Alicia Keys
2020-02-08,First Man,Camila Cabello
2020-02-08,What If I Told You That I Love You,Ali Gatie
2020-02-08,Catch,Brett Young
2020-02-08,Unaccommodating,Eminem  Young M.A
2020-02-08,July,Noah Cyrus   Leon Bridges
2020-02-08,You Gon  Learn,Eminem  Royce da 5 9    White Gold
2020-02-08,Dive Bar,Garth Brooks   Blake Shelton
2020-02-15,The Box,Roddy Ricch
2020-02-15,Life Is Good,Future  Drake
2020-02-15,Circles,Post Malone
2020-02-15,Memories,Maroon 5
2020-02-15,Dance Monkey,Tones and I
2020-02-15,Someone You Loved,Lewis Capaldi
2020-02-15,Roxanne,Arizona Zervas
2020-02-15,10 000 Hours,Dan   Shay   Justin Bieber
2020-02-15,Don t Start Now,Dua Lipa
2020-02-15,Everything I Wanted,Billie Eilish
2020-02-15,Lose You To Love Me,Selena Gomez
2020-02-15,Ballin,Mustard   Roddy Ricch
2020-02-15,BOP,DaBaby
2020-02-15,Yummy,Justin Bieber
2020-02-15,Blinding Lights,The Weeknd
2020-02-15,Good As Hell,Lizzo
2020-02-15,Heartless,The Weeknd
2020-02-15,The Bones,Maren Morris
2020-02-15,Hot Girl Bummer,Blackbear
2020-02-15,Godzilla,Eminem  Juice WRLD
2020-02-15,High Fashion,Roddy Ricch  Mustard
2020-02-15,No Guidance,Chris Brown  Drake
2020-02-15,Adore You,Harry Styles
2020-02-15,Woah,Lil Baby
2020-02-15,Bad Guy,Billie Eilish
2020-02-15,HIGHEST IN THE ROOM,Travis Scott
2020-02-15,Falling,Trevor Daniel
2020-02-15,Senorita,Shawn Mendes   Camila Cabello
2020-02-15,What A Man Gotta Do,Jonas Brothers
2020-02-15,You Should Be Sad,Halsey
2020-02-15,My Oh My,Camila Cabello  DaBaby
2020-02-15,Trampoline,SHAED
2020-02-15,I Do It,Lil Wayne  Big Sean   Lil Baby
2020-02-15,Kinfolks,Sam Hunt
2020-02-15,Truth Hurts,Lizzo
2020-02-15,One Man Band,Old Dominion
2020-02-15,Only Human,Jonas Brothers
2020-02-15,Sucker,Jonas Brothers
2020-02-15,Suicidal,YNW Melly   Juice WRLD
2020-02-15,I Don t Care,Ed Sheeran   Justin Bieber
2020-02-15,Juicy,Doja Cat   Tyga
2020-02-15,Tusa,Karol G   Nicki Minaj
2020-02-15,Even Though I m Leaving,Luke Combs
2020-02-15,RITMO  Bad Boys For Life,Black Eyed Peas J Balvin
2020-02-15,Bandit,Juice WRLD   YoungBoy Never Broke Again
2020-02-15,Sum 2 Prove,Lil Baby
2020-02-15,Hot,Young Thug  Gunna
2020-02-15,Heartache Medication,Jon Pardi
2020-02-15,South Of The Border,Ed Sheeran  Camila Cabello   Cardi B
2020-02-15,Only The Young,Taylor Swift
2020-02-15,Homesick,Kane Brown
2020-02-15,BEST ON EARTH,Russ   BIA
2020-02-15,I Hope,Gabby Barrett  Charlie Puth
2020-02-15,Slide,H.E.R.  YG
2020-02-15,Heart On Ice,Rod Wave
2020-02-15,Anyone,Demi Lovato
2020-02-15,Out West,JACKBOYS  Young Thug
2020-02-15,TOES,DaBaby  Lil Baby   Moneybagg Yo
2020-02-15,B.I.T.C.H.,Megan Thee Stallion
2020-02-15,Physical,Dua Lipa
2020-02-15,Mahogany,Lil Wayne
2020-02-15,Nobody But You,Blake Shelton Duet With Gwen Stefani
2020-02-15,VIBEZ,DaBaby
2020-02-15,What She Wants Tonight,Luke Bryan
2020-02-15,Make Me Want To,Jimmie Allen
2020-02-15,P $$y Fairy  OTW,Jhene Aiko
2020-02-15,Say So,Doja Cat  Nicki Minaj
2020-02-15,I Wish Grandpas Never Died,Riley Green
2020-02-15,King Of My City,A Boogie Wit da Hoodie
2020-02-15,Futsal Shuffle 2020,Lil Uzi Vert
2020-02-15,More Hearts Than Mine,Ingrid Andress
2020-02-15,We Back,Jason Aldean
2020-02-15,Letter To Nipsey,Meek Mill  Roddy Ricch
2020-02-15,SUGAR,BrockHampton
2020-02-15,Heartless,Diplo Presents Thomas Wesley  Morgan Wallen
2020-02-15,I Hope You re Happy Now,Carly Pearce   Lee Brice
2020-02-15,Ridin  Roads,Dustin Lynch
2020-02-15,No Idea,Don Toliver
2020-02-15,Before You Go,Lewis Capaldi
2020-02-15,Make No Sense,YoungBoy Never Broke Again
2020-02-15,Homemade,Jake Owen
2020-02-15,Good News,Mac Miller
2020-02-15,Start Wit Me,Roddy Ricch   Gunna
2020-02-15,Vete,Bad Bunny
2020-02-15,Chasin  You,Morgan Wallen
2020-02-15,homecoming queen,Kelsea Ballerini
2020-02-15,Mama Mia,Lil Wayne
2020-02-15,Funeral,Lil Wayne
2020-02-15,Nice To Meet Ya,Meghan Trainor  Nicki Minaj
2020-02-15,Slow Dance In A Parking Lot,Jordan Davis
2020-02-15,Come Thru,Summer Walker   Usher
2020-02-15,Jerry Sprunger,Tory Lanez   T-Pain
2020-02-15,Get Me,Justin Bieber  Kehlani
2020-02-15,Catch,Brett Young
2020-02-15,Dive Bar,Garth Brooks   Blake Shelton
2020-02-15,Easy,DaniLeigh  Chris Brown
2020-02-15,Rare,Selena Gomez
2020-02-15,U Played,MoneyBagg Yo  Lil Baby
2020-02-15,Camelot,NLE Choppa
2020-02-15,ORANGE SODA,Baby Keem
2020-02-22,The Box,Roddy Ricch
2020-02-22,Life Is Good,Future  Drake
2020-02-22,Circles,Post Malone
2020-02-22,Memories,Maroon 5
2020-02-22,Dance Monkey,Tones and I
2020-02-22,Don t Start Now,Dua Lipa
2020-02-22,Roxanne,Arizona Zervas
2020-02-22,Someone You Loved,Lewis Capaldi
2020-02-22,10 000 Hours,Dan   Shay   Justin Bieber
2020-02-22,Everything I Wanted,Billie Eilish
2020-02-22,Intentions,Justin Bieber  Quavo
2020-02-22,Blinding Lights,The Weeknd
2020-02-22,Lose You To Love Me,Selena Gomez
2020-02-22,Ballin,Mustard   Roddy Ricch
2020-02-22,BOP,DaBaby
2020-02-22,Hot Girl Bummer,Blackbear
2020-02-22,Heartless,The Weeknd
2020-02-22,The Bones,Maren Morris
2020-02-22,Yummy,Justin Bieber
2020-02-22,Good As Hell,Lizzo
2020-02-22,High Fashion,Roddy Ricch  Mustard
2020-02-22,Adore You,Harry Styles
2020-02-22,Yikes,Nicki Minaj
2020-02-22,Woah,Lil Baby
2020-02-22,Falling,Trevor Daniel
2020-02-22,My Oh My,Camila Cabello  DaBaby
2020-02-22,No Guidance,Chris Brown  Drake
2020-02-22,Godzilla,Eminem  Juice WRLD
2020-02-22,Bad Guy,Billie Eilish
2020-02-22,HIGHEST IN THE ROOM,Travis Scott
2020-02-22,You Should Be Sad,Halsey
2020-02-22,What A Man Gotta Do,Jonas Brothers
2020-02-22,Senorita,Shawn Mendes   Camila Cabello
2020-02-22,Kinfolks,Sam Hunt
2020-02-22,Trampoline,SHAED
2020-02-22,RITMO  Bad Boys For Life,Black Eyed Peas J Balvin
2020-02-22,Sucker,Jonas Brothers
2020-02-22,One Man Band,Old Dominion
2020-02-22,Only Human,Jonas Brothers
2020-02-22,I Don t Care,Ed Sheeran   Justin Bieber
2020-02-22,Truth Hurts,Lizzo
2020-02-22,Tusa,Karol G   Nicki Minaj
2020-02-22,Juicy,Doja Cat   Tyga
2020-02-22,Suicidal,YNW Melly   Juice WRLD
2020-02-22,Homesick,Kane Brown
2020-02-22,Hot,Young Thug  Gunna
2020-02-22,Even Though I m Leaving,Luke Combs
2020-02-22,I Hope,Gabby Barrett  Charlie Puth
2020-02-22,Sum 2 Prove,Lil Baby
2020-02-22,South Of The Border,Ed Sheeran  Camila Cabello   Cardi B
2020-02-22,Bandit,Juice WRLD   YoungBoy Never Broke Again
2020-02-22,Heartache Medication,Jon Pardi
2020-02-22,Make Me Want To,Jimmie Allen
2020-02-22,BEST ON EARTH,Russ   BIA
2020-02-22,Heart On Ice,Rod Wave
2020-02-22,Slide,H.E.R.  YG
2020-02-22,Know Your Worth,Khalid Disclosure
