date,track,artist
2019-07-06,Bacc At It Again,Yella Beezy  Gucci Mane   Quavo
2019-07-06,Before I Let Go,Beyonce
2019-07-06,Wish Wish,DJ Khaled  Cardi B   21 Savage
2019-07-06,Raised On Country,Chris Young
2019-07-06,Wake Up,Travis Scott
2019-07-06,Otro Trago,Sech  Darell  Nicky Jam  Ozuna   Anuel AA
2019-07-06,Eyes On You,Chase Rice
2019-07-06,La La Land,Bryce Vine  YG
2019-07-06,Ocean Eyes,Billie Eilish
2019-07-06,Here With Me,Marshmello  CHVRCHES
2019-07-06,Love Someone,Brett Eldredge
2019-07-06,Sanguine Paradise,Lil Uzi Vert
2019-07-06,Love Ain t,Eli Young Band
2019-07-06,Calma,Pedro Capo Farruko
2019-07-06,Only Human,Jonas Brothers
2019-07-06,The Ones That Didn t Make It Back Home,Justin Moore
2019-07-06,Big Ole Freak,Megan Thee Stallion
2019-07-06,Tap,NAV  Meek Mill
2019-07-06,You Stay,DJ Khaled  Meek Mill  J Balvin  Lil Baby   Jeremih
2019-07-06,Baila Baila Baila,Ozuna Daddy Yankee J Balvin Farruko Anuel AA
2019-07-06,Cash Shit,Megan Thee Stallion  DaBaby
2019-07-06,Omerta,Drake
2019-07-06,Summer Days,Martin Garrix  Macklemore   Patrick Stump
2019-07-13,Old Town Road,Lil Nas  Billy Ray Cyrus
2019-07-13,Bad Guy,Billie Eilish
2019-07-13,Talk,Khalid
2019-07-13,I Don t Care,Ed Sheeran   Justin Bieber
2019-07-13,Senorita,Shawn Mendes   Camila Cabello
2019-07-13,Truth Hurts,Lizzo
2019-07-13,Sucker,Jonas Brothers
2019-07-13,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee
2019-07-13,No Guidance,Chris Brown  Drake
2019-07-13,Suge,DaBaby
2019-07-13,Money In The Grave,Drake  Rick Ross
2019-07-13,Wow.,Post Malone
2019-07-13,You Need To Calm Down,Taylor Swift
2019-07-13,If I Can t Have You,Shawn Mendes
2019-07-13,Dancing With A Stranger,Sam Smith   Normani
2019-07-13,The Git Up,Blanco Brown
2019-07-13,God s Country,Blake Shelton
2019-07-13,Hey Look Ma  I Made It,Panic  At The Disco
2019-07-13,Without Me,Halsey
2019-07-13,Pop Out,Polo G  Lil Tjay
2019-07-13,Sweet But Psycho,Ava Max
2019-07-13,Panini,Lil Nas X
2019-07-13,7 Rings,Ariana Grande
2019-07-13,Beer Never Broke My Heart,Luke Combs
2019-07-13,Happier,Marshmello   Bastille
2019-07-13,Beautiful People,Ed Sheeran  Khalid
2019-07-13,Whiskey Glasses,Morgan Wallen
2019-07-13,Never Really Over,Katy Perry
2019-07-13,Pure Water,Mustard   Migos
2019-07-13,Act Up,City Girls
2019-07-13,The London,Young Thug  J. Cole   Travis Scott
2019-07-13,Rumor,Lee Brice
2019-07-13,High Hopes,Panic  At The Disco
2019-07-13,Speechless,Dan   Shay
2019-07-13,Ran$om,Lil Tecca
2019-07-13,Eastside,Benny Blanco  Halsey   Khalid
2019-07-13,Cross Me,Ed Sheeran  Chance The Rapper   PnB Rock
2019-07-13,Rodeo,Lil Nas   Cardi B
2019-07-13,ME,Taylor Swift  Brendon Urie
2019-07-13,Going Bad,Meek Mill  Drake
2019-07-13,Con Calma,Daddy Yankee   Katy Perry  Snow
2019-07-13,Press,Cardi B
2019-07-13,Middle Child,J. Cole
2019-07-13,Sicko Mode,Travis Scott
2019-07-13,Shotta Flow,NLE Choppa
2019-07-13,Someone You Loved,Lewis Capaldi
2019-07-13,Better,Khalid
2019-07-13,Look Back At It,A Boogie Wit da Hoodie
2019-07-13,Shallow,Lady Gaga   Bradley Cooper
2019-07-13,Knockin  Boots,Luke Bryan
2019-07-13,Look What God Gave Her,Thomas Rhett
2019-07-13,Earfquake,Tyler  The Creator
2019-07-13,Go Loko,YG  Tyga   Jon Z
2019-07-13,Nightmare,Halsey
2019-07-13,Some Of It,Eric Church
2019-07-13,Clout,Offset  Cardi B
2019-07-13,Cool,Jonas Brothers
2019-07-13,Just Us,DJ Khaled  SZA
2019-07-13,All To Myself,Dan   Shay
2019-07-13,Worth It,YK Osiris
2019-07-13,GIRL,Maren Morris
2019-07-13,Good As You,Kane Brown
2019-07-13,Higher Love,Kygo Whitney Houston
2019-07-13,Walk Me Home,P nk
2019-07-13,Que Pretendes,J Balvin   Bad Bunny
2019-07-13,Easier,5 Seconds Of Summer
2019-07-13,Don t Check On Me,Chris Brown  Justin Bieber   Ink
2019-07-13,Rearview Town,Jason Aldean
2019-07-13,Callaita,Bad Bunny   Tainy
2019-07-13,Out The Mud,Lil Baby  Future
2019-07-13,Homicide,Logic  Eminem
2019-07-13,Please Me,Cardi B   Bruno Mars
2019-07-13,It s You,Ali Gatie
2019-07-13,Call You Mine,The Chainsmokers   Bebe Rexha
2019-07-13,Talk You Out Of It,Florida Georgia Line
2019-07-13,One Thing Right,Marshmello   Kane Brown
2019-07-13,Soltera,Lunay  Daddy Yankee   Bad Bunny
2019-07-13,When I Grow Up,NF
2019-07-13,Raised On Country,Chris Young
2019-07-13,Before I Let Go,Beyonce
2019-07-13,My Type,Saweetie
2019-07-13,24 7,Meek Mill  Ella Mai
2019-07-13,Mother s Daughter,Miley Cyrus
2019-07-13,Lalala,Y2K   bbno$
2019-07-13,La La Land,Bryce Vine  YG
2019-07-13,Cash Shit,Megan Thee Stallion  DaBaby
2019-07-13,Calma,Pedro Capo Farruko
2019-07-13,Eyes On You,Chase Rice
2019-07-13,Trampoline,SHAED
2019-07-13,Girls Need Love,Summer Walker Drake
2019-07-13,Love Ain t,Eli Young Band
2019-07-13,MEGATRON,Nicki Minaj
2019-07-13,Otro Trago,Sech  Darell  Nicky Jam  Ozuna   Anuel AA
2019-07-13,Wake Up,Travis Scott
2019-07-13,The Ones That Didn t Make It Back Home,Justin Moore
2019-07-13,Sanguine Paradise,Lil Uzi Vert
2019-07-13,Wish Wish,DJ Khaled  Cardi B   21 Savage
2019-07-13,Bacc At It Again,Yella Beezy  Gucci Mane   Quavo
2019-07-13,Tap,NAV  Meek Mill
2019-07-13,Ocean Eyes,Billie Eilish
2019-07-20,Old Town Road,Lil Nas  Billy Ray Cyrus
2019-07-20,Bad Guy,Billie Eilish
2019-07-20,Goodbyes,Post Malone  Young Thug
2019-07-20,Talk,Khalid
2019-07-20,Senorita,Shawn Mendes   Camila Cabello
2019-07-20,I Don t Care,Ed Sheeran   Justin Bieber
2019-07-20,Truth Hurts,Lizzo
2019-07-20,Sucker,Jonas Brothers
2019-07-20,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee
2019-07-20,Suge,DaBaby
2019-07-20,Money In The Grave,Drake  Rick Ross
2019-07-20,No Guidance,Chris Brown  Drake
2019-07-20,Wow.,Post Malone
2019-07-20,If I Can t Have You,Shawn Mendes
2019-07-20,Dancing With A Stranger,Sam Smith   Normani
2019-07-20,You Need To Calm Down,Taylor Swift
2019-07-20,God s Country,Blake Shelton
2019-07-20,Hey Look Ma  I Made It,Panic  At The Disco
2019-07-20,The Git Up,Blanco Brown
2019-07-20,Without Me,Halsey
2019-07-20,Pop Out,Polo G  Lil Tjay
2019-07-20,Happier,Marshmello   Bastille
2019-07-20,Beer Never Broke My Heart,Luke Combs
2019-07-20,7 Rings,Ariana Grande
2019-07-20,Sweet But Psycho,Ava Max
2019-07-20,Ran$om,Lil Tecca
2019-07-20,Panini,Lil Nas X
2019-07-20,Whiskey Glasses,Morgan Wallen
2019-07-20,The London,Young Thug  J. Cole   Travis Scott
2019-07-20,Act Up,City Girls
2019-07-20,Never Really Over,Katy Perry
2019-07-20,Middle Child,J. Cole
2019-07-20,High Hopes,Panic  At The Disco
2019-07-20,Speechless,Dan   Shay
2019-07-20,Rumor,Lee Brice
2019-07-20,Someone You Loved,Lewis Capaldi
2019-07-20,Eastside,Benny Blanco  Halsey   Khalid
2019-07-20,Shotta Flow,NLE Choppa
2019-07-20,Pure Water,Mustard   Migos
2019-07-20,Beautiful People,Ed Sheeran  Khalid
2019-07-20,Cross Me,Ed Sheeran  Chance The Rapper   PnB Rock
2019-07-20,Going Bad,Meek Mill  Drake
2019-07-20,Con Calma,Daddy Yankee   Katy Perry  Snow
2019-07-20,Under The Sun,Dreamville  J. Cole  Lute   DaBaby
2019-07-20,Shallow,Lady Gaga   Bradley Cooper
2019-07-20,Look Back At It,A Boogie Wit da Hoodie
2019-07-20,Better,Khalid
2019-07-20,Knockin  Boots,Luke Bryan
2019-07-20,Some Of It,Eric Church
2019-07-20,Sicko Mode,Travis Scott
2019-07-20,Rodeo,Lil Nas   Cardi B
2019-07-20,ME,Taylor Swift  Brendon Urie
2019-07-20,Go Loko,YG  Tyga   Jon Z
2019-07-20,Nightmare,Halsey
2019-07-20,Earfquake,Tyler  The Creator
2019-07-20,Just Us,DJ Khaled  SZA
2019-07-20,All To Myself,Dan   Shay
2019-07-20,Press,Cardi B
2019-07-20,GIRL,Maren Morris
2019-07-20,BLOW,Ed Sheeran With Chris Stapleton   Bruno Mars
2019-07-20,Worth It,YK Osiris
2019-07-20,Clout,Offset  Cardi B
2019-07-20,Cool,Jonas Brothers
2019-07-20,Down Bad,Dreamville  JID  Bas  J. Cole  EARTHGANG   Young Nudy
2019-07-20,Look What God Gave Her,Thomas Rhett
2019-07-20,Easier,5 Seconds Of Summer
2019-07-20,My Type,Saweetie
2019-07-20,Lalala,Y2K   bbno$
2019-07-20,Rearview Town,Jason Aldean
2019-07-20,Walk Me Home,P nk
2019-07-20,Good As You,Kane Brown
2019-07-20,Call You Mine,The Chainsmokers   Bebe Rexha
2019-07-20,Callaita,Bad Bunny   Tainy
2019-07-20,Cash Shit,Megan Thee Stallion  DaBaby
2019-07-20,Costa Rica,Dreamville  Bas  JID  Guapdad 4000  Reese LAFLARE  Jace  Mez  Smokepurpp  Buddy   Ski Mask The Slump God
2019-07-20,It s You,Ali Gatie
2019-07-20,Talk You Out Of It,Florida Georgia Line
2019-07-20,Trampoline,SHAED
2019-07-20,One Thing Right,Marshmello   Kane Brown
2019-07-20,Raised On Country,Chris Young
2019-07-20,La La Land,Bryce Vine  YG
2019-07-20,Soltera,Lunay  Daddy Yankee   Bad Bunny
2019-07-20,24 7,Meek Mill  Ella Mai
2019-07-20,The Ones That Didn t Make It Back Home,Justin Moore
2019-07-20,Out The Mud,Lil Baby  Future
2019-07-20,Calma,Pedro Capo Farruko
2019-07-20,Before I Let Go,Beyonce
2019-07-20,Love Ain t,Eli Young Band
2019-07-20,Sanguine Paradise,Lil Uzi Vert
2019-07-20,Girls Need Love,Summer Walker Drake
2019-07-20,Otro Trago,Sech  Darell  Nicky Jam  Ozuna   Anuel AA
2019-07-20,Mother s Daughter,Miley Cyrus
2019-07-20,Wake Up,Travis Scott
2019-07-20,Que Pretendes,J Balvin   Bad Bunny
2019-07-20,No Me Conoce,Jhay Cortez  J Balvin   Bad Bunny
2019-07-20,Tap,NAV  Meek Mill
2019-07-20,MEGATRON,Nicki Minaj
2019-07-20,I Don t Know About You,Chris Lane
2019-07-20,Ocean Eyes,Billie Eilish
2019-07-20,Only Human,Jonas Brothers
2019-07-27,Old Town Road,Lil Nas  Billy Ray Cyrus
2019-07-27,Bad Guy,Billie Eilish
2019-07-27,I Don t Care,Ed Sheeran   Justin Bieber
2019-07-27,Senorita,Shawn Mendes   Camila Cabello
2019-07-27,Talk,Khalid
2019-07-27,Truth Hurts,Lizzo
2019-07-27,Goodbyes,Post Malone  Young Thug
2019-07-27,Sucker,Jonas Brothers
2019-07-27,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee
2019-07-27,No Guidance,Chris Brown  Drake
2019-07-27,Suge,DaBaby
2019-07-27,Money In The Grave,Drake  Rick Ross
2019-07-27,If I Can t Have You,Shawn Mendes
2019-07-27,Wow.,Post Malone
2019-07-27,You Need To Calm Down,Taylor Swift
2019-07-27,Hey Look Ma  I Made It,Panic  At The Disco
2019-07-27,Dancing With A Stranger,Sam Smith   Normani
2019-07-27,The Git Up,Blanco Brown
2019-07-27,Beautiful People,Ed Sheeran  Khalid
2019-07-27,God s Country,Blake Shelton
2019-07-27,Without Me,Halsey
2019-07-27,Pop Out,Polo G  Lil Tjay
2019-07-27,Ran$om,Lil Tecca
2019-07-27,Beer Never Broke My Heart,Luke Combs
2019-07-27,Cross Me,Ed Sheeran  Chance The Rapper   PnB Rock
2019-07-27,Someone You Loved,Lewis Capaldi
2019-07-27,Happier,Marshmello   Bastille
2019-07-27,The London,Young Thug  J. Cole   Travis Scott
2019-07-27,Panini,Lil Nas X
2019-07-27,7 Rings,Ariana Grande
2019-07-27,Sweet But Psycho,Ava Max
2019-07-27,Never Really Over,Katy Perry
2019-07-27,Whiskey Glasses,Morgan Wallen
2019-07-27,Speechless,Dan   Shay
2019-07-27,High Hopes,Panic  At The Disco
2019-07-27,Shotta Flow,NLE Choppa
2019-07-27,Antisocial,Ed Sheeran   Travis Scott
2019-07-27,Act Up,City Girls
2019-07-27,Rumor,Lee Brice
2019-07-27,Middle Child,J. Cole
2019-07-27,Knockin  Boots,Luke Bryan
2019-07-27,Going Bad,Meek Mill  Drake
2019-07-27,Some Of It,Eric Church
2019-07-27,Better,Khalid
2019-07-27,Pure Water,Mustard   Migos
2019-07-27,Con Calma,Daddy Yankee   Katy Perry  Snow
2019-07-27,My Type,Saweetie
2019-07-27,Shallow,Lady Gaga   Bradley Cooper
2019-07-27,Sicko Mode,Travis Scott
2019-07-27,Clout,Offset  Cardi B
2019-07-27,All To Myself,Dan   Shay
2019-07-27,GIRL,Maren Morris
2019-07-27,South Of The Border,Ed Sheeran  Camila Cabello   Cardi B
2019-07-27,Go Loko,YG  Tyga   Jon Z
2019-07-27,ME,Taylor Swift  Brendon Urie
2019-07-27,Just Us,DJ Khaled  SZA
2019-07-27,Remember The Name,Ed Sheeran  Eminem   50 Cent
2019-07-27,Worth It,YK Osiris
2019-07-27,Nightmare,Halsey
2019-07-27,Rodeo,Lil Nas   Cardi B
2019-07-27,Cash Shit,Megan Thee Stallion  DaBaby
2019-07-27,Rearview Town,Jason Aldean
2019-07-27,Easier,5 Seconds Of Summer
2019-07-27,Press,Cardi B
2019-07-27,Earfquake,Tyler  The Creator
2019-07-27,Under The Sun,Dreamville  J. Cole  Lute   DaBaby
2019-07-27,Callaita,Bad Bunny   Tainy
2019-07-27,Call You Mine,The Chainsmokers   Bebe Rexha
2019-07-27,Walk Me Home,P nk
2019-07-27,Talk You Out Of It,Florida Georgia Line
2019-07-27,Look What God Gave Her,Thomas Rhett
2019-07-27,Trampoline,SHAED
2019-07-27,BLOW,Ed Sheeran With Chris Stapleton   Bruno Mars
2019-07-27,It s You,Ali Gatie
2019-07-27,Cool,Jonas Brothers
2019-07-27,Lalala,Y2K   bbno$
2019-07-27,The Ones That Didn t Make It Back Home,Justin Moore
2019-07-27,Raised On Country,Chris Young
2019-07-27,La La Land,Bryce Vine  YG
2019-07-27,Soltera,Lunay  Daddy Yankee   Bad Bunny
2019-07-27,24 7,Meek Mill  Ella Mai
2019-07-27,One Thing Right,Marshmello   Kane Brown
2019-07-27,Tip Of My Tongue,Kenny Chesney
2019-07-27,Otro Trago,Sech  Darell  Nicky Jam  Ozuna   Anuel AA
2019-07-27,Before I Let Go,Beyonce
2019-07-27,Calma,Pedro Capo Farruko
2019-07-27,Only Human,Jonas Brothers
2019-07-27,No Me Conoce,Jhay Cortez  J Balvin   Bad Bunny
2019-07-27,Baguettes In The Face,Mustard featuring NAV  Playboi Carti   A Boogie Wit da Hoodie
2019-07-27,Like A Rodeo,Kane Brown
2019-07-27,I Don t Know About You,Chris Lane
2019-07-27,Time,NF
2019-07-27,Tap,NAV  Meek Mill
2019-07-27,Love Ain t,Eli Young Band
2019-07-27,Sanguine Paradise,Lil Uzi Vert
2019-07-27,Southbound,Carrie Underwood
2019-07-27,Que Pretendes,J Balvin   Bad Bunny
2019-07-27,Spirit,Beyonce
2019-07-27,Best Part Of Me,Ed Sheeran  YEBBA
2019-07-27,Wake Up,Travis Scott
2019-08-03,Old Town Road,Lil Nas  Billy Ray Cyrus
2019-08-03,Bad Guy,Billie Eilish
2019-08-03,Senorita,Shawn Mendes   Camila Cabello
2019-08-03,Talk,Khalid
2019-08-03,Truth Hurts,Lizzo
2019-08-03,I Don t Care,Ed Sheeran   Justin Bieber
2019-08-03,Goodbyes,Post Malone  Young Thug
2019-08-03,Sucker,Jonas Brothers
2019-08-03,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee
2019-08-03,If I Can t Have You,Shawn Mendes
2019-08-03,No Guidance,Chris Brown  Drake
2019-08-03,Suge,DaBaby
2019-08-03,Money In The Grave,Drake  Rick Ross
2019-08-03,The Git Up,Blanco Brown
2019-08-03,You Need To Calm Down,Taylor Swift
2019-08-03,Hey Look Ma  I Made It,Panic  At The Disco
2019-08-03,Dancing With A Stranger,Sam Smith   Normani
2019-08-03,Wow.,Post Malone
2019-08-03,Ran$om,Lil Tecca
2019-08-03,Someone You Loved,Lewis Capaldi
2019-08-03,God s Country,Blake Shelton
2019-08-03,Without Me,Halsey
2019-08-03,The London,Young Thug  J. Cole   Travis Scott
2019-08-03,Beer Never Broke My Heart,Luke Combs
2019-08-03,Beautiful People,Ed Sheeran  Khalid
2019-08-03,Pop Out,Polo G  Lil Tjay
2019-08-03,Happier,Marshmello   Bastille
2019-08-03,Panini,Lil Nas X
2019-08-03,How Do You Sleep,Sam Smith
2019-08-03,Speechless,Dan   Shay
2019-08-03,Sweet But Psycho,Ava Max
2019-08-03,Never Really Over,Katy Perry
2019-08-03,7 Rings,Ariana Grande
2019-08-03,High Hopes,Panic  At The Disco
2019-08-03,Whiskey Glasses,Morgan Wallen
2019-08-03,Shotta Flow,NLE Choppa
2019-08-03,My Type,Saweetie
2019-08-03,Knockin  Boots,Luke Bryan
2019-08-03,Rumor,Lee Brice
2019-08-03,Act Up,City Girls
2019-08-03,All To Myself,Dan   Shay
2019-08-03,Baby,Lil Baby   DaBaby
2019-08-03,Better,Khalid
2019-08-03,GIRL,Maren Morris
2019-08-03,Going Bad,Meek Mill  Drake
2019-08-03,Sicko Mode,Travis Scott
2019-08-03,Shallow,Lady Gaga   Bradley Cooper
2019-08-03,Con Calma,Daddy Yankee   Katy Perry  Snow
2019-08-03,Middle Child,J. Cole
2019-08-03,Clout,Offset  Cardi B
2019-08-03,Cash Shit,Megan Thee Stallion  DaBaby
2019-08-03,China,Anuel AA  Daddy Yankee  Karol G  Ozuna   J Balvin
2019-08-03,Worth It,YK Osiris
2019-08-03,Rearview Town,Jason Aldean
2019-08-03,Callaita,Bad Bunny   Tainy
2019-08-03,Go Loko,YG  Tyga   Jon Z
2019-08-03,Just Us,DJ Khaled  SZA
2019-08-03,ME,Taylor Swift  Brendon Urie
2019-08-03,Some Of It,Eric Church
2019-08-03,One Thing Right,Marshmello   Kane Brown
2019-08-03,Cross Me,Ed Sheeran  Chance The Rapper   PnB Rock
2019-08-03,Antisocial,Ed Sheeran   Travis Scott
2019-08-03,Press,Cardi B
2019-08-03,Easier,5 Seconds Of Summer
2019-08-03,Talk You Out Of It,Florida Georgia Line
2019-08-03,Call You Mine,The Chainsmokers   Bebe Rexha
2019-08-03,Trampoline,SHAED
2019-08-03,The Ones That Didn t Make It Back Home,Justin Moore
2019-08-03,The Archer,Taylor Swift
2019-08-03,Earfquake,Tyler  The Creator
2019-08-03,Raised On Country,Chris Young
2019-08-03,It s You,Ali Gatie
2019-08-03,Rodeo,Lil Nas   Cardi B
2019-08-03,Soltera,Lunay  Daddy Yankee   Bad Bunny
2019-08-03,La La Land,Bryce Vine  YG
2019-08-03,Brown Skin Girl,Beyonce  SAINt JHN   Wizkid  Blue Ivy Carter
2019-08-03,Lalala,Y2K   bbno$
2019-08-03,Only Human,Jonas Brothers
2019-08-03,Otro Trago,Sech  Darell  Nicky Jam  Ozuna   Anuel AA
2019-08-03,24 7,Meek Mill  Ella Mai
2019-08-03,Nightmare,Halsey
2019-08-03,Hate Me,Ellie Goulding   Juice WRLD
2019-08-03,No Me Conoce,Jhay Cortez  J Balvin   Bad Bunny
2019-08-03,Cool,Jonas Brothers
2019-08-03,Before I Let Go,Beyonce
2019-08-03,I Don t Know About You,Chris Lane
2019-08-03,Tap,NAV  Meek Mill
2019-08-03,Under The Sun,Dreamville  J. Cole  Lute   DaBaby
2019-08-03,Southbound,Carrie Underwood
2019-08-03,Mood 4 Eva,Beyonce  JAY-Z   Childish Gambino  Oumou Sangare
2019-08-03,Wish Wish,DJ Khaled  Cardi B   21 Savage
2019-08-03,Love Ain t,Eli Young Band
2019-08-03,Baguettes In The Face,Mustard featuring NAV  Playboi Carti   A Boogie Wit da Hoodie
2019-08-03,Ballin,Mustard  Roddy Ricch
2019-08-03,Calma,Pedro Capo Farruko
2019-08-03,Que Pretendes,J Balvin   Bad Bunny
2019-08-03,Sanguine Paradise,Lil Uzi Vert
2019-08-03,Tip Of My Tongue,Kenny Chesney
2019-08-03,South Of The Border,Ed Sheeran  Camila Cabello   Cardi B
2019-08-03,MEGATRON,Nicki Minaj
2019-08-10,Old Town Road,Lil Nas  Billy Ray Cyrus
2019-08-10,Bad Guy,Billie Eilish
2019-08-10,Senorita,Shawn Mendes   Camila Cabello
2019-08-10,Truth Hurts,Lizzo
2019-08-10,Talk,Khalid
2019-08-10,No Guidance,Chris Brown  Drake
2019-08-10,I Don t Care,Ed Sheeran   Justin Bieber
2019-08-10,Goodbyes,Post Malone  Young Thug
2019-08-10,Sucker,Jonas Brothers
2019-08-10,Ran$om,Lil Tecca
2019-08-10,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee
2019-08-10,If I Can t Have You,Shawn Mendes
2019-08-10,Money In The Grave,Drake  Rick Ross
2019-08-10,Suge,DaBaby
2019-08-10,The Git Up,Blanco Brown
2019-08-10,You Need To Calm Down,Taylor Swift
2019-08-10,Hey Look Ma  I Made It,Panic  At The Disco
2019-08-10,Someone You Loved,Lewis Capaldi
2019-08-10,Dancing With A Stranger,Sam Smith   Normani
2019-08-10,Wow.,Post Malone
2019-08-10,Beer Never Broke My Heart,Luke Combs
2019-08-10,Without Me,Halsey
2019-08-10,Beautiful People,Ed Sheeran  Khalid
2019-08-10,God s Country,Blake Shelton
2019-08-10,Happier,Marshmello   Bastille
2019-08-10,Speechless,Dan   Shay
2019-08-10,Pop Out,Polo G  Lil Tjay
2019-08-10,The London,Young Thug  J. Cole   Travis Scott
2019-08-10,Never Really Over,Katy Perry
2019-08-10,7 Rings,Ariana Grande
2019-08-10,Panini,Lil Nas X
2019-08-10,High Hopes,Panic  At The Disco
2019-08-10,Sweet But Psycho,Ava Max
2019-08-10,Otro Trago,Sech  Darell  Nicky Jam  Ozuna   Anuel AA
2019-08-10,Whiskey Glasses,Morgan Wallen
2019-08-10,Shotta Flow,NLE Choppa
2019-08-10,Knockin  Boots,Luke Bryan
2019-08-10,My Type,Saweetie
2019-08-10,Gold Roses,Rick Ross  Drake
2019-08-10,How Do You Sleep,Sam Smith
2019-08-10,Baby,Lil Baby   DaBaby
2019-08-10,Cash Shit,Megan Thee Stallion  DaBaby
2019-08-10,All To Myself,Dan   Shay
2019-08-10,China,Anuel AA  Daddy Yankee  Karol G  Ozuna   J Balvin
2019-08-10,Better,Khalid
2019-08-10,Rearview Town,Jason Aldean
2019-08-10,Shallow,Lady Gaga   Bradley Cooper
2019-08-10,Going Bad,Meek Mill  Drake
2019-08-10,Clout,Offset  Cardi B
2019-08-10,Sicko Mode,Travis Scott
2019-08-10,The Ones That Didn t Make It Back Home,Justin Moore
2019-08-10,Callaita,Bad Bunny   Tainy
2019-08-10,Worth It,YK Osiris
2019-08-10,Go Loko,YG  Tyga   Jon Z
2019-08-10,One Thing Right,Marshmello   Kane Brown
2019-08-10,Just Us,DJ Khaled  SZA
2019-08-10,Easier,5 Seconds Of Summer
2019-08-10,Hot Shower,Chance The Rapper  MadeinTYO   DaBaby
2019-08-10,Some Of It,Eric Church
2019-08-10,Trampoline,SHAED
2019-08-10,ME,Taylor Swift  Brendon Urie
2019-08-10,Raised On Country,Chris Young
2019-08-10,Talk You Out Of It,Florida Georgia Line
2019-08-10,Single Again,Big Sean
2019-08-10,Call You Mine,The Chainsmokers   Bebe Rexha
2019-08-10,Press,Cardi B
2019-08-10,Time,NF
2019-08-10,Earfquake,Tyler  The Creator
2019-08-10,Takeaway,The Chainsmokers   Illenium  Lennon Stella
2019-08-10,Only Human,Jonas Brothers
2019-08-10,Soltera,Lunay  Daddy Yankee   Bad Bunny
2019-08-10,Rodeo,Lil Nas   Cardi B
2019-08-10,I Don t Know About You,Chris Lane
2019-08-10,Hate Me,Ellie Goulding   Juice WRLD
2019-08-10,It s You,Ali Gatie
2019-08-10,Lalala,Y2K   bbno$
2019-08-10,Cross Me,Ed Sheeran  Chance The Rapper   PnB Rock
2019-08-10,Antisocial,Ed Sheeran   Travis Scott
2019-08-10,The Archer,Taylor Swift
2019-08-10,No Me Conoce,Jhay Cortez  J Balvin   Bad Bunny
2019-08-10,Southbound,Carrie Underwood
2019-08-10,Living,Dierks Bentley
2019-08-10,La La Land,Bryce Vine  YG
2019-08-10,24 7,Meek Mill  Ella Mai
2019-08-10,Leave Me Alone,NF
2019-08-10,The Search,NF
2019-08-10,Before I Let Go,Beyonce
2019-08-10,Baguettes In The Face,Mustard featuring NAV  Playboi Carti   A Boogie Wit da Hoodie
2019-08-10,Daddy,Blueface   Rich The Kid
2019-08-10,Tap,NAV  Meek Mill
2019-08-10,Love Ain t,Eli Young Band
2019-08-10,MEGATRON,Nicki Minaj
2019-08-10,Ballin,Mustard  Roddy Ricch
2019-08-10,All Day Long,Chance The Rapper  John Legend
2019-08-10,Do You Remember,Chance The Rapper  Death Cab For Cutie
2019-08-10,Calma,Pedro Capo Farruko
2019-08-10,Cool,Jonas Brothers
2019-08-10,Tip Of My Tongue,Kenny Chesney
2019-08-10,What If I Never Get Over You,Lady Antebellum
2019-08-10,Nightmare,Halsey
2019-08-17,Old Town Road,Lil Nas  Billy Ray Cyrus
2019-08-17,Bad Guy,Billie Eilish
2019-08-17,Senorita,Shawn Mendes   Camila Cabello
2019-08-17,Truth Hurts,Lizzo
2019-08-17,Talk,Khalid
2019-08-17,No Guidance,Chris Brown  Drake
2019-08-17,I Don t Care,Ed Sheeran   Justin Bieber
2019-08-17,Boyfriend,Ariana Grande   Social House
2019-08-17,Goodbyes,Post Malone  Young Thug
2019-08-17,Ran$om,Lil Tecca
2019-08-17,If I Can t Have You,Shawn Mendes
2019-08-17,Sucker,Jonas Brothers
2019-08-17,Money In The Grave,Drake  Rick Ross
2019-08-17,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee
2019-08-17,Suge,DaBaby
2019-08-17,The Git Up,Blanco Brown
2019-08-17,Someone You Loved,Lewis Capaldi
2019-08-17,You Need To Calm Down,Taylor Swift
2019-08-17,Hey Look Ma  I Made It,Panic  At The Disco
2019-08-17,Dancing With A Stranger,Sam Smith   Normani
2019-08-17,Beer Never Broke My Heart,Luke Combs
2019-08-17,Beautiful People,Ed Sheeran  Khalid
2019-08-17,Wow.,Post Malone
2019-08-17,Without Me,Halsey
2019-08-17,Pop Out,Polo G  Lil Tjay
2019-08-17,Happier,Marshmello   Bastille
2019-08-17,The London,Young Thug  J. Cole   Travis Scott
2019-08-17,Speechless,Dan   Shay
2019-08-17,God s Country,Blake Shelton
2019-08-17,7 Rings,Ariana Grande
2019-08-17,Panini,Lil Nas X
2019-08-17,Knockin  Boots,Luke Bryan
2019-08-17,All To Myself,Dan   Shay
2019-08-17,Sweet But Psycho,Ava Max
2019-08-17,My Type,Saweetie
2019-08-17,Whiskey Glasses,Morgan Wallen
