date,track,artist,URI
2019-04-27,Blue On Black,Five Finger Death Punch  Kenny Wayne Shepherd  Brantley Gilbert   Brian May,spotify:track:74EaFfaGbNBwoDTUtbLL49
2019-04-27,SOS,Avicii  Aloe Blacc,spotify:track:2x0RZdkZcD8QRI53XT4GI5
2019-04-27,That s A Rack,Lil Uzi Vert,spotify:track:4pCEIQ6wBVuaJdER5bALtO
2019-04-27,Love Ain t,Eli Young Band,spotify:track:5t8M1Ktl6TkrAAKVmYlc3E
2019-04-27,Make It Right,BTS  Lauv,spotify:track:2WH4oy1SYppZrcdgKwSA0j
2019-04-27,Hey Look Ma  I Made It,Panic  At The Disco,spotify:track:22oEJW6r2rMb9z4IntfyEa
2019-05-04,Earth,Lil Dicky,spotify:track:7lakl3bPRdQqUGX9m755jX
2019-05-04,Before I Let Go,Beyonce,spotify:track:7LikBkHerFGZ58QHVOKp1t
2019-05-04,Slide,French Montana  Blueface   Lil Tjay,spotify:track:40Zb4FZ6nS1Hj8RVfaLkCV
2019-05-04,Love Someone,Brett Eldredge,spotify:track:43CFDpciGFDm226POTLEXU
2019-05-04,Shotta Flow,NLE Choppa,spotify:track:1WrxYBGmFK19BMRn3wLYMa
2019-05-04,ME,Taylor Swift  Brendon Urie,spotify:track:2Rk4JlNc2TPmZe2af99d45
2019-05-11,Floating,ScHoolboy Q  21 Savage,spotify:track:4NN6N5TxBO5k9uqu0W4gfQ
2019-05-11,Baila Baila Baila,Ozuna Daddy Yankee J Balvin Farruko Anuel AA,spotify:track:7mWFF4gPADjTQjC97CgFVt
2019-05-11,CHopstix,ScHoolboy Q   Travis Scott,spotify:track:2EGtBS7Ws3ajiSkJLviFJ4
2019-05-11,Light It Up,Marshmello  Tyga   Chris Brown,spotify:track:4Q8aDd3H6LF8t4eY7So9O8
2019-05-11,Power Is Power,SZA  The Weeknd   Travis Scott,spotify:track:4cbdPT6uaBOgOQe3fLMofl
2019-05-11,Knockin  Boots,Luke Bryan,spotify:track:2opQESZb7JsRKCvWMBPeuv
2019-05-11,Love Me Anyway,P nk  Chris Stapleton,spotify:track:4Kmp7D3Gg95xv5dzg2mPMq
2019-05-11,24 7,Meek Mill  Ella Mai,spotify:track:6irE4Fbjbry3czv7mTxVSB
2019-05-11,Stop Snitching,YG,
2019-05-18,If I Can t Have You,Shawn Mendes,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh
2019-05-18,Homicide,Logic  Eminem,spotify:track:7M2tXmeS15NAzEn7ABFeBg
2019-05-18,Truth Hurts,Lizzo,spotify:track:3HWzoMvoF3TQfYg4UPszDq
2019-05-18,Beer Never Broke My Heart,Luke Combs,spotify:track:7aEtlGHoiPAfRB084NiDmx
2019-05-18,Go Loko,YG  Tyga   Jon Z,spotify:track:1kK6DwzyXJSp58u5HYWwuD
2019-05-18,Middle Child,PnB Rock   XXXTENTACION,spotify:track:4z6UjqipUwrFdyB66PWlyl
2019-05-18,All To Myself,Dan   Shay,spotify:track:08tq1XcHwVt5PHXUo87i0D
2019-05-18,Paradise,Bazzi,spotify:track:0Rx0DJI556Ix5gBny6EWmn
2019-05-18,Die Young,Roddy Ricch,spotify:track:3wLtYwtqvKK2ewelSVPeDK
2019-05-25,I Don t Care,Ed Sheeran   Justin Bieber,spotify:track:3HVWdVOQ0ZA45FuZGSfvns
2019-05-25,Triggered,Jhene Aiko,spotify:track:3zPgAKn5tbmCuCKrR3r7qE
2019-05-25,Soltera,Lunay  Daddy Yankee   Bad Bunny,spotify:track:4t9a07PAghtQMRAIP9FQ7Z
2019-05-25,Someone You Loved,Lewis Capaldi,spotify:track:7qEHsqek33rTcFNT9PFqLf
2019-05-25,Te Robare,Nicky Jam Ozuna,spotify:track:4PJ3umtW1aWdfh5EITHc6T
2019-05-25,Juice,Lizzo,spotify:track:0k664IuFwVP557Gnx7RhIl
2019-06-01,Earfquake,Tyler  The Creator,spotify:track:5hVghJ4KaYES3BFUATCYn0
2019-06-01,Nightmare,Halsey,spotify:track:340UVheS8z3ncW9TTUhAbc
2019-06-01,Wish Wish,DJ Khaled  Cardi B   21 Savage,spotify:track:1Hd2XLitkt1PYCWSbfF5qV
2019-06-01,Higher,DJ Khaled  Nipsey Hussle   John Legend,spotify:track:6O10oTtZIZ4DkkUqyfCbrR
2019-06-01,Just Us,DJ Khaled  SZA,spotify:track:0BnTBAGmr9FtYwkZrwKhwS
2019-06-01,You Stay,DJ Khaled  Meek Mill  J Balvin  Lil Baby   Jeremih,spotify:track:4U6ubKsTd8RBDP5tPPhh7I
2019-06-01,I Think,Tyler  The Creator,spotify:track:4f8Mh5wuWHOsfXtzjrJB3t
2019-06-01,Celebrate,DJ Khaled  Travis Scott   Post Malone,spotify:track:0b6UoVjUzFyZNpHI0aAhKt
2019-06-01,Jealous,DJ Khaled  Chris Brown  Lil Wayne   Big Sean,spotify:track:6Dq8FZrvx9S28iyaKSwn9x
2019-06-01,Running Out Of Time,Tyler  The Creator,spotify:track:5QvBXUm5MglLJ3iBfTX2Wo
2019-06-01,Igor s Theme,Tyler  The Creator,spotify:track:51RN0kzWd7xeR4th5HsEtW
2019-06-01,New Magic Wand,Tyler  The Creator,spotify:track:0fv2KH6hac06J86hBUTcSf
2019-06-01,A Boy Is A Gun,Tyler  The Creator,spotify:track:1nXZnTALNXiPlvXotqHm66
2019-06-01,What s Good,Tyler  The Creator,spotify:track:6bOkaEXc5CopinGazSLokx
2019-06-01,What If I Never Get Over You,Lady Antebellum,spotify:track:0qkdE1C0ufnUISKwhg8Wh6
2019-06-01,Puppet,Tyler  The Creator,spotify:track:0wEC0GNF74lAqrEFZJMl1m
2019-06-01,Weather The Storm,DJ Khaled  Meek Mill   Lil Baby,spotify:track:6xVhqLT40s5sVhepe9Mckc
2019-06-08,The London,Young Thug  J. Cole   Travis Scott,spotify:track:7DcvwMAiqKJQD1rrdfxSDx
2019-06-08,Cross Me,Ed Sheeran  Chance The Rapper   PnB Rock,spotify:track:4wuCQX7JvAZLlrcmH4AeZF
2019-06-08,Easier,5 Seconds Of Summer,spotify:track:2bjUEg4jBtKBlPdNrTAppI
2019-06-08,Isis,Joyner Lucas  Logic,spotify:track:4h7qcXBtaOJnmrapxoWxGf
2019-06-08,Some Of It,Eric Church,spotify:track:3d1qN7AHge6BXuVPutcpI5
2019-06-08,Bacc At It Again,Yella Beezy  Gucci Mane   Quavo,spotify:track:2GUqTtPFCo1KG56OfGQyUv
2019-06-08,HP,Maluma,spotify:track:1LIqNVhaIgxXUt2eVoIQJ3
2019-06-08,Rearview Town,Jason Aldean,spotify:track:3V3X4pbpA6ApGeYjKW9ZgV
2019-06-15,Never Really Over,Katy Perry,spotify:track:5PYQUBXc7NYeI1obMKSJK0
2019-06-15,Press,Cardi B,spotify:track:6dPyzkyZwoj9LqjQXOFdVv
2019-06-15,Mother s Daughter,Miley Cyrus,spotify:track:4tc97Wa8SP5f9gaaOar8Kq
2019-06-15,Call You Mine,The Chainsmokers   Bebe Rexha,spotify:track:2oejEp50ZzPuQTQ6v54Evp
2019-06-15,The Search,NF,spotify:track:3oLe5ZILASG8vU5dxIMfLY
2019-06-15,Shut Up About Politics,John Rich  The Five,spotify:track:2E2KWu51sMGFJRA2iGL7OF
2019-06-15,La La Land,Bryce Vine  YG,spotify:track:4oM9DGUTrRaXJDypxxHztZ
2019-06-15,Ran$om,Lil Tecca,
2019-06-15,Under Enemy Arms,Trippie Redd,spotify:track:6JATJXM3NhEpgvnGJKLQLo
2019-06-15,Raised On Country,Chris Young,spotify:track:6voi5xnLs9JKmWG2oLmgDU
2019-06-15,Trampoline,SHAED,spotify:track:0lsRatBUs9HNIZAmoGABzk
2019-06-22,No Guidance,Chris Brown  Drake,spotify:track:6XHVuErjQ4XNm6nDPVCxVX
2019-06-22,Even Though I m Leaving,Luke Combs,spotify:track:5Fhe63YOMZsGdB3CgCDuBi
2019-06-22,The Git Up,Blanco Brown,spotify:track:01tA4XmJ4fGQNwti6b2hPm
2019-06-22,Callaita,Bad Bunny   Tainy,spotify:track:71wFwRo8xGc4lrcyKwsvba
2019-06-22,Heaven,Avicii,spotify:track:0vrmHPfoBadXVr2n0m1aqZ
2019-06-22,Please Tell Me,Future,spotify:track:4ANFPo7dzs2DdPuONXC9bp
2019-06-22,Amor Genuino,Ozuna,spotify:track:3xEozpt8pAptvpH69iJhOw
2019-06-22,Only Human,Jonas Brothers,spotify:track:0DiDStADDVh3SvAsoJAFMk
2019-06-22,XanaX Damage,Future,spotify:track:3tZ4zv4UuenjJGSNUMfBNG
2019-06-22,Government Official,Future,spotify:track:2QEnZJ8FwpBoyLKcFcgceT
2019-06-22,Otro Trago,Sech  Darell  Nicky Jam  Ozuna   Anuel AA,spotify:track:4bTZeO72FwMa6wKOiqoynL
2019-06-29,You Need To Calm Down,Taylor Swift,spotify:track:6RRNNciQGZEXnqk8SQ9yv5
2019-06-29,Money In The Grave,Drake  Rick Ross,spotify:track:5ry2OE6R2zPQFDO85XkgRb
2019-06-29,Omerta,Drake,spotify:track:3kCwyvhvVTyehIzYN2I0nF
2019-06-29,Down Bad,Dreamville  JID  Bas  J. Cole  EARTHGANG   Young Nudy,spotify:track:36J0iaPDGbYGsHvYpaYs3k
2019-06-29,Sanctuary,Joji,spotify:track:5F1ZmucV0uJY14y2dYKePa
2019-06-29,Wake Up,Travis Scott,spotify:track:20MuVazoNMv6xjKPnRFOxG
2019-06-29,Rescue Me,Marshmello  A Day To Remember,spotify:track:35rozLoS6QLE8HX8qswM3k
2019-06-29,It s You,Ali Gatie,spotify:track:5DqdesEfbRyOlSS3Tf6c29
2019-06-29,The Ones That Didn t Make It Back Home,Justin Moore,spotify:track:6Vmb8Ru0BvjWGozOVGApRd
2019-07-06,Senorita,Shawn Mendes   Camila Cabello,spotify:track:6v3KW9xbzN5yKLt9YKDYA2
2019-07-06,Panini,Lil Nas X,spotify:track:1000nHvUdawXuUHgBod4Wv
2019-07-06,MEGATRON,Nicki Minaj,spotify:track:1ZDmxwg7Lywlx68b7SsJjj
2019-07-06,Rodeo,Lil Nas   Cardi B,spotify:track:4ak7xjvBeBOcJGWFDX9w5n
2019-07-06,One Thing Right,Marshmello   Kane Brown,spotify:track:4hPpVbbakQNv8YTHYaOJP4
2019-07-06,Out The Mud,Lil Baby  Future,spotify:track:2wZjsbwmWfNVslgV5afl1L
2019-07-06,Cash Shit,Megan Thee Stallion  DaBaby,spotify:track:2rMAtCaTj16NptyVfEIeAC
2019-07-06,Summer Days,Martin Garrix  Macklemore   Patrick Stump,spotify:track:7Feaw9WAEREY0DUOSXJLOM
2019-07-13,Beautiful People,Ed Sheeran  Khalid,spotify:track:70eFcWOvlMObDhURTqT4Fv
2019-07-13,Higher Love,Kygo Whitney Houston,spotify:track:6oJ6le65B3SEqPwMRNXWjY
2019-07-13,Que Pretendes,J Balvin   Bad Bunny,spotify:track:25ZAibhr3bdlMCLmubZDVt
2019-07-13,Don t Check On Me,Chris Brown  Justin Bieber   Ink,spotify:track:7ILEWkpfdK6AjH2D7jppWk
2019-07-13,When I Grow Up,NF,spotify:track:5rLyYxZNzca00ENADO9m54
2019-07-13,My Type,Saweetie,spotify:track:5KBARWIxeMGkvUax9VtVC9
2019-07-13,Lalala,Y2K   bbno$,spotify:track:51Fjme0JiitpyXKuyQiCDo
2019-07-20,Goodbyes,Post Malone  Young Thug,spotify:track:0t3ZvGKlmYmVsDzBJAXK8C
2019-07-20,Under The Sun,Dreamville  J. Cole  Lute   DaBaby,spotify:track:6MF4tRr5lU8qok8IKaFOBE
2019-07-20,BLOW,Ed Sheeran With Chris Stapleton   Bruno Mars,spotify:track:6EbduYTr62sSzvl36wWiFM
2019-07-20,Costa Rica,Dreamville  Bas  JID  Guapdad 4000  Reese LAFLARE  Jace  Mez  Smokepurpp  Buddy   Ski Mask The Slump God,spotify:track:5WnfnSpuNEGXyEt78PBA6d
2019-07-20,No Me Conoce,Jhay Cortez  J Balvin   Bad Bunny,spotify:track:2beS6dD5rovBxSA1zYoSHR
2019-07-20,I Don t Know About You,Chris Lane,spotify:track:3yOs8FffuG6hPbzQG9lIqV
2019-07-27,Antisocial,Ed Sheeran   Travis Scott,spotify:track:1DhRbox3xkceP64k3JeYfW
2019-07-27,South Of The Border,Ed Sheeran  Camila Cabello   Cardi B,spotify:track:4vUmTMuQqjdnvlZmAH61Qk
2019-07-27,Remember The Name,Ed Sheeran  Eminem   50 Cent,spotify:track:0AtP8EkGPn6SwxKDaUuXec
2019-07-27,Tip Of My Tongue,Kenny Chesney,spotify:track:40ufL61vEaDaaOitYhnlQ7
2019-07-27,Baguettes In The Face,Mustard featuring NAV  Playboi Carti   A Boogie Wit da Hoodie,
2019-07-27,Like A Rodeo,Kane Brown,spotify:track:7z3dPHwGxeK4fD6fYFDwiS
2019-07-27,Time,NF,spotify:track:6MxMqCgqmekcr0VwSU7AVH
2019-07-27,Southbound,Carrie Underwood,spotify:track:7qXPZxXn6Xmv1sjh03skiW
2019-07-27,Spirit,Beyonce,spotify:track:38SueFAjT6jtFneyoQamYi
2019-07-27,Best Part Of Me,Ed Sheeran  YEBBA,spotify:track:0VsGaRXR5WAzpu51unJTis
2019-08-03,How Do You Sleep,Sam Smith,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y
2019-08-03,Baby,Lil Baby   DaBaby,spotify:track:6zBTZzYuaACwtr8EFOo7OH
2019-08-03,China,Anuel AA  Daddy Yankee  Karol G  Ozuna   J Balvin,spotify:track:2ksOAxtIxY8yElEWw8RhgK
2019-08-03,The Archer,Taylor Swift,spotify:track:3pHkh7d0lzM2AldUtz2x37
2019-08-03,Brown Skin Girl,Beyonce  SAINt JHN   Wizkid  Blue Ivy Carter,
2019-08-03,Hate Me,Ellie Goulding   Juice WRLD,spotify:track:15og0pCEcTFWEXOFKdcJlU
2019-08-03,Mood 4 Eva,Beyonce  JAY-Z   Childish Gambino  Oumou Sangare,spotify:track:7oqftogUN82Q7VNy2TmTJW
2019-08-03,Ballin,Mustard  Roddy Ricch,spotify:track:3QzAOrNlsabgbMwlZt7TAY
2019-08-10,Gold Roses,Rick Ross  Drake,spotify:track:1rX5L6pyl3rVWb55D8Cprr
2019-08-10,Hot Shower,Chance The Rapper  MadeinTYO   DaBaby,spotify:track:00ko9WaS4jOX1kEk3gvHjf
2019-08-10,Single Again,Big Sean,spotify:track:7IP0lO9tHfNwBWZ9X6TJ84
2019-08-10,Takeaway,The Chainsmokers   Illenium  Lennon Stella,spotify:track:3g0mEQx3NTanacLseoP0Gw
2019-08-10,Living,Dierks Bentley,spotify:track:54K7AZoGpQklpygKrxZlKN
2019-08-10,Leave Me Alone,NF,spotify:track:3EtyEzMpfKSaoVhPunvbRV
2019-08-10,Daddy,Blueface   Rich The Kid,spotify:track:4hanO6Du5J7QEguNHYZHmw
2019-08-10,All Day Long,Chance The Rapper  John Legend,spotify:track:1g3ErLqysBJ5EIGdYYMWFZ
2019-08-10,Do You Remember,Chance The Rapper  Death Cab For Cutie,spotify:track:67xBtV07CC73eFw7z5oCvU
2019-08-17,Boyfriend,Ariana Grande   Social House,spotify:track:0Ryd8975WihbObpp5cPW1t
2019-08-17,Trust Issues,Drake,spotify:track:4Wjhj0WjkyECccfHVIgaTq
2019-08-17,How About Now,Drake,
2019-08-17,The Motion,Drake,spotify:track:0Tacxc5lDJ8LwiO1pWNSl8
2019-08-17,Queen Of Mean,Sarah Jeffery,spotify:track:4o05DiC0RQ9DNtGJGauwna
2019-08-17,Dreams Money Can Buy,Drake,spotify:track:1qyFlfPREPbRcS2BNszdYI
2019-08-17,Uno,Ambjaay,spotify:track:3AEgic4yp82NxMWUjHtxnO
2019-08-17,Club Paradise,Drake,spotify:track:6MR5IBSNfDmiwnrlQpVw4w
2019-08-17,We Were,Keith Urban,spotify:track:5Net7uzpcqkJtOwR22onye
2019-08-17,Fear Inoculum,Tool,spotify:track:39zWYYZStDgWi32sOU9AX4
2019-08-17,Love You Too Late,Cole Swindell,spotify:track:52MNypbTWiwybwzhXvsPk5
2019-08-17,Days In The East,Drake,spotify:track:4czcw3NVLY0of5hTD7OufN
2019-08-17,What Happens In A Small Town,Brantley Gilbert   Lindsay Ell,spotify:track:3g9OCNXY2aSbGRQGY17qVE
2019-08-17,Prayed For You,Matt Stell,spotify:track:4j6GMcVcqZf1r0GDqMtYp6
2019-08-24,Hot Girl Summer,Megan Thee Stallion  Nicki Minaj   Ty Dolla $ign,spotify:track:5N1o6d8zGcSZSeMFkOUQOk
2019-08-24,Mac 10,Trippie Redd  Lil Baby   Lil Duke,spotify:track:7vanOPJ8GpUOxgqzAU2Tuu
2019-08-24,Small Talk,Katy Perry,spotify:track:4NmE2ytXI8S2svTRSmEdpO
2019-08-24,Night Falls,Dove Cameron  Sofia Carson  Booboo Stewart  Cameron Boyce  Thomas Doherty  China Anne McClain   Dylan Playfair,spotify:track:3doNvO8zrwzcM0PJrcn8Rb
2019-08-24,On Chill,Wale  Jeremih,spotify:track:5z51HY4ei5QhTjcvwq5Msw
2019-08-24,Snake Skin,Trippie Redd,spotify:track:3jdByIcSM5sk4uUrQVC4JU
2019-08-24,Buy My Own Drinks,Runaway June,spotify:track:6LhZAoMfux3P3DUxwOI7aG
2019-08-24,F.N,Lil Tjay,spotify:track:0RLLvYBopDwooCyvnTwgYu
2019-08-24,Baby Sitter,DaBaby  Offset,spotify:track:7f1zjZG77S891Uv4O68yfk
2019-08-31,Lover,Taylor Swift,spotify:track:1dGr1c8CrMLDpV6mPbImSI
2019-08-31,Hot,Young Thug  Gunna,spotify:track:5Z8HZM6iQMhhqyPcCGY5g9
2019-08-31,Bad Bad Bad,Young Thug  Lil Baby,spotify:track:1GeNui6m825V8jP4uKiIaH
2019-08-31,Motivation,Normani,spotify:track:0rIAC4PXANcKmitJfoqmVm
2019-08-31,Slide Away,Miley Cyrus,spotify:track:6QQtHdz4PNJWQX4nrAQGC9
2019-08-31,What s The Move,Young Thug  Lil Uzi Vert,spotify:track:3pTScODwk9tggZzmuH6xDY
2019-08-31,Just How It Is,Young Thug,spotify:track:5KYhIFNTp4VQUqlsbLWTTu
2019-08-31,Surf,Young Thug  Gunna,spotify:track:6igOR5QCn09zAVF2ikZjsV
2019-08-31,Sup Mate,Young Thug  Future,spotify:track:0zNHMc1cGKe4MO5rtGtKRh
2019-08-31,Won t Be Late,Swae Lee  Drake,spotify:track:2sqsNXfN0HtgDEgaHXiUTa
2019-08-31,Heartless,Diplo Presents Thomas Wesley  Morgan Wallen,spotify:track:3FU6urUVsgXa6RBuV2PdRk
2019-08-31,Light It Up,Young Thug,spotify:track:41mzryVlFLlz6b1BCtJAjx
2019-08-31,Juicy,Doja Cat   Tyga,spotify:track:7f5trao56t7sB7f14QDTmp
2019-08-31,Lil Baby,Young Thug,spotify:track:1GeNui6m825V8jP4uKiIaH
2019-08-31,Ecstasy,Young Thug  Machine Gun Kelly,spotify:track:1yBbxDXEfr8boXM1ubvBHi
2019-08-31,Every Little Thing,Russell Dickerson,spotify:track:3kgCJPXDlnL5bl1HFesHUi
2019-08-31,Did It Again,Lil Tecca,spotify:track:4guBZjUyrGoHsTahO3IHdj
2019-09-07,The Man,Taylor Swift,spotify:track:3RauEVgRgj1IuWdJ9fDs70
2019-09-07,I Forgot That You Existed,Taylor Swift,spotify:track:43rA71bccXFGD4C8GOpIlN
2019-09-07,Cruel Summer,Taylor Swift,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr
2019-09-07,Paper Rings,Taylor Swift,spotify:track:4y5bvROuBDPr5fuwXbIBZR
2019-09-07,Miss Americana   The Heartbreak Prince,Taylor Swift,spotify:track:214nt20w5wOxJnY462klLw
2019-09-07,I Think He Knows,Taylor Swift,spotify:track:2YWtcWi3a83pdEg3Gif4Pd
2019-09-07,Good As Hell,Lizzo,spotify:track:6KgBpzTuTRPebChN0VTyzV
2019-09-07,Cornelia Street,Taylor Swift,spotify:track:12M5uqx0ZuwkpLp5rJim1a
2019-09-07,London Boy,Taylor Swift,spotify:track:1LLXZFeAHK9R4xUramtUKw
2019-09-07,Soon You ll Get Better,Taylor Swift  Dixie Chicks,spotify:track:4AYtqFyFbX0Xkc2wtcygTr
2019-09-07,Death By A Thousand Cuts,Taylor Swift,spotify:track:2dgFqt3w9xIQRjhPtwNk3D
2019-09-07,Afterglow,Taylor Swift,spotify:track:1SymEzIT3H8UZfibCs3TYi
2019-09-07,False God,Taylor Swift,spotify:track:5hQSXkFgbxjZo9uCwd11so
2019-09-07,Playing Games,Summer Walker,spotify:track:2xyx0o4xNOLLjBSbOOdcbA
2019-09-07,Daylight,Taylor Swift,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6
2019-09-07,One Man Band,Old Dominion,spotify:track:7cA3PnUQDlUyBBwpRozQeo
2019-09-07,It s Nice To Have A Friend,Taylor Swift,spotify:track:1SmiQ65iSAbPto6gPFlBYm
2019-09-14,Circles,Post Malone,spotify:track:21jGcNKet2qwijlDFuPiPb
2019-09-14,Doin  Time,Lana Del Rey,spotify:track:0Oqc0kKFsQ6MhFOLBNZIGX
2019-09-14,Babushka Boi,A$AP Rocky,spotify:track:643PW82aBMUa1FiWi5VQY7
2019-09-14,Heat,Chris Brown  Gunna,spotify:track:1GIYmwtBbPSHrqcSaukZck
2019-09-14,Out Of Luck,Lil Tecca,spotify:track:1ipyiYqvds0wcaFDTW6N4X
2019-09-14,Shots,Lil Tecca,spotify:track:6eSU1exzDvBEXmBRxspeh5
2019-09-14,Bezerk,Big Sean  A$AP Ferg   Hit-Boy,spotify:track:2B9wgj9XzbJZLty03PRbVo
2019-09-14,Good Vibes,Chris Janson,spotify:track:1XVqh0dC0PIl72f2mQhsVt
2019-09-14,God Only Knows,for KING   COUNTRY,spotify:track:4ElNxglBjcrASiGn58t9Jm
2019-09-14,The Bones,Maren Morris,spotify:track:7yFhA2fUsL2oIMWlw5DaHQ
2019-09-14,Love Me,Lil Tecca,spotify:track:4e0FYxSROat25pH16zMTZI
2019-09-14,La Cancion,J Balvin   Bad Bunny,spotify:track:0fea68AdmYNygeTGI4RC18
2019-09-21,Take What You Want,Post Malone  Ozzy Osbourne   Travis Scott,spotify:track:7CZyCXKG6d5ALeq41sLzbw
2019-09-21,Hollywood s Bleeding,Post Malone,spotify:track:7sWRlDoTDX8geTR8zzr2vt
2019-09-21,Enemies,Post Malone  DaBaby,spotify:track:0Xek5rqai2jcOWCYWJfVCF
2019-09-21,Saint-Tropez,Post Malone,spotify:track:05mDaV9Vb3wrzjF6OPZnhq
2019-09-21,Die For Me,Post Malone  Future   Halsey,spotify:track:2C6WXnmZ66tHhHlnvwePiK
2019-09-21,On The Road,Post Malone  Meek Mill   Lil Baby,spotify:track:12Fkyg9lpmaz2zmKOfw2Y2
2019-09-21,A Thousand Bad Times,Post Malone,spotify:track:2J0NXdHr6MYvKDSxB7k3V2
2019-09-21,I m Gonna Be,Post Malone,spotify:track:1ckLp8lCl8LipXI0ypX72m
2019-09-21,Staring At The Sun,Post Malone  SZA,spotify:track:5KE9b4x7Zj2A8XtbkqhqTe
2019-09-21,Allergic,Post Malone,spotify:track:1YscJ7yVTlFxW3eF6pv5ba
2019-09-21,Myself,Post Malone,spotify:track:2cvOfKHOHgwQlLiuLKP2xR
2019-09-21,I Know,Post Malone,spotify:track:6b2mfHMqWCA74XmUuVJm8r
2019-09-21,Liar,Camila Cabello,spotify:track:073ILU1C3APNRGF66VhtyA
2019-09-21,Internet,Post Malone,spotify:track:0KAzP1Rbp0Vz5pw8i1KDDI
2019-09-21,Shameless,Camila Cabello,spotify:track:2ogKhhoMClkFXek7ZgxAhN
2019-09-21,Self Control,YoungBoy Never Broke Again,spotify:track:4vSoyDfL0uZyUoWu5NNNsQ
2019-09-21,homecoming queen,Kelsea Ballerini,spotify:track:1ytCra0qH6gcHnCVQwREvu
2019-09-21,223 s,YNW Melly   9lokknine,spotify:track:29ZXwWOOLz9t5fa3eT3i7T
2019-09-28,Don t Call Me Angel  Charlie s Angels,Ariana Grande  Miley Cyrus   Lana Del Rey,spotify:track:6zegtH6XXd2PDPLvy1Y0n2
2019-09-28,Camelot,NLE Choppa,spotify:track:44sYqNBttbXNxya33FJ3Dj
2019-09-28,Graveyard,Halsey,spotify:track:2ufmtcIFdFpuUYBPXK5f67
2019-09-28,Behind Barz,Drake,spotify:track:621hMmYrgWG3caSFtbZg2p
2019-09-28,Mood Swings,A Boogie Wit da Hoodie,spotify:track:0VZe8C7xgAIQC0E0qEVIEh
2019-09-28,Hot Girl Bummer,Blackbear,spotify:track:6jRq8gaZhMUyy5RclRPcAf
2019-09-28,1  2 Many,Luke Combs   Brooks   Dunn,spotify:track:226le7T3p82reYWzsi9Hsz
2019-09-28,Remember You Young,Thomas Rhett,spotify:track:3LK6wDkhbTyg8GhJidU9oC
2019-10-05,INTRO,DaBaby,spotify:track:77KMttn3Lic7ZQKDlPqp8v
2019-10-05,Memories,Maroon 5,spotify:track:4cktbXiXOapiLBMprHFErI
2019-10-05,Adicto,Tainy  Anuel AA   Ozuna,spotify:track:3jbT1Y5MoPwEIpZndDDwVq
2019-10-05,Stuck In A Dream,Lil Mosey Gunna,spotify:track:7iHHxY2NLlJRAmlAmC4ahQ
2019-10-05,Loco Contigo,DJ Snake  J. Balvin   Tyga,spotify:track:6osaMSJh9NguagEDQcZaKx
2019-10-12,BOP,DaBaby,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN
2019-10-12,VIBEZ,DaBaby,spotify:track:0fySG6A6qLE8IvDpayb5bM
2019-10-12,TOES,DaBaby  Lil Baby   Moneybagg Yo,spotify:track:2FvD20Z8aoWIePi7PoN8sG
2019-10-12,iPHONE,DaBaby   Nicki Minaj,spotify:track:3GX2hFAekmSduZzcS52OnR
2019-10-12,OFF THE RIP,DaBaby,spotify:track:3e39X4Q74yJzsYUEeyf4ws
2019-10-12,POP STAR,DaBaby  Kevin Gates,spotify:track:2TsD9kSbgYx5fSNRsoNURE
2019-10-12,RAW SHIT,DaBaby  Migos,spotify:track:1CCDIow4pPYyJYzhtTUYz2
2019-10-12,GOSPEL,DaBaby  Chance The Rapper  Gucci Mane   YK Osiris,spotify:track:0WoAkdHmgPmEXfiBox1flk
2019-10-12,Writing On The Wall,French Montana  Post Malone  Cardi B   Rvssian,spotify:track:7x9nXsowok1JszkVztI5NI
2019-10-12,REALLY,DaBaby  Stunna 4 Vegas,spotify:track:7vxGCUPJhe0fXfBkwVPFcP
2019-10-12,XXL,DaBaby,spotify:track:4LH1gsNA3wUS6QKkGZoJN8
2019-10-12,PROLLY HEARD,DaBaby,spotify:track:0O7mJ0noFBLn8MMUJrFaF1
2019-10-12,Chicken Noodle Soup,j-hope  Becky G.,spotify:track:2y6Ty2NPAsP84XJAtzLxuk
2019-10-12,Heartache Medication,Jon Pardi,spotify:track:5qdQPrWmZv8xYhMJCDrdHF
2019-10-12,By My Lonely,Kevin Gates,spotify:track:25AEevSO1lu4EKMIP5Sy5p
2019-10-12,There He Go,DaBaby,spotify:track:0pegcONe6MuDQRoPCtCBRf
2019-10-19,HIGHEST IN THE ROOM,Travis Scott,spotify:track:3eekarcy7kvN4yt5ZFzltW
2019-10-19,10 000 Hours,Dan   Shay   Justin Bieber,spotify:track:2wrJq5XKLnmhRXHIAf9xBa
2019-10-19,Bandit,Juice WRLD   YoungBoy Never Broke Again,spotify:track:1oWM79mUVdZGCGYjSirHZR
2019-10-19,Come Thru,Summer Walker   Usher,spotify:track:3TTMUI5dFcbeNSDTTDY9M8
2019-10-19,I ll Kill You,Summer Walker  Jhene Aiko,spotify:track:7EkiMl81fUHVwpItgtzI4r
2019-10-19,Stretch You Out,Summer Walker  A Boogie Wit da Hoodie,spotify:track:4Qxn47gWPSucovKrMyRf1z
