date,track,artist,URI
2020-03-21,Happiness Over Everything  H.O.E.,Jhene Aiko  Future   Miguel,spotify:track:2yUy5eFAFWAichjrySJWA2
2020-03-21,Secure The Bag,Lil Uzi Vert,spotify:track:7gHZGXSJzM29WA384suYY2
2020-03-21,Captain Hook,Megan Thee Stallion,spotify:track:1E3VQQWFQAPJkXfYHjqWoI
2020-03-21,Urgency,Lil Uzi Vert  Syd,spotify:track:5KlPy74NOEAt8jC3FYURnQ
2020-03-21,SkyBox,Gunna,spotify:track:4jMPZl0GrSFgbogJ0C6sNG
2020-03-21,Oprah s Bank Account,Lil Yachty  Drake   DaBaby,spotify:track:7wsmIIm0xWmtP7TmACXkJn
2020-03-28,Myron,Lil Uzi Vert,spotify:track:56uXDJRCuoS7abX3SkzHKQ
2020-03-28,Bean  Kobe,Lil Uzi Vert  Chief Keef,spotify:track:0IpnZchq8ek2A6pGEP2Qb1
2020-03-28,Yessirskiii,Lil Uzi Vert   21 Savage,spotify:track:59JWp4PjZ9TRM8cmtaDYB1
2020-03-28,Lotus,Lil Uzi Vert,spotify:track:4SnlSaLJJ7reJMCHM5YUuX
2020-03-28,Wassup,Lil Uzi Vert  Future,spotify:track:19Ec2gbNtQTE44IizcPjtD
2020-03-28,Strawberry Peels,Lil Uzi Vert  Young Thug   Gunna,spotify:track:4lAQfuREAHG8IC0PiiigBt
2020-03-28,Moon Relate,Lil Uzi Vert,spotify:track:4sWGHlZGM1XA7TyWdtBAbA
2020-03-28,I Can Show You,Lil Uzi Vert,spotify:track:0AhJag7VI8uFf3mJFsTwvf
2020-03-28,Trap This Way  This Way,Lil Uzi Vert,spotify:track:7vTspUAmMKFkUpKL9HLZNL
2020-03-28,Death Bed,Powfu  beabadoobee,spotify:track:7eJMfftS33KTjuF7lTsMCx
2020-03-28,Leaders,Lil Uzi Vert  NAV,spotify:track:4D7NrSeqkTarBrJ80b2sBc
2020-03-28,No Auto,Lil Uzi Vert  Lil Durk,spotify:track:5erLs80hB2TbFWgSAbVQpe
2020-03-28,Come This Way,Lil Uzi Vert,spotify:track:2BjNjFJAQTxqUPGpOnrese
2020-03-28,Does To Me,Luke Combs  Eric Church,spotify:track:0nGXi46VcQQ56ZJR428MKS
2020-03-28,Got The Guap,Lil Uzi Vert  Young Thug,spotify:track:1HF6P40Z7nfExGaB1Gk99v
2020-03-28,Supalonely,BENEE  Gus Dapperton,spotify:track:4nK5YrxbMGZstTLbvj6Gxw
2020-03-28,Money Spread,Lil Uzi Vert  Young Nudy,spotify:track:5tBdxqz8gauIO8Hh8qwo0H
2020-03-28,Cardigan,Don Toliver,spotify:track:0Li1OuXXfi7950ilZUFGkF
2020-03-28,Beer Can t Fix,Thomas Rhett  Jon Pardi,spotify:track:7idmHTAQQPUFqdjXkoooXD
2020-03-28,Savage,Megan Thee Stallion,spotify:track:55CHeLEfn5iJ0IIkgaa4si
2020-04-04,In Your Eyes,The Weeknd,spotify:track:7szuecWAPwGoV1e5vGu8tl
2020-04-04,Alone Again,The Weeknd,spotify:track:6b5P51m8xx2XA6U7sdNZ5E
2020-04-04,Scared To Live,The Weeknd,spotify:track:4BGZF4oLbTL0pWm7C18pbv
2020-04-04,Hardest To Love,The Weeknd,spotify:track:6kWxIqQDsKFYCJGbU4AjCX
2020-04-04,Too Late,The Weeknd,spotify:track:2K9Ovn1o2bTGqbsABGC6m3
2020-04-04,Snowchild,The Weeknd,spotify:track:3WlbeuhfRSqU7ylK2Ui5U7
2020-04-04,Escape From LA,The Weeknd,spotify:track:1sOW4PuG5X3Ie3EXUhAopJ
2020-04-04,Save Your Tears,The Weeknd,spotify:track:5QO79kh1waicV47BqGRL3g
2020-04-04,Faith,The Weeknd,spotify:track:3orEOtd8CPL8GFlpRpKuoE
2020-04-04,Roses,SAINt JHN,spotify:track:72GVdRHK49beKrC1NqRCqj
2020-04-04,Repeat After Me  Interlude,The Weeknd,spotify:track:40U8d12pC5UHqmHwXjHjjl
2020-04-04,Until I Bleed Out,The Weeknd,spotify:track:2BcnxwxBuar5wjCaLqm5N3
2020-04-04,Walk Em Down,NLE Choppa  Roddy Ricch,spotify:track:1Z0cZI0UzNbP9L8MzzGxqf
2020-04-04,The Other Girl,Kelsea Ballerini Halsey,spotify:track:3CS5zwqrjggxlRD0QGJAva
2020-04-11,Turks,NAV  Gunna   Travis Scott,spotify:track:7IMwEtpAiJanqF6vQteZN2
2020-04-11,Break My Heart,Dua Lipa,spotify:track:017PF4Q3l4DBUiWoXk4OWT
2020-04-11,Believe It,PARTYNEXTDOOR   Rihanna,spotify:track:6WHZvtFnceMMv08gUCHR0y
2020-04-11,After A Few,Travis Denning,spotify:track:1z6wl2rwKatfmza6usanWw
2020-04-11,I Love My Country,Florida Georgia Line,spotify:track:0clSHsrHl2irBkObcLEZqS
2020-04-11,Hard To Forget,Sam Hunt,spotify:track:10xuH52YSXHWFwCaF1fsDd
2020-04-11,Last Time I Say Sorry,Kane Brown   John Legend,spotify:track:3gAaDDoBipWZzGBMwK194e
2020-04-11,If The World Was Ending,JP Saxe  Julia Michaels,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ
2020-04-18,Toosie Slide,Drake,spotify:track:127QTOFJsJQp5LbJbu3A1y
2020-04-18,Find My Way,DaBaby,spotify:track:1gVCEnryJhkdQcuC0Kbvor
2020-04-18,Fuck The World,Rod Wave,spotify:track:6F4tgHJ5dE0pVWRPs3m1hs
2020-04-18,Pray 4 Love,Rod Wave,spotify:track:1kKfQSKTfbGh1YILzkIh8x
2020-04-18,Be A Light,Thomas Rhett  Reba McEntire  Hillary Scott  Chris Tomlin   Keith Urban,spotify:track:5o6dFqafETxZNqUFt9ZqAC
2020-04-18,Thief In The Night,Rod Wave,spotify:track:5fA1TwOU2u8K5vPwgrUyOf
2020-04-18,Tycoon,Future,spotify:track:05TpY5Fov3Hgfp8V1KILZ8
2020-04-18,I Remember,Rod Wave,spotify:track:4l1wcYYpYW28hzTF0YM68r
2020-04-18,The Greatest,Rod Wave,spotify:track:0EVG3d1RVbJjYh43fQDcR9
2020-04-18,Bluebird,Miranda Lambert,spotify:track:0kPeZAyIhIfeZNrtfjJGDB
2020-04-18,Ribbon In The Sky,Rod Wave,spotify:track:6jrIg0liFANIULoHFOOeX0
2020-04-18,Here and Now,Kenny Chesney,spotify:track:7qRVyZDt1Caftkk8CQlKtk
2020-04-18,Thug Life,Rod Wave,spotify:track:5NPQoYZRjpUNBlJvWYEHxj
2020-04-18,No Weakness,Rod Wave,spotify:track:3kWN4s2lRxg9H7F7JaZU3D
2020-04-25,Level Of Concern,twenty one pilots,spotify:track:6xZ4Q2k2ompmDppyeESIY8
2020-04-25,Stupid Again,Tory Lanez,spotify:track:1fPnUpoXCpD2NDI4vPVeLw
2020-04-25,Boyfriend,Selena Gomez,spotify:track:5EBtY2shIV1vmY4bnvvV6T
2020-04-25,Broke In A Minute,Tory Lanez,spotify:track:4xqIYGwwZTEem9U8A42SPF
2020-04-25,Sigues Con El,Arcangel Sech,spotify:track:7sQKy5vlPQllr0k9IjYJv3
2020-04-25,Die From A Broken Heart,Maddie   Tae,spotify:track:3DA4SE262k6rdEtlHteNyq
2020-04-25,DND,Polo G,spotify:track:58GJNfq2m0Qr5nIUCDbXVQ
2020-04-25,In Between,Scotty McCreery,spotify:track:2IuazAsyvbb3fFZb0Uvsmk
2020-04-25,Ride It.,Regard,spotify:track:2tnVG71enUj33Ic2nFN6kZ
2020-04-25,Girl Of My Dreams,Rod Wave,spotify:track:09YHm6IkdZko28KdEbXtPb
2020-04-25,Boss Bitch,Doja Cat,spotify:track:78qd8dvwea0Gosb6Fe6j3k
2020-05-02,Rockstar,DaBaby  Roddy Ricch,spotify:track:7ytR5pFWmSjzHJIeQkgog4
2020-05-02,Jump,DaBaby  YoungBoy Never Broke Again,spotify:track:0oT9ElXYSxvnOOagP9efDq
2020-05-02,MEH,Playboi Carti,spotify:track:15JRvf02KKGHKgC31jrpuh
2020-05-02,I m Ready,Sam Smith   Demi Lovato,spotify:track:1fipvP2zmef6vN2IwXfJhY
2020-05-02,PICK UP,DaBaby  Quavo,spotify:track:5gNOINI5dXZVom2b36LMOd
2020-05-02,NASTY,DaBaby  Ashanti   Megan Thee Stallion,spotify:track:3oHiR89Y8gn6xt3YGAAzFj
2020-05-02,LIGHTSKIN SH T,DaBaby  Future   jetsonmade,spotify:track:16oi4OiKmkO51l60F5R9kR
2020-05-02,More Than My Hometown,Morgan Wallen,spotify:track:5OELUCYgOHKFAvCERnAvfS
2020-05-02,CAN T STOP,DaBaby,spotify:track:57crda5Lx9OVaYCzb4Wrnd
2020-05-02,BLAME IT ON BABY,DaBaby,spotify:track:0jWm0VyD8p3MrSInczpows
2020-05-02,SAD SHIT,DaBaby,spotify:track:6ChpgWt7s2ksM1Y3l0D9sk
2020-05-02,DROP,DaBaby  A Boogie Wit da Hoodie   London On Da Track,spotify:track:5rFGVn8fCFjnRwCebW0XbS
2020-05-02,TALK ABOUT IT,DaBaby,spotify:track:3QSLoxRguKgK0knOG7EGyn
2020-05-02,CHAMPION,DaBaby,spotify:track:19eeh4pgEGHdSTc26U1y89
2020-05-02,I Dare You,Kelly Clarkson,spotify:track:0o58NWBiVXewJNfNDKQyjw
2020-05-02,After Party,Don Toliver,spotify:track:527k23H0A4Q0UJN3vGs0Da
2020-05-02,God Whispered Your Name,Keith Urban,spotify:track:7Ce11Oh1kConF6UlkBWnaZ
2020-05-09,The Scotts,THE SCOTTS  Travis Scott   Kid Cudi,spotify:track:39Yp9wwQiSRIDOvrVg7mbk
2020-05-09,Righteous,Juice WRLD,spotify:track:5dOxHHMOFAbG3VH23t0xNm
2020-05-09,All In,Lil Baby,spotify:track:0zlru783fmr588D5RY9ERU
2020-05-09,Goosebumps,Travis Scott,spotify:track:6gBFPUFcJLzWGx4lenP6h2
2020-05-09,Sasuke,Lil Uzi Vert,spotify:track:0ROE31C8Wu4neZoR9stM9e
2020-05-09,Cool Again,Kane Brown,spotify:track:5P3oaNpPDVLRJsL3152SEs
2020-05-09,Ain t Easy,YoungBoy Never Broke Again,spotify:track:485RHcQUM5qotAlfutUhwT
2020-05-09,Party Girl,StaySolidRocky,spotify:track:5RqR4ZCCKJDcBLIn4sih9l
2020-05-09,Diamonds,YoungBoy Never Broke Again,spotify:track:7jx8tZVzfOAYK6bwP1mwqN
2020-05-09,Bout My Business,YoungBoy Never Broke Again  Sherhonda Gaulden,spotify:track:6vXJljkoTUWjPXFRfuBbgZ
2020-05-09,Rough Ryder,YoungBoy Never Broke Again,spotify:track:73C80fhriFzangrzWVO4Zp
2020-05-09,Drinking Alone,Carrie Underwood,spotify:track:4objxuNfJlJHomkRIPa2Y2
2020-05-09,Thug Of Spades,YoungBoy Never Broke Again  DaBaby,spotify:track:2iz3EDFoPOjPRZs9wt5iNh
2020-05-16,Pain 1993,Drake  Playboi Carti,spotify:track:6Kj17Afjo1OKJYpf5VzCeo
2020-05-16,Chicago Freestyle,Drake  Giveon,spotify:track:4wVOKKEHUJxHCFFNUWDn0B
2020-05-16,D4L,Future  Drake   Young Thug,spotify:track:5fHrHoJKfCgBd35zwIBmUK
2020-05-16,Not You Too,Drake  Chris Brown,spotify:track:3Q4gttWQ6hxqWOa3tHoTNi
2020-05-16,Desires,Drake  Future,spotify:track:7eYAHC0RbBF9eaqWzT34Aq
2020-05-16,Be Kind,Marshmello   Halsey,spotify:track:3Z8FwOEN59mRMxDCtb8N0A
2020-05-16,Time Flies,Drake,spotify:track:5H4mXWKcicuLKDn4Jy0sK7
2020-05-16,Deep Pockets,Drake,spotify:track:3IvMYBE7A3c7to1aEcfFJk
2020-05-16,Demons,Drake  Fivio Foreign   Sosa Geek,spotify:track:05aZ9sAU1YXndHv0FMi9iW
2020-05-16,When To Say When,Drake,spotify:track:5TCBWmEBrin7etRa4Lswr1
2020-05-16,Landed,Drake,spotify:track:3KixNgUEaDtrKJVzdqjU5q
2020-05-16,From Florida With Love,Drake,spotify:track:0YkUwXxnTkeJBvt5upeEtP
2020-05-16,Losses,Drake,spotify:track:6fLVTVaHWaEfVKfEgbkf4D
2020-05-16,War,Drake,spotify:track:1I55Ea0zVoSKs6MqW7DQ3i
2020-05-16,Six Feet Apart,Luke Combs,spotify:track:5v6gozUHFv9OoNdFYz6p8V
2020-05-16,We Paid,Lil Baby   42 Dugg,spotify:track:6gxKUmycQX7uyMwJcweFjp
2020-05-16,Social Distancing,Lil Baby,spotify:track:1RrQK0BIyxZaOooNDVSEaZ
2020-05-16,Low Down,Lil Baby,spotify:track:5m0yZ33oOy0yYBtdTXuxQe
2020-05-16,Humble,Lil Baby,spotify:track:6heRfvHrUIIPx9TqRg8SCq
2020-05-16,One Margarita,Luke Bryan,spotify:track:1Y3TlYJNhIa7k4YAvFkJAB
2020-05-16,Don t Rush,Young T   Bugsey  Headie One,spotify:track:0PXukVbYpvz40KcEFKnIw7
2020-05-23,Stuck With U,Ariana Grande   Justin Bieber,spotify:track:4HBZA5flZLE435QTztThqH
2020-05-23,Gooba,6ix9ine,spotify:track:2zvDnNLW4yZ4a0YcGiOEBX
2020-05-23,3 Headed Goat,Lil Durk  Lil Baby   Polo G,spotify:track:6Tguhaf2uAe6OjRLsR2Tql
2020-05-23,Can I,Kehlani  Tory Lanez,
2020-05-23,Zoo York,Lil Tjay  Fivio Foreign   Pop Smoke,spotify:track:3Ddny34bFoYBb8dIGq5lwp
2020-05-23,Toxic,Kehlani,spotify:track:5nexAvWNhwg51EavnDgViy
2020-05-23,Go Crazy,Chris Brown   Young Thug,spotify:track:1IIKrJVP1C9N7iPtG6eOsK
2020-05-23,Change Your Life,Kehlani  Jhene Aiko,spotify:track:1YqXXJDSlDHrp66g9as4uo
2020-05-23,Me Vs Me,Moneybagg Yo,spotify:track:1lUTmmPMAsxZBR2iK9CKDF
2020-05-23,Viral Moment,Lil Durk,spotify:track:3q3ene9MGUbx02i0QP3iIG
2020-05-30,Flex,Polo G  Juice WRLD,spotify:track:2QqJTIlGKRLJC3onkavYEz
2020-05-30,Solitaires,Future  Travis Scott,spotify:track:4kfeRwpq5KUaqTkgi4TbDF
2020-05-30,X,Jonas Brothers  Karol G,spotify:track:77fvnWALKJR0ws1VUx09CY
2020-05-30,Trillionaire,Future  YoungBoy Never Broke Again,spotify:track:740kQ8xwSGloumdiKR5Cwz
2020-05-30,Daisies,Katy Perry,spotify:track:4uqh9bualXNHXXwO2wPorc
2020-05-30,Trapped In The Sun,Future,spotify:track:6QeUzTuBoasiii8nevDciq
2020-05-30,All Bad,Future  Lil Uzi Vert,spotify:track:021lWIHJrURZrmvYQ1xcM8
2020-05-30,Be Something,Polo G  Lil Baby,spotify:track:65jw6GhwQW3Db55PxlPEpS
2020-05-30,Martin   Gina,Polo G,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ
2020-05-30,21,Polo G,spotify:track:3JKgcAa7r07ocVWcV8bS0H
2020-05-30,Hard To Choose One,Future,spotify:track:66z5CuZkqkb18VhFTRwbZk
2020-05-30,Ridin Strikers,Future,spotify:track:6PHbWsTTlmQKF9i9VC1KFv
2020-05-30,Hitek Tek,Future,spotify:track:5v1STk4ZTTDrhgCs6LD3nd
2020-05-30,Too Comfortable,Future,spotify:track:0biVzpdI2z0vAxwfU9xuuA
2020-05-30,Posted With Demons,Future,spotify:track:7enaBBJnekyUCcXRuwGEH6
2020-05-30,Touch The Sky,Future,spotify:track:29s4u1adFGLWtGehbR5xkq
2020-05-30,One Of My,Future,spotify:track:12ZpiGAd2uPgJiofgoZMue
2020-05-30,Harlem Shake,Future  Young Thug,spotify:track:3cFHCXuBZKMJd8Q4Wt8RB3
2020-05-30,Don t Believe The Hype,Polo G,spotify:track:3TciLI5wo7RddPtAFhiU9V
2020-05-30,Beautiful Pain  Losin My Mind,Polo G,spotify:track:4SIB2yxKoFOrbkjA4zfQbB
2020-05-30,33,Polo G,spotify:track:2iW6Hb6kfrz2K7EhPibFiq
2020-05-30,I Know,Polo G,spotify:track:40j4RoqmLiivqzRObbQ4BF
2020-06-06,Rain On Me,Lady Gaga   Ariana Grande,spotify:track:7ju97lgwC2rKQ6wwsf9no9
2020-06-06,Dollaz On My Head,Gunna  Young Thug,spotify:track:3nS9a01VvXHQriLqJYwRqG
2020-06-06,Cooler Than A Bitch,Gunna  Roddy Ricch,spotify:track:5LHHKZOwV8XW4LJP2C64mw
2020-06-06,Top Floor,Gunna  Travis Scott,spotify:track:4YhJ3a6kBPGJWX4Ek77sDd
2020-06-06,Wunna,Gunna,spotify:track:0y7Ao3CVJsyKFmqdjutiIF
2020-06-06,Blindfold,Gunna  Lil Baby,spotify:track:02mYw61RoS1vXvkD9Q5dpN
2020-06-06,Need It,Migos  YoungBoy Never Broke Again,spotify:track:6mtjo5kIHKlboGE84lf1FJ
2020-06-06,Argentina,Gunna,spotify:track:4LkEHc33eXcXFQNwxruw7W
2020-06-06,Met Gala,Gunna,spotify:track:4loM16743hROPC6uIJG6wM
2020-06-06,Daechwita,Agust D,spotify:track:0JKGe340YJwfDrpXqPQ8sw
2020-06-06,Nasty Girl   On Camera,Gunna,spotify:track:2f8y4CuG57UJEmkG3ujd0D
2020-06-06,MOTW,Gunna,spotify:track:0JZUiKHoEDpsLvXfeqbZxV
2020-06-06,Gimmick,Gunna,spotify:track:3IaxObCWKEaGtIT78GsEpP
2020-06-06,Feigning,Gunna,spotify:track:7qaoXmlsSrndaQeDRPpOeW
2020-06-06,ily,surf mesa  Emilee,spotify:track:62aP9fBQKYKxi7PDXwcUAS
2020-06-13,Sour Candy,Lady Gaga   BLACKPINK,spotify:track:6R6ZoHTypt5lt68MWbzZXv
2020-06-13,Tell Me U Luv Me,Juice WRLD   Trippie Redd,spotify:track:5JAYDuLRkODlVt6dgoalKk
2020-06-13,TKN,ROSALIA   Travis Scott,spotify:track:4w47S36wQGBhGg073q3nt7
2020-06-13,Got What I Got,Jason Aldean,spotify:track:4TCc369aRPRubv1m8R1TBG
2020-06-13,One Big Country Song,LOCASH,spotify:track:5hVSPIeAwc86xbKDWWpOAM
2020-06-13,T.D,Lil Yachty   Tierra Whack  A$AP Rocky   Tyler  The Creator,spotify:track:0gO3E51A3fqp0ypJ26QbVP
2020-06-13,Alice,Lady Gaga,spotify:track:41A89rj3GoMG6ktN37L7PG
2020-06-13,Hasta Que Dios Diga,Anuel AA   Bad Bunny,spotify:track:06s3QtMJVXw1AJX3UfvZG1
2020-06-13,Why We Drink,Justin Moore,spotify:track:4lSfhHd5Knwl8yQw2cVjAD
2020-06-13,Lose Somebody,Kygo   OneRepublic,spotify:track:1sgDyuLooyvEML4oHspNza
2020-06-13,One Of Them Girls,Lee Brice,spotify:track:6uyiyatWPCqC59Mm4rO8xL
2020-06-13,Like That,Doja Cat  Gucci Mane,spotify:track:4EivmOT13NMpNSfTKn9p4s
2020-06-13,One Beer,HARDY  Lauren Alaina   Devin Dawson,spotify:track:5Y05LYM8LhnQN78GqfjSeK
2020-06-20,Otherside Of America,Meek Mill,spotify:track:3JBvJ9PwrYA1oeUzI3FMRI
2020-06-20,Deep End Freestyle,Sleepy Hallow,spotify:track:2AlYncTpVHKwHb55F9lF6O
2020-06-20,Mamacita,Black Eyed Peas  Ozuna   J.Rey Soul,spotify:track:14wf185UxfNbSy8dwt4r4q
2020-06-20,One Night Standards,Ashley McBryde,spotify:track:47qZzTLLJcuD69AIKnquo4
2020-06-20,Hard Days,Brantley Gilbert,spotify:track:2AqbOAAgaNRygNIJYcM69I
2020-06-20,Worldwide Beautiful,Kane Brown,spotify:track:431M98gFekRc9HdNfgWc7N
2020-06-27,Trollz,6ix9ine   Nicki Minaj,spotify:track:3xIzkKqp7oe37NEVrcPjGS
2020-06-27,The Bigger Picture,Lil Baby,spotify:track:44gRhRi2OhEf7moAUj6MD1
2020-06-27,Make It Rain,Pop Smoke  Rowdy Rebel,spotify:track:4TgHt7vKCimpywaiKfl0uj
2020-06-27,Go,Kid LAROI   Juice WRLD,spotify:track:4lH5L59hPQGr05aJyb2Q2E
2020-06-27,Shotta Flow 5,NLE Choppa,spotify:track:1orjH4IkSH9VrWmRCToKV8
2020-06-27,Snow On Tha Bluff,J. Cole,spotify:track:1oOEkBNp4zWnkD7nWjJdog
2020-06-27,Tommy Lee,Tyla Yaweh   Post Malone,spotify:track:5QZKcQDp0tCcvMdyqEciBV
2020-06-27,Savage Love  Laxed - Siren Beat,Jawsh 685 Jason Derulo,spotify:track:1xQ6trAsedVPCdbtDAmk0c
2020-06-27,Do It,Chloe Halle,spotify:track:35Dh5MnCUPLN3XyAVtQff3
2020-06-27,Done,Chris Janson,spotify:track:693NFnfJZt16AFDaZqlflo
2020-06-27,The Man Who Loves You The Most,Zac Brown Band,spotify:track:1zg8flkyo77uKIfSk3P1RI
2020-06-27,Need Me,J.I The Prince Of N.Y,spotify:track:6ezKE7zgRyfUsqRfGDJEMz
2020-07-04,Black Parade,Beyonce,spotify:track:2qzUpSVI4NnPyWxbXwumTj
2020-07-04,Bleed,A Boogie Wit da Hoodie,spotify:track:5XzombolzpiaOSTdj1W0VS
2020-07-04,My Truck,Breland,spotify:track:6jGyDvL1Rf4XfwTb25o1HN
2020-07-04,One Shot,YoungBoy Never Broke Again  Lil Baby,spotify:track:6HM2tjTLqJi0poAkCdnNTB
2020-07-04,Pretty Heart,Parker McCollum,spotify:track:7nINhyXn6uwUkYLY5KQH0K
2020-07-04,Bang,AJR,spotify:track:4SQLQfcR0vhyIN4uPBlc0d
2020-07-11,Girls In The Hood,Megan Thee Stallion,spotify:track:7yiSvALPjMrBLDDrbcDRNy
2020-07-11,How You Like That,BLACKPINK,spotify:track:4SFknyjLcyTLJFPKD2m96o
2020-07-11,Wash Us In The Blood,Kanye West  Travis Scott,spotify:track:7mEUjhl6aTztdHCrxoTgBG
2020-07-11,Know My Rights,6LACK  Lil Baby,spotify:track:7fsNNSLGG8Wi0nFbufCU6L
2020-07-11,Past Life,Trevor Daniel Selena Gomez,spotify:track:7MN8RYSofZsFROBlEOAzXq
2020-07-11,Stick That In Your Country Song,Eric Church,spotify:track:5lH14PEjAXYuMTz0Dd4L1D
2020-07-11,Lovin  On You,Luke Combs,spotify:track:0nYvjcSlCgjcwogQAwIwNp
2020-07-11,Rags2Riches,Rod Wave  ATR Son Son,spotify:track:0qg0GJp7HSewRCVPP4fKGk
2020-07-11,I Called Mama,Tim McGraw,spotify:track:2oWuBmQtYMx3LEgahIsJvs
2020-07-18,For The Night,Pop Smoke  Lil Baby   DaBaby,spotify:track:0PvFJmanyNQMseIFrU708S
2020-07-18,The Woo,Pop Smoke  50 Cent   Roddy Ricch,spotify:track:1H7KnK26kc1YyellpbINEn
2020-07-18,Got It On Me,Pop Smoke,spotify:track:25zlnOAzbVoOzIeXSvQFf1
2020-07-18,Aim For The Moon,Pop Smoke  Quavo,spotify:track:6O7fPYTsb2mY0PiFt2ymDB
2020-07-18,Gangstas,Pop Smoke,spotify:track:1hg3RlqFZXJb5YgRoK9qmF
2020-07-18,44 Bulldog,Pop Smoke,spotify:track:7sjFIZ1g5QLJLGja3k592K
2020-07-18,Something Special,Pop Smoke,spotify:track:5kkaSMcf4BFlhRRICCKZb6
2020-07-18,Yea Yea,Pop Smoke,spotify:track:0bjgQ24UZGwKikldIyEOgf
2020-07-18,Mood Swings,Pop Smoke  Lil Tjay,spotify:track:5rZlwNFl01HqLWBQGryKSm
2020-07-18,What You Know Bout Love,Pop Smoke,spotify:track:1tkg4EHVoqnhR6iFEXb60y
2020-07-18,Snitchin,Pop Smoke  Quavo   Future,spotify:track:2FhEj9lvEIaJihjFprRrGt
2020-07-18,Bad Bitch From Tokyo  Intro,Pop Smoke,spotify:track:4OGIeHtYhRTJ8iW21UUyZW
2020-07-18,Enjoy Yourself,Pop Smoke  Karol G,spotify:track:3NWrHCwvyII4fTx05PN3IO
2020-07-18,Creature,Pop Smoke  Swae Lee,spotify:track:3eV2WT9YhfzkxbufnBF8wK
2020-07-18,Said Sum,Moneybagg Yo,spotify:track:3sKz6Sd72K0ofPWcJPPk6H
2020-07-18,West Coast Shit,Pop Smoke  Tyga   Quavo,spotify:track:1JDhNQ0oOT7XpclZn3aQ8F
2020-07-18,Life s A Mess,Juice WRLD Halsey,spotify:track:5wWAwzGp2OaaoIkwcz6wZs
2020-07-18,Diana,Pop Smoke  King Combs,spotify:track:4Tc9PHEoeP17PQj3OOKXPu
2020-07-18,Tunnel Vision  Outro,Pop Smoke,spotify:track:2SxR5RitJdsG6wINvJLBSD
2020-07-18,YaYa,6ix9ine,spotify:track:6EfBMJQwe2xLgldra6DaYp
2020-07-25,Come   Go,Juice WRLD Marshmello,spotify:track:2Y0wPrPQBrGhoLn14xRYCG
2020-07-25,Wishing Well,Juice WRLD,spotify:track:2U5WueTLIK5WJLD7mvDODv
2020-07-25,Conversations,Juice WRLD,spotify:track:4K06PO78fW4mnBVenxGNob
2020-07-25,Hate The Other Side,Juice WRLD   Marshmello  Polo G   The Kid LAROI,spotify:track:0ada5XsQGLPUVbmTCkAP49
2020-07-25,Blood On My Jeans,Juice WRLD,spotify:track:0fCwrjKfWxF3xQhZrYUw4T
2020-07-25,Titanic,Juice WRLD,spotify:track:1YM6c2sxbf2Jacl9IFgn4I
2020-07-25,Bad Energy,Juice WRLD,spotify:track:7d94IqWX2UmSKMGUYSGFJG
2020-07-25,The Adventures Of Moon Man   Slim Shady,Kid Cudi   Eminem,spotify:track:38iBrrbbXyWaSPkmuDNgjZ
2020-07-25,Stay High,Juice WRLD,spotify:track:21CkzgKCBCq5V4XKjiGSIj
2020-07-25,Fighting Demons,Juice WRLD,spotify:track:0440JCJyIAmINA8KcYgFb5
2020-07-25,Up Up and Away,Juice WRLD,spotify:track:7pbg3ABlAZv2NiIdKbBBFm
2020-07-25,Screw Juice,Juice WRLD,spotify:track:4F6YLjakjqWFTgC5qfEwPQ
2020-07-25,I Want It,Juice WRLD,spotify:track:2SVx3uds6jTWALFxevIWMA
2020-07-25,Can t Die,Juice WRLD,spotify:track:4PPLJAEYBSOcnzr9TZoqf9
2020-07-25,Man Of The Year,Juice WRLD,spotify:track:7AvprzMsRJpybaalckaT8c
2020-07-25,Be Like That,Kane Brown With Swae Lee   Khalid,
2020-07-25,Let It Go,Summer Walker,spotify:track:6qwLieyhZ2vhn3xuIOrw32
2020-07-25,My Affection,Summer Walker   PARTYNEXTDOOR,spotify:track:2aSM4sbNN7cSmpYOG0sf46
2020-07-25,Tap In,Saweetie,spotify:track:4Hpib09wXgD84w4uwTPnYD
2020-08-01,Popstar,DJ Khaled  Drake,spotify:track:6EDO9iiTtwNv6waLwa1UUq
2020-08-01,Greece,DJ Khaled  Drake,spotify:track:35RJhm1pEovTBwnNR0zWad
2020-08-01,Breaking Me,Topic   A7S,spotify:track:3H7ihDc1dqLriiWXwsc2po
2020-08-01,The Climb Back,J. Cole,
2020-08-08,Cardigan,Taylor Swift,spotify:track:4R2kfaDFhslZEMJqAFNpdd
2020-08-08,The 1,Taylor Swift,spotify:track:1Iq8oo9XkmmvCQiGOfORiz
2020-08-08,Exile,Taylor Swift  Bon Iver,spotify:track:4pvb0WLRcMtbPGmtejJJ6y
2020-08-08,The Last Great American Dynasty,Taylor Swift,spotify:track:2Eeur20xVqfUoM3Q7EFPFt
2020-08-08,My Tears Ricochet,Taylor Swift,spotify:track:1MgV7FIyNxIG7WzMRJV5HC
2020-08-08,August,Taylor Swift,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K
2020-08-08,Mirrorball,Taylor Swift,spotify:track:0ZNU020wNYvgW84iljPkPP
2020-08-08,Seven,Taylor Swift,spotify:track:6KJqZcs9XDgVck7Lg9QOTC
2020-08-08,Invisible String,Taylor Swift,spotify:track:6VsvKPJ4xjVNKpI8VVZ3SV
