date,track,artist
2020-09-19,The Voice,Lil Durk
2020-09-19,Relacion,Sech  Daddy Yankee   J Balvin  ROSALIA   Farruko
2020-09-19,Wolves,Big Sean  Post Malone
2020-09-19,Lithuania,Big Sean  Travis Scott
2020-09-19,Deep Reverence,Big Sean  Nipsey Hussle
2020-09-19,Love You Like I Used To,Russell Dickerson
2020-09-19,Body Language,Big Sean  Ty Dolla $ign   Jhene Aiko
2020-09-19,Everywhere But On,Matt Stell
2020-09-19,Why Would I Stop,Big Sean
2020-09-26,My Window,YoungBoy Never Broke Again  Lil Wayne
2020-09-26,OK Not To Be OK,Marshmello   Demi Lovato
2020-09-26,Drug Addiction,YoungBoy Never Broke Again
2020-09-26,Gone Too Soon,Andrew Jannakos
2020-09-26,Dead Trollz,YoungBoy Never Broke Again
2020-09-26,Cross Roads,YoungBoy Never Broke Again
2020-09-26,The Last Backyard...,YoungBoy Never Broke Again
2020-09-26,Right Foot Creep,YoungBoy Never Broke Again
2020-09-26,You Got It,VEDO
2020-09-26,Dirty Stick,YoungBoy Never Broke Again
2020-10-03,Holy,Justin Bieber  Chance The Rapper
2020-10-03,Diamonds,Sam Smith
2020-10-03,One Too Many,Keith Urban Duet With P nk
2020-10-03,Without You,Luke Combs  Amanda Shires
2020-10-03,Dolly,Lil Tecca   Lil Uzi Vert
2020-10-03,When You Down,Lil Tecca   Polo G  Lil Durk
2020-10-03,Me Gusta,Anitta  Cardi B   Myke Towers
2020-10-03,Wet.  She Got That...,YFN Lucci
2020-10-03,Whole Lotta Choppas,Sada Baby  Nicki Minaj
2020-10-03,Blind,DaBaby  Young Thug
2020-10-10,Franchise,Travis Scott  Young Thug   M.I.A.
2020-10-10,Forget Me Too,Machine Gun Kelly   Halsey
2020-10-10,Epidemic,Polo G
2020-10-10,Bloody Valentine,Machine Gun Kelly
2020-10-10,U 2 Luv,Ne-Yo   Jeremih
2020-10-10,Better,Zayn
2020-10-10,Drunk Face,Machine Gun Kelly
2020-10-10,Big  Big Plans,Chris Lane
2020-10-10,Ay  Dios Mio,Karol G
2020-10-10,Good Time,Niko Moon
2020-10-10,Put Your Records On,Ritt Momney
2020-10-10,Money Over Fallouts,Tory Lanez
2020-10-17,Runnin,21 Savage   Metro Boomin
2020-10-17,Right Now,21 Savage   Metro Boomin  Drake
2020-10-17,Wonder,Shawn Mendes
2020-10-17,Glock In My Lap,21 Savage   Metro Boomin
2020-10-17,Dreams,Fleetwood Mac
2020-10-17,Rich N gga Sh t,21 Savage   Metro Boomin  Young Thug
2020-10-17,Don t Stop,Megan Thee Stallion  Young Thug
2020-10-17,Slidin,21 Savage   Metro Boomin
2020-10-17,Many Men,21 Savage   Metro Boomin
2020-10-17,Fallin,Why Don t We
2020-10-17,Outta Time,Bryson Tiller  Drake
2020-10-17,My Dawg,21 Savage   Metro Boomin
2020-10-17,Brand New Draco,21 Savage   Metro Boomin
2020-10-17,Lovesick Girls,BLACKPINK
2020-10-17,Snitches   Rats,21 Savage   Metro Boomin  Young Nudy
2020-10-17,No Opp Left Behind,21 Savage   Metro Boomin
2020-10-17,Levitating,Dua Lipa  DaBaby
2020-10-17,Steppin On N ggas,21 Savage   Metro Boomin
2020-10-17,RIP Luv,21 Savage   Metro Boomin
2020-10-17,Always Forever,Bryson Tiller
2020-10-17,Years Go By,Bryson Tiller
2020-10-17,Said N Done,21 Savage   Metro Boomin
2020-10-24,Baby  I m Jealous,Bebe Rexha  Doja Cat
2020-10-24,Hole In The Bottle,Kelsea Ballerini
2020-10-24,Sofia,Clairo
2020-10-31,Lonely,Justin Bieber   Benny Blanco
2020-10-31,You re Mines Still,Yung Bleu  Drake
2020-10-31,Hate The Way,G-Eazy  blackbear
2020-10-31,Canceled,Larray
2020-10-31,Happy Does,Kenny Chesney
2020-10-31,Throat Baby  Go Baby,BRS Kash
2020-10-31,Pardon,T.I.  Lil Baby
2020-10-31,Champagne Night,Lady A
2020-11-07,Positions,Ariana Grande
2020-11-07,Forever After All,Luke Combs
2020-11-07,Tyler Herro,Jack Harlow
2020-11-07,Spicy,Ty Dolla $ign  Post Malone
2020-11-07,The Other Guy,Luke Combs
2020-11-07,Damage,H.E.R.
2020-11-07,Back To The Streets,Saweetie  Jhene Aiko
2020-11-07,So Done,The Kid LAROI
2020-11-07,Cold As You,Luke Combs
2020-11-07,Practice,DaBaby
2020-11-07,La Toxica,Farruko
2020-11-07,Head   Heart,Joel Corry MNEK
2020-11-07,Wine  Beer  Whiskey,Little Big Town
2020-11-14,34 35,Ariana Grande
2020-11-14,Dakiti,Bad Bunny   Jhay Cortez
2020-11-14,Motive,Ariana Grande  Doja Cat
2020-11-14,Off The Table,Ariana Grande  The Weeknd
2020-11-14,pov,Ariana Grande
2020-11-14,Just Like Magic,Ariana Grande
2020-11-14,Shut Up,Ariana Grande
2020-11-14,Nasty,Ariana Grande
2020-11-14,Safety Net,Ariana Grande  Ty Dolla $ign
2020-11-14,Six Thirty,Ariana Grande
2020-11-14,My Hair,Ariana Grande
2020-11-14,Obvious,Ariana Grande
2020-11-14,West Side,Ariana Grande
2020-11-14,Love Language,Ariana Grande
2020-11-14,Weeeeee,Trippie Redd
2020-11-14,Stay Down,Lil Durk  6LACK   Young Thug
2020-11-14,Thick,DJ Chose  BeatKing
2020-11-14,Take You Dancing,Jason Derulo
2020-11-21,What That Speed Bout,Mike WiLL Made-It  Nicki Minaj   YoungBoy Never Broke Again
2020-11-21,Took Her To The O,King Von
2020-11-21,Don t Need Friends,NAV  Lil Baby
2020-11-21,The Code,King Von  Polo G
2020-11-21,Tragic,The Kid LAROI  YoungBoy Never Brok Again   Internet Money
2020-11-21,All These N  gas,King Von  Lil Durk
2020-11-21,Crazy Story 2.0,King Von  Lil Durk
2020-11-21,Always Do,The Kid LAROI
2020-11-21,Young Wheezy,NAV With Gunna
2020-11-21,Beers and Sunshine,Darius Rucker
2020-11-21,Therefore I Am,Billie Eilish
2020-11-21,Whoopty,CJ
2020-11-21,F ck You  Goodbye,The Kid LAROI  Machine Gun Kelly
2020-11-28,Drankin N Smokin,Future   Lil Uzi Vert
2020-11-28,Holiday,Lil Nas X
2020-11-28,Stripes Like Burberry,Future   Lil Uzi Vert
2020-11-28,That s It,Future   Lil Uzi Vert
2020-11-28,Real Baby Pluto,Future   Lil Uzi Vert
2020-11-28,Iris,Phoebe   Maggie
2020-11-28,Marni On Me,Future   Lil Uzi Vert
2020-11-28,Million Dollar Play,Future   Lil Uzi Vert
2020-11-28,Sleeping On The Floor,Future   Lil Uzi Vert
2020-11-28,What s Your Country Song,Thomas Rhett
2020-11-28,Plastic,Future   Lil Uzi Vert
2020-11-28,Rockstar Chainz,Future
2020-11-28,Bought A Bad Bitch,Future   Lil Uzi Vert
2020-12-05,Life Goes On,BTS
2020-12-05,Monster,Shawn Mendes   Justin Bieber
2020-12-05,Body,Megan Thee Stallion
2020-12-05,Blue   Grey,BTS
2020-12-05,Stay,BTS
2020-12-05,Somebody s Problem,Morgan Wallen
2020-12-05,Still Goin Down,Morgan Wallen
2020-12-05,Prisoner,Miley Cyrus  Dua Lipa
2020-12-05,Fly To My Room,BTS
2020-12-05,Telepathy,BTS
2020-12-05,Cry Baby,Megan Thee Stallion  DaBaby
2020-12-05,Dis-ease,BTS
2020-12-05,Shots Fired,Megan Thee Stallion
2020-12-05,Livin  The Dream,Morgan Wallen
2020-12-05,Pain Away,Meek Mill  Lil Durk
2020-12-05,Do It On The Tip,Megan Thee Stallion  City Girls   Hot Girl Meg
2020-12-05,Circles,Megan Thee Stallion
2020-12-05,Bichota,Karol G
2020-12-05,Cover Me Up,Morgan Wallen
2020-12-12,It s Beginning To Look A Lot Like Christmas,Michael Buble
2020-12-12,La Noche de Anoche,Bad Bunny   ROSALIA
2020-12-12,Te Mudaste,Bad Bunny
2020-12-12,Yo Visto Asi,Bad Bunny
2020-12-12,Dicked Down In Dallas,Trey Lewis
2020-12-12,Haciendo Que Me Amas,Bad Bunny
2020-12-12,Te Deseo Lo Mejor,Bad Bunny
2020-12-12,Under The Mistletoe,Kelly Clarkson   Brett Eldredge
2020-12-12,Booker T,Bad Bunny
2020-12-12,El Mundo Es Mio,Bad Bunny
2020-12-12,Hoy Cobre,Bad Bunny
2020-12-12,Rockin  Around The Christmas Tree,Justin Bieber
2020-12-12,Maldita Pobreza,Bad Bunny
2020-12-12,La Droga,Bad Bunny
2020-12-12,Favorite Time Of Year,Carrie Underwood
2020-12-19,On Me,Lil Baby
2020-12-19,Santa Tell Me,Ariana Grande
2020-12-19,Errbody,Lil Baby
2020-12-19,Wonderful Christmastime,Paul McCartney
2020-12-19,Without You,The Kid LAROI
2020-12-19,Real Shit,Juice WRLD Benny Blanco
2020-12-19,Oh Santa,Mariah Carey  Ariana Grande   Jennifer Hudson
2020-12-19,Take Me Home For Christmas,Dan   Shay
2020-12-19,Hallelujah,Carrie Underwood   John Legend
2020-12-19,Silent Night,Carrie Underwood
2020-12-26,Willow,Taylor Swift
2020-12-26,Champagne Problems,Taylor Swift
2020-12-26,No Body  No Crime,Taylor Swift  HAIM
2020-12-26,Tis The Damn Season,Taylor Swift
2020-12-26,Gold Rush,Taylor Swift
2020-12-26,Tequila Shots,Kid Cudi
2020-12-26,Tolerate It,Taylor Swift
2020-12-26,Deck The Halls,Nat King Cole
2020-12-26,She Knows This,Kid Cudi
2020-12-26,Happiness,Taylor Swift
2020-12-26,Show Out,Kid Cudi  Skepta   Pop Smoke
2020-12-26,Evermore,Taylor Swift  Bon Iver
2020-12-26,Ivy,Taylor Swift
2020-12-26,Coney Island,Taylor Swift  The National
2020-12-26,Another Day,Kid Cudi
2020-12-26,Dorothea,Taylor Swift
2020-12-26,Long Story Short,Taylor Swift
2020-12-26,Cowboy Like Me,Taylor Swift
2020-12-26,Way Out,Jack Harlow  Big Sean
2020-12-26,Marjorie,Taylor Swift
2020-12-26,Solo Dolo III,Kid Cudi
2020-12-26,Dive,Kid Cudi
2020-12-26,Closure,Taylor Swift
2020-12-26,Heaven On Earth,Kid Cudi
2020-12-26,Reminds Me Of You,The Kid LAROI   Juice WRLD
2020-12-26,Sad People,Kid Cudi
2020-12-26,Damaged,Kid Cudi
2020-12-26,Beautiful Trip,Kid Cudi
