date,track,artist
2019-11-09,Look At Her Now.,Selena Gomez
2019-11-09,Everything We Need,Kanye West  Ty Dolla $ign   Ant Clemons
2019-11-09,God Is,Kanye West
2019-11-09,Use This Gospel,Kanye West  Clipse   Kenny G
2019-11-09,Thriller,Michael Jackson
2019-11-09,Every Hour,Kanye West  Sunday Service Choir
2019-11-09,Water,Kanye West  Ant Clemons
2019-11-09,Hands On,Kanye West  Fred Hammond
2019-11-09,Jesus Is Lord,Kanye West
2019-11-09,Start Wit Me,Roddy Ricch   Gunna
2019-11-09,What She Wants Tonight,Luke Bryan
2019-11-16,Don t Start Now,Dua Lipa
2019-11-16,Roxanne,Arizona Zervas
2019-11-16,Immortal,21 Savage
2019-11-16,It All Comes Out In The Wash,Miranda Lambert
2019-11-16,Love Me More,Trippie Redd
2019-11-16,In My Room,Frank Ocean
2019-11-16,Ridin  Roads,Dustin Lynch
2019-11-16,For My Daughter,Kane Brown
2019-11-16,Easy,DaniLeigh  Chris Brown
2019-11-16,Big Boy Diamonds,Gucci Mane  Kodak Black   London On Da Track
2019-11-23,Woah,Lil Baby
2019-11-23,Heart On Ice,Rod Wave
2019-11-23,Better Together,Luke Combs
2019-11-23,everything i wanted,Billie Eilish
2019-11-23,Tusa,Karol G   Nicki Minaj
2019-11-23,Yellow Hearts,Ant Saunders
2019-11-23,Jerry Sprunger,Tory Lanez   T-Pain
2019-11-23,Show Me Love,Alicia Keys  Miguel
2019-11-23,Valentino,24kGoldn
2019-11-30,Reply,A Boogie Wit da Hoodie  Lil Uzi Vert
2019-11-30,None Of Your Concern,Jhene Aiko  Big Sean
2019-11-30,Watermelon Sugar,Harry Styles
2019-11-30,The Take,Tory Lanez  Chris Brown
2019-11-30,Falling,Trevor Daniel
2019-11-30,Beauty In The Benz,Tory Lanez  Snoop Dogg
2019-11-30,Up All Night,Khalid
2019-11-30,We Back,Jason Aldean
2019-11-30,Homesick,Kane Brown
2019-11-30,Death,Trippie Redd  DaBaby
2019-11-30,Hell Right,Blake Shelton  Trace Adkins
2019-11-30,RITMO  Bad Boys For Life,The Black Eyed Peas J Balvin
2019-12-07,Heartless,The Weeknd
2019-12-07,Vete,Bad Bunny
2019-12-07,Into The Unknown,Idina Menzel   AURORA
2019-12-07,Who Needs Love,Trippie Redd
2019-12-07,6 Kiss,Trippie Redd  Juice WRLD   YNW Melly
2019-12-07,Loyal,PARTYNEXTDOOR  Drake
2019-12-07,Suicidal,YNW Melly
2019-12-07,Hate Me,Trippie Redd  YoungBoy Never Broke Again
2019-12-07,Candy,Doja Cat
2019-12-07,Cuban Links,Rod Wave   Kevin Gates
2019-12-07,Into The Unknown,Panic  At The Disco
2019-12-07,Show Yourself,Idina Menzel   Evan Rachel Wood
2019-12-14,Blinding Lights,The Weeknd
2019-12-14,Happy Holiday   The Holiday Season,Andy Williams
2019-12-14,No Idea,Don Toliver
2019-12-14,Like It s Christmas,Jonas Brothers
2019-12-14,Tip Toe,Roddy Ricch  A Boogie Wit da Hoodie
2019-12-21,Legends,Juice WRLD
2019-12-21,Adore You,Harry Styles
2019-12-21,The Box,Roddy Ricch
2019-12-21,Christmas Tree Farm,Taylor Swift
2019-12-21,Peta,Roddy Ricch  Meek Mill
2019-12-21,My Oh My,Camila Cabello  DaBaby
2019-12-21,Bad Vibes Forever,XXXTENTACION  PnB Rock   Trippie Redd
2019-12-21,Lord Above,Fat Joe   Dre  Eminem   Mary J. Blige
2019-12-21,Big Stepper,Roddy Ricch
2019-12-21,BEST ON EARTH,Russ   BIA
2019-12-28,Futsal Shuffle 2020,Lil Uzi Vert
2019-12-28,Falling,Harry Styles
2019-12-28,Dirty Iyanna,YoungBoy Never Broke Again
2019-12-28,Let Me Know  I Wonder Why Freestyle,Juice WRLD
2019-12-28,Nobody But You,Blake Shelton Duet With Gwen Stefani
2019-12-28,Famous Hoes,NLE Choppa
2019-12-28,Cherry,Harry Styles
2019-12-28,Golden,Harry Styles
2019-12-28,She,Harry Styles
2020-01-04,Ballin,Mustard   Roddy Ricch
2020-01-04,Everything I Wanted,Billie Eilish
2020-01-04,Baby It s Cold Outside,Dean Martin
2020-01-04,You re A Mean One    Grinch,Thurl Ravenscroft
2020-01-04,Suicidal,YNW Melly   Juice WRLD
2020-01-04,Happy Xmas  War Is Over,John Legend
2020-01-04,Slide,H.E.R.  YG
2020-01-04,RITMO  Bad Boys For Life,Black Eyed Peas J Balvin
2020-01-11,Out West,JACKBOYS  Young Thug
2020-01-11,GANG GANG,JACKBOYS   Sheck Wes
2020-01-11,HAD ENOUGH,Don Toliver  Quavo   Offset
2020-01-11,WHAT TO DO,JACKBOYS  Don Toliver
2020-01-11,GATTI,JACKBOYS  Pop Smoke   Travis Scott
2020-01-11,High Fashion,Roddy Ricch  Mustard
2020-01-11,I Hope,Gabby Barrett  Charlie Puth
2020-01-11,Make Me Want To,Jimmie Allen
2020-01-11,More Hearts Than Mine,Ingrid Andress
2020-01-11,I Wish Grandpas Never Died,Riley Green
2020-01-11,Slow Dance In A Parking Lot,Jordan Davis
2020-01-11,July,Noah Cyrus   Leon Bridges
2020-01-18,Yummy,Justin Bieber
2020-01-18,U Played,MoneyBagg Yo  Lil Baby
2020-01-18,SUGAR,BrockHampton
2020-01-18,All I Want,Olivia Rodrigo
2020-01-18,I Hope You re Happy Now,Carly Pearce   Lee Brice
2020-01-18,20 20,Lil Tjay
2020-01-18,Say So,Doja Cat  Nicki Minaj
2020-01-18,ORANGE SODA,Baby Keem
2020-01-18,All Dat,Moneybagg Yo Megan Thee Stallion
2020-01-25,Life Is Good,Future  Drake
2020-01-25,Sum 2 Prove,Lil Baby
2020-01-25,Good News,Mac Miller
2020-01-25,You Should Be Sad,Halsey
2020-01-25,Rare,Selena Gomez
2020-01-25,Eleven,Khalid
2020-01-25,Conversations In The Dark,John Legend
2020-01-25,Protect da Brand,Moneybagg Yo  DaBaby
2020-02-01,Godzilla,Eminem  Juice WRLD
2020-02-01,What A Man Gotta Do,Jonas Brothers
2020-02-01,Darkness,Eminem
2020-02-01,Those Kinda Nights,Eminem  Ed Sheeran
2020-02-01,Unaccommodating,Eminem  Young M.A
2020-02-01,Blue World,Mac Miller
2020-02-01,Circles,Mac Miller
2020-02-01,You Gon  Learn,Eminem  Royce da 5 9    White Gold
2020-02-01,Black Swan,BTS
2020-02-01,P $$y Fairy  OTW,Jhene Aiko
2020-02-01,Leaving Heaven,Eminem  Skylar Grey
2020-02-01,Complicated,Mac Miller
2020-02-01,Hand Me Downs,Mac Miller
2020-02-01,Premonition  Intro,Eminem
2020-02-01,I Can See,Mac Miller
2020-02-01,In Too Deep,Eminem
2020-02-01,Woods,Mac Miller
2020-02-01,Everybody,Mac Miller
2020-02-01,Marsh,Eminem
2020-02-01,No Regrets,Eminem  Don Toliver
2020-02-01,Lock It Up,Eminem  Anderson .Paak
2020-02-01,Surf,Mac Miller
2020-02-01,Stepdad,Eminem
2020-02-01,That s On Me,Mac Miller
2020-02-08,B.I.T.C.H.,Megan Thee Stallion
2020-02-08,Anyone,Demi Lovato
2020-02-08,Letter To Nipsey,Meek Mill  Roddy Ricch
2020-02-08,Chasin  You,Morgan Wallen
2020-02-08,Before You Go,Lewis Capaldi
2020-02-08,Homemade,Jake Owen
2020-02-08,Underdog,Alicia Keys
2020-02-08,First Man,Camila Cabello
2020-02-08,What If I Told You That I Love You,Ali Gatie
2020-02-08,Catch,Brett Young
2020-02-08,Dive Bar,Garth Brooks   Blake Shelton
2020-02-15,I Do It,Lil Wayne  Big Sean   Lil Baby
2020-02-15,Only The Young,Taylor Swift
2020-02-15,Physical,Dua Lipa
2020-02-15,Mahogany,Lil Wayne
2020-02-15,King Of My City,A Boogie Wit da Hoodie
2020-02-15,Mama Mia,Lil Wayne
2020-02-15,Funeral,Lil Wayne
2020-02-15,Nice To Meet Ya,Meghan Trainor  Nicki Minaj
2020-02-15,Get Me,Justin Bieber  Kehlani
2020-02-22,Intentions,Justin Bieber  Quavo
2020-02-22,Yikes,Nicki Minaj
2020-02-22,Know Your Worth,Khalid Disclosure
2020-02-22,Blueberry Faygo,Lil Mosey
2020-02-22,Run,Joji
2020-02-22,Rodeo,Lil Nas   Cardi B Or Nas
2020-02-22,KEII,Anuel AA
2020-02-22,Believe,Meek Mill  Justin Timberlake
2020-02-22,Whats Poppin,Jack Harlow  DaBaby  Tory Lanez   Lil Wayne
2020-02-22,No Judgement,Niall Horan
2020-02-29,No Time To Die,Billie Eilish
2020-02-29,Numbers,A Boogie Wit da Hoodie  Roddy Ricch  Gunna   London On Da Track
2020-02-29,Forever,Justin Bieber  Post Malone   Clever
2020-02-29,To Die For,Sam Smith
2020-02-29,g n f  Give No Fxk,Migos  Young Thug   Travis Scott
2020-02-29,Dior,Pop Smoke
2020-02-29,Me and My Guitar,A Boogie Wit da Hoodie
2020-02-29,Go Stupid,Polo G  NLE Choppa   Stunna 4 Vegas
2020-02-29,Might Not Give Up,A Boogie Wit da Hoodie  Young Thug
2020-02-29,Thug Love,A Boogie Wit da Hoodie
2020-02-29,After Hours,The Weeknd
2020-02-29,Ignorantes,Bad Bunny   Sech
2020-02-29,Stain,A Boogie Wit da Hoodie  DaBaby
2020-02-29,Come Around Me,Justin Bieber
2020-02-29,Cinderella Story,A Boogie Wit da Hoodie
2020-02-29,Habitual,Justin Bieber
2020-02-29,All Around Me,Justin Bieber
2020-03-07,ON,BTS
2020-03-07,Lil Top,YoungBoy Never Broke Again
2020-03-07,Red Eye,YoungBoy Never Broke Again
2020-03-07,Fine By Time,YoungBoy Never Broke Again
2020-03-07,Bad Bad,YoungBoy Never Broke Again
2020-03-07,Knocked Off,YoungBoy Never Broke Again
2020-03-07,Moral Of The Story,Ashe  Niall Horan
2020-03-07,RIP Lil Phat,YoungBoy Never Broke Again
2020-03-07,My Time,BTS
2020-03-07,Long RD,YoungBoy Never Broke Again
2020-03-07,Filter,BTS
2020-03-07,Bat Man,YoungBoy Never Broke Again
2020-03-07,Shake The Room,Pop Smoke  Quavo
2020-03-07,Feel Me,Selena Gomez
2020-03-14,Stupid Love,Lady Gaga
2020-03-14,Heatin Up,Lil Baby   Gunna
2020-03-14,That Way,Lil Uzi Vert
2020-03-14,Commercial,Lil Baby  Lil Uzi Vert
2020-03-14,Live Off My Closet,Lil Baby  Future
2020-03-14,Emotionally Scarred,Lil Baby
2020-03-14,Si Veo A Tu Mama,Bad Bunny
2020-03-14,La Dificil,Bad Bunny
2020-03-14,PTSD,G Herbo  Chance The Rapper  Juice WRLD   Lil Uzi Vert
2020-03-14,Grace,Lil Baby   42 Dugg
2020-03-14,La Santa,Bad Bunny Daddy Yankee
2020-03-14,Get Ugly,Lil Baby
2020-03-14,No Sucker,Lil Baby   Moneybagg Yo
2020-03-14,How,Lil Baby
2020-03-14,The Other Side,SZA Justin Timberlake
2020-03-14,Pero Ya No,Bad Bunny
2020-03-14,Forever,Lil Baby  Lil Wayne
2020-03-14,Yo Perreo Sola,Bad Bunny
2020-03-14,Same Thing,Lil Baby
2020-03-14,Safaera,Bad Bunny  Jowell   Randy   Nengo Flow
2020-03-14,Bichiyal,Bad Bunny   Yaviah
2020-03-14,We Should,Lil Baby   Young Thug
2020-03-14,Solia,Bad Bunny
2020-03-14,Esta Cabron Ser Yo,Bad Bunny Anuel AA
2020-03-14,Sunday Best,Surfaces
2020-03-14,Can t Explain,Lil Baby
2020-03-21,Baby Pluto,Lil Uzi Vert
2020-03-21,Lo Mein,Lil Uzi Vert
2020-03-21,Silly Watch,Lil Uzi Vert
2020-03-21,P2,Lil Uzi Vert
2020-03-21,I Love Me,Demi Lovato
2020-03-21,Homecoming,Lil Uzi Vert
2020-03-21,B.S.,Jhene Aiko  H.E.R.
2020-03-21,Prices,Lil Uzi Vert
2020-03-21,POP,Lil Uzi Vert
2020-03-21,Bigger Than Life,Lil Uzi Vert
2020-03-21,Celebration Station,Lil Uzi Vert
2020-03-21,You Better Move,Lil Uzi Vert
2020-03-21,I m Sorry,Lil Uzi Vert
2020-03-21,Venetia,Lil Uzi Vert
2020-03-21,Chrome Heart Tags,Lil Uzi Vert
2020-03-21,Bust Me,Lil Uzi Vert
2020-03-21,Happiness Over Everything  H.O.E.,Jhene Aiko  Future   Miguel
2020-03-21,Secure The Bag,Lil Uzi Vert
2020-03-21,Captain Hook,Megan Thee Stallion
2020-03-21,Urgency,Lil Uzi Vert  Syd
2020-03-21,SkyBox,Gunna
2020-03-21,Oprah s Bank Account,Lil Yachty  Drake   DaBaby
2020-03-28,Myron,Lil Uzi Vert
2020-03-28,Bean  Kobe,Lil Uzi Vert  Chief Keef
2020-03-28,Yessirskiii,Lil Uzi Vert   21 Savage
2020-03-28,Lotus,Lil Uzi Vert
2020-03-28,Wassup,Lil Uzi Vert  Future
2020-03-28,Strawberry Peels,Lil Uzi Vert  Young Thug   Gunna
2020-03-28,Moon Relate,Lil Uzi Vert
2020-03-28,I Can Show You,Lil Uzi Vert
2020-03-28,Trap This Way  This Way,Lil Uzi Vert
2020-03-28,Death Bed,Powfu  beabadoobee
2020-03-28,Leaders,Lil Uzi Vert  NAV
2020-03-28,No Auto,Lil Uzi Vert  Lil Durk
2020-03-28,Come This Way,Lil Uzi Vert
2020-03-28,Does To Me,Luke Combs  Eric Church
2020-03-28,Got The Guap,Lil Uzi Vert  Young Thug
2020-03-28,Supalonely,BENEE  Gus Dapperton
2020-03-28,Money Spread,Lil Uzi Vert  Young Nudy
2020-03-28,Cardigan,Don Toliver
2020-03-28,Beer Can t Fix,Thomas Rhett  Jon Pardi
2020-03-28,Savage,Megan Thee Stallion
2020-04-04,In Your Eyes,The Weeknd
2020-04-04,Alone Again,The Weeknd
2020-04-04,Scared To Live,The Weeknd
2020-04-04,Hardest To Love,The Weeknd
2020-04-04,Too Late,The Weeknd
2020-04-04,Snowchild,The Weeknd
2020-04-04,Escape From LA,The Weeknd
2020-04-04,Save Your Tears,The Weeknd
2020-04-04,Faith,The Weeknd
2020-04-04,Roses,SAINt JHN
2020-04-04,Repeat After Me  Interlude,The Weeknd
2020-04-04,Until I Bleed Out,The Weeknd
2020-04-04,Walk Em Down,NLE Choppa  Roddy Ricch
2020-04-04,The Other Girl,Kelsea Ballerini Halsey
2020-04-11,Turks,NAV  Gunna   Travis Scott
2020-04-11,Break My Heart,Dua Lipa
2020-04-11,Believe It,PARTYNEXTDOOR   Rihanna
2020-04-11,After A Few,Travis Denning
2020-04-11,I Love My Country,Florida Georgia Line
2020-04-11,Hard To Forget,Sam Hunt
2020-04-11,Last Time I Say Sorry,Kane Brown   John Legend
2020-04-11,If The World Was Ending,JP Saxe  Julia Michaels
2020-04-18,Toosie Slide,Drake
2020-04-18,Find My Way,DaBaby
2020-04-18,Fuck The World,Rod Wave
2020-04-18,Pray 4 Love,Rod Wave
2020-04-18,Be A Light,Thomas Rhett  Reba McEntire  Hillary Scott  Chris Tomlin   Keith Urban
2020-04-18,Thief In The Night,Rod Wave
2020-04-18,Tycoon,Future
2020-04-18,I Remember,Rod Wave
2020-04-18,The Greatest,Rod Wave
2020-04-18,Bluebird,Miranda Lambert
2020-04-18,Ribbon In The Sky,Rod Wave
2020-04-18,Here and Now,Kenny Chesney
2020-04-18,Thug Life,Rod Wave
2020-04-18,No Weakness,Rod Wave
2020-04-25,Level Of Concern,twenty one pilots
2020-04-25,Stupid Again,Tory Lanez
2020-04-25,Boyfriend,Selena Gomez
2020-04-25,Broke In A Minute,Tory Lanez
2020-04-25,Sigues Con El,Arcangel Sech
2020-04-25,Die From A Broken Heart,Maddie   Tae
2020-04-25,DND,Polo G
2020-04-25,In Between,Scotty McCreery
2020-04-25,Ride It.,Regard
2020-04-25,Girl Of My Dreams,Rod Wave
2020-04-25,Boss Bitch,Doja Cat
2020-05-02,Rockstar,DaBaby  Roddy Ricch
2020-05-02,Jump,DaBaby  YoungBoy Never Broke Again
2020-05-02,MEH,Playboi Carti
2020-05-02,I m Ready,Sam Smith   Demi Lovato
2020-05-02,PICK UP,DaBaby  Quavo
2020-05-02,NASTY,DaBaby  Ashanti   Megan Thee Stallion
2020-05-02,LIGHTSKIN SH T,DaBaby  Future   jetsonmade
2020-05-02,More Than My Hometown,Morgan Wallen
2020-05-02,CAN T STOP,DaBaby
2020-05-02,BLAME IT ON BABY,DaBaby
2020-05-02,SAD SHIT,DaBaby
2020-05-02,DROP,DaBaby  A Boogie Wit da Hoodie   London On Da Track
2020-05-02,TALK ABOUT IT,DaBaby
2020-05-02,CHAMPION,DaBaby
2020-05-02,I Dare You,Kelly Clarkson
2020-05-02,After Party,Don Toliver
2020-05-02,God Whispered Your Name,Keith Urban
2020-05-09,The Scotts,THE SCOTTS  Travis Scott   Kid Cudi
2020-05-09,Righteous,Juice WRLD
2020-05-09,All In,Lil Baby
2020-05-09,Goosebumps,Travis Scott
2020-05-09,Sasuke,Lil Uzi Vert
2020-05-09,Cool Again,Kane Brown
2020-05-09,Ain t Easy,YoungBoy Never Broke Again
2020-05-09,Party Girl,StaySolidRocky
2020-05-09,Diamonds,YoungBoy Never Broke Again
2020-05-09,Bout My Business,YoungBoy Never Broke Again  Sherhonda Gaulden
2020-05-09,Rough Ryder,YoungBoy Never Broke Again
2020-05-09,Drinking Alone,Carrie Underwood
2020-05-09,Thug Of Spades,YoungBoy Never Broke Again  DaBaby
2020-05-16,Pain 1993,Drake  Playboi Carti
2020-05-16,Chicago Freestyle,Drake  Giveon
2020-05-16,D4L,Future  Drake   Young Thug
2020-05-16,Not You Too,Drake  Chris Brown
2020-05-16,Desires,Drake  Future
2020-05-16,Be Kind,Marshmello   Halsey
2020-05-16,Time Flies,Drake
2020-05-16,Deep Pockets,Drake
2020-05-16,Demons,Drake  Fivio Foreign   Sosa Geek
2020-05-16,When To Say When,Drake
2020-05-16,Landed,Drake
2020-05-16,From Florida With Love,Drake
2020-05-16,Losses,Drake
2020-05-16,War,Drake
2020-05-16,Six Feet Apart,Luke Combs
2020-05-16,We Paid,Lil Baby   42 Dugg
2020-05-16,Social Distancing,Lil Baby
2020-05-16,Low Down,Lil Baby
2020-05-16,Humble,Lil Baby
2020-05-16,One Margarita,Luke Bryan
2020-05-16,Don t Rush,Young T   Bugsey  Headie One
2020-05-23,Stuck With U,Ariana Grande   Justin Bieber
2020-05-23,Gooba,6ix9ine
2020-05-23,3 Headed Goat,Lil Durk  Lil Baby   Polo G
2020-05-23,Can I,Kehlani  Tory Lanez
2020-05-23,Zoo York,Lil Tjay  Fivio Foreign   Pop Smoke
2020-05-23,Toxic,Kehlani
2020-05-23,Go Crazy,Chris Brown   Young Thug
2020-05-23,Change Your Life,Kehlani  Jhene Aiko
2020-05-23,Me Vs Me,Moneybagg Yo
2020-05-23,Viral Moment,Lil Durk
2020-05-30,Flex,Polo G  Juice WRLD
2020-05-30,Solitaires,Future  Travis Scott
2020-05-30,X,Jonas Brothers  Karol G
2020-05-30,Trillionaire,Future  YoungBoy Never Broke Again
2020-05-30,Daisies,Katy Perry
2020-05-30,Trapped In The Sun,Future
2020-05-30,All Bad,Future  Lil Uzi Vert
2020-05-30,Be Something,Polo G  Lil Baby
2020-05-30,Martin   Gina,Polo G
2020-05-30,21,Polo G
2020-05-30,Hard To Choose One,Future
2020-05-30,Ridin Strikers,Future
2020-05-30,Hitek Tek,Future
2020-05-30,Too Comfortable,Future
2020-05-30,Posted With Demons,Future
2020-05-30,Touch The Sky,Future
2020-05-30,One Of My,Future
2020-05-30,Harlem Shake,Future  Young Thug
2020-05-30,Don t Believe The Hype,Polo G
2020-05-30,Beautiful Pain  Losin My Mind,Polo G
2020-05-30,33,Polo G
2020-05-30,I Know,Polo G
2020-06-06,Rain On Me,Lady Gaga   Ariana Grande
2020-06-06,Dollaz On My Head,Gunna  Young Thug
2020-06-06,Cooler Than A Bitch,Gunna  Roddy Ricch
2020-06-06,Top Floor,Gunna  Travis Scott
2020-06-06,Wunna,Gunna
2020-06-06,Blindfold,Gunna  Lil Baby
2020-06-06,Need It,Migos  YoungBoy Never Broke Again
2020-06-06,Argentina,Gunna
2020-06-06,Met Gala,Gunna
2020-06-06,Daechwita,Agust D
2020-06-06,Nasty Girl   On Camera,Gunna
2020-06-06,MOTW,Gunna
2020-06-06,Gimmick,Gunna
2020-06-06,Feigning,Gunna
2020-06-06,ily,surf mesa  Emilee
2020-06-13,Sour Candy,Lady Gaga   BLACKPINK
2020-06-13,Tell Me U Luv Me,Juice WRLD   Trippie Redd
2020-06-13,TKN,ROSALIA   Travis Scott
2020-06-13,Got What I Got,Jason Aldean
2020-06-13,One Big Country Song,LOCASH
2020-06-13,T.D,Lil Yachty   Tierra Whack  A$AP Rocky   Tyler  The Creator
2020-06-13,Alice,Lady Gaga
2020-06-13,Hasta Que Dios Diga,Anuel AA   Bad Bunny
2020-06-13,Why We Drink,Justin Moore
2020-06-13,Lose Somebody,Kygo   OneRepublic
2020-06-13,One Of Them Girls,Lee Brice
2020-06-13,Like That,Doja Cat  Gucci Mane
2020-06-13,One Beer,HARDY  Lauren Alaina   Devin Dawson
2020-06-20,Otherside Of America,Meek Mill
2020-06-20,Deep End Freestyle,Sleepy Hallow
2020-06-20,Mamacita,Black Eyed Peas  Ozuna   J.Rey Soul
2020-06-20,One Night Standards,Ashley McBryde
2020-06-20,Hard Days,Brantley Gilbert
2020-06-20,Worldwide Beautiful,Kane Brown
2020-06-27,Trollz,6ix9ine   Nicki Minaj
2020-06-27,The Bigger Picture,Lil Baby
2020-06-27,Make It Rain,Pop Smoke  Rowdy Rebel
2020-06-27,Go,Kid LAROI   Juice WRLD
2020-06-27,Shotta Flow 5,NLE Choppa
2020-06-27,Snow On Tha Bluff,J. Cole
2020-06-27,Tommy Lee,Tyla Yaweh   Post Malone
2020-06-27,Savage Love  Laxed - Siren Beat,Jawsh 685 Jason Derulo
2020-06-27,Do It,Chloe Halle
2020-06-27,Done,Chris Janson
2020-06-27,The Man Who Loves You The Most,Zac Brown Band
2020-06-27,Need Me,J.I The Prince Of N.Y
2020-07-04,Black Parade,Beyonce
2020-07-04,Bleed,A Boogie Wit da Hoodie
2020-07-04,My Truck,Breland
2020-07-04,One Shot,YoungBoy Never Broke Again  Lil Baby
2020-07-04,Pretty Heart,Parker McCollum
2020-07-04,Bang,AJR
2020-07-11,Girls In The Hood,Megan Thee Stallion
2020-07-11,How You Like That,BLACKPINK
2020-07-11,Wash Us In The Blood,Kanye West  Travis Scott
2020-07-11,Know My Rights,6LACK  Lil Baby
2020-07-11,Past Life,Trevor Daniel Selena Gomez
2020-07-11,Stick That In Your Country Song,Eric Church
2020-07-11,Lovin  On You,Luke Combs
2020-07-11,Rags2Riches,Rod Wave  ATR Son Son
2020-07-11,I Called Mama,Tim McGraw
2020-07-18,For The Night,Pop Smoke  Lil Baby   DaBaby
2020-07-18,The Woo,Pop Smoke  50 Cent   Roddy Ricch
2020-07-18,Got It On Me,Pop Smoke
2020-07-18,Aim For The Moon,Pop Smoke  Quavo
2020-07-18,Gangstas,Pop Smoke
2020-07-18,44 Bulldog,Pop Smoke
2020-07-18,Something Special,Pop Smoke
2020-07-18,Yea Yea,Pop Smoke
2020-07-18,Mood Swings,Pop Smoke  Lil Tjay
2020-07-18,What You Know Bout Love,Pop Smoke
2020-07-18,Snitchin,Pop Smoke  Quavo   Future
2020-07-18,Bad Bitch From Tokyo  Intro,Pop Smoke
2020-07-18,Enjoy Yourself,Pop Smoke  Karol G
2020-07-18,Creature,Pop Smoke  Swae Lee
2020-07-18,Said Sum,Moneybagg Yo
2020-07-18,West Coast Shit,Pop Smoke  Tyga   Quavo
2020-07-18,Life s A Mess,Juice WRLD Halsey
2020-07-18,Diana,Pop Smoke  King Combs
2020-07-18,Tunnel Vision  Outro,Pop Smoke
2020-07-18,YaYa,6ix9ine
2020-07-25,Come   Go,Juice WRLD Marshmello
2020-07-25,Wishing Well,Juice WRLD
2020-07-25,Conversations,Juice WRLD
2020-07-25,Hate The Other Side,Juice WRLD   Marshmello  Polo G   The Kid LAROI
2020-07-25,Blood On My Jeans,Juice WRLD
2020-07-25,Titanic,Juice WRLD
2020-07-25,Bad Energy,Juice WRLD
2020-07-25,The Adventures Of Moon Man   Slim Shady,Kid Cudi   Eminem
2020-07-25,Stay High,Juice WRLD
2020-07-25,Fighting Demons,Juice WRLD
2020-07-25,Up Up and Away,Juice WRLD
2020-07-25,Screw Juice,Juice WRLD
2020-07-25,I Want It,Juice WRLD
2020-07-25,Can t Die,Juice WRLD
2020-07-25,Man Of The Year,Juice WRLD
2020-07-25,Be Like That,Kane Brown With Swae Lee   Khalid
2020-07-25,Let It Go,Summer Walker
2020-07-25,My Affection,Summer Walker   PARTYNEXTDOOR
2020-07-25,Tap In,Saweetie
2020-08-01,Popstar,DJ Khaled  Drake
2020-08-01,Greece,DJ Khaled  Drake
2020-08-01,Breaking Me,Topic   A7S
2020-08-01,The Climb Back,J. Cole
2020-08-08,Cardigan,Taylor Swift
2020-08-08,The 1,Taylor Swift
2020-08-08,Exile,Taylor Swift  Bon Iver
2020-08-08,The Last Great American Dynasty,Taylor Swift
2020-08-08,My Tears Ricochet,Taylor Swift
2020-08-08,August,Taylor Swift
2020-08-08,Mirrorball,Taylor Swift
2020-08-08,Seven,Taylor Swift
2020-08-08,Invisible String,Taylor Swift
2020-08-08,This Is Me Trying,Taylor Swift
2020-08-08,Betty,Taylor Swift
2020-08-08,Illicit Affairs,Taylor Swift
2020-08-08,Nobody s Love,Maroon 5
2020-08-08,Mad Woman,Taylor Swift
2020-08-08,Lion King On Ice,J. Cole
2020-08-08,Happy Anywhere,Blake Shelton  Gwen Stefani
2020-08-08,Epiphany,Taylor Swift
2020-08-08,Peace,Taylor Swift
2020-08-08,Un Dia  One Day,J Balvin  Dua Lipa  Bad Bunny   Tainy
2020-08-08,Hoax,Taylor Swift
2020-08-08,Perfect,Logic
2020-08-15,My Future,Billie Eilish
2020-08-15,Move Ya Hips,A$AP Ferg  Nicki Minaj   MadeinTYO
2020-08-15,I Should Probably Go To Bed,Dan   Shay
2020-08-15,No Dribble,DaBaby Stunna 4 Vegas
2020-08-22,WAP,Cardi B  Megan Thee Stallion
2020-08-22,Smile,Juice WRLD   The Weeknd
2020-08-22,Letter From Houston,Rod Wave
2020-08-22,Kings   Queens,Ava Max
2020-08-22,My Ex s Best Friend,Machine Gun Kelly blackbear
2020-08-22,Mood,24kGoldn  iann dior
2020-08-22,Freestyle,Rod Wave
2020-08-22,Some Girls,Jameson Rodgers
2020-08-22,La Jeepeta,Nio Garcia Anuel AA Myke Towers Brray Juanka
2020-08-22,B tch From da Souf,Mulatto
2020-08-29,Laugh Now Cry Later,Drake  Lil Durk
2020-08-29,7 Summers,Morgan Wallen
2020-08-29,Midnight Sky,Miley Cyrus
2020-08-29,Kacey Talk,YoungBoy Never Broke Again
2020-08-29,Heather,Conan Gray
2020-08-29,Lemonade,Internet Money   Gunna  Don Toliver   NAV
2020-08-29,24,Money Man  Lil Baby
2020-08-29,Caramelo,Ozuna Karol G Myke Towers
2020-08-29,Lonely If You Are,Chase Rice
2020-09-05,Dynamite,BTS
2020-09-05,The Plan,Travis Scott
2020-09-05,Hawai,Maluma   The Weeknd
2020-09-05,All In,YoungBoy Never Broke Again
2020-09-05,You Broke Me First.,Tate McRae
2020-09-05,Spicy,Nas  Fivio Foreign   A$AP Ferg
2020-09-12,Ice Cream,BLACKPINK Selena Gomez
2020-09-12,Over Now,Calvin Harris The Weeknd
2020-09-12,Starting Over,Chris Stapleton
2020-09-12,Blastoff,Internet Money  Juice WRLD   Trippie Redd
2020-09-12,Expensive,Ty Dolla $ign  Nicki Minaj
2020-09-12,Lets Link,WhoHeem
2020-09-12,Ain t Always The Cowboy,Jon Pardi
2020-09-19,Hit Different,SZA  Ty Dolla $ign
