date,track,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,error
2019-05-11,Thank U  Next,Ariana Grande,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,3e9HZxeyfWwjeyPAMmWSSQ,207320.0,4.0,
2019-05-11,Walk Me Home,P nk,0.652,0.453,1.0,-6.119,1.0,0.0445,0.0519,0.0,0.179,0.432,88.038,6jfEZdUJ2Yla6h7gTJgKuo,177391.0,3.0,
2019-05-11,Youngblood,5 Seconds Of Summer,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,2iUXsYOEPhVqEBwsqP70rE,203418.0,4.0,
2019-05-11,Pop Out,Polo G  Lil Tjay,0.772,0.639,1.0,-7.119,1.0,0.467,0.15,0.0,0.0698,0.261,168.112,6uFn47ACjqYkc0jADwEdj1,166560.0,4.0,
2019-05-11,Who Do You Love,The Chainsmokers  5 Seconds Of Summer,0.51,0.846,3.0,-4.595,1.0,0.0461,0.0101,0.0,0.208,0.475,139.927,2fVHrSxsQbJUuj9MW9zG1e,226733.0,4.0,
2019-05-11,Look What God Gave Her,Thomas Rhett,0.739,0.85,2.0,-3.966,1.0,0.0308,0.0272,0.0,0.181,0.883,113.0,2KqJC0koTBUyDlsMt5ok1V,168960.0,4.0,
2019-05-11,Here Tonight,Brett Young,0.517,0.776,11.0,-5.271,1.0,0.0362,0.0144,0.0,0.113,0.448,96.002,38nVuIj9mi5a8oopOJhSJk,216533.0,4.0,
2019-05-11,Baby Shark,Pinkfong,0.829,0.886,8.0,-1.746,1.0,0.112,0.259,0.0,0.0559,0.777,115.056,5ygDXis42ncn6kYG14lEVG,80927.0,4.0,
2019-05-11,Close Friends,Lil Baby,0.676,0.578,10.0,-4.669,0.0,0.375,0.0509,0.0,0.0796,0.698,158.896,5nzhL67GpF9szXWg5y509A,203881.0,4.0,
2019-05-11,Worth It,YK Osiris,0.749,0.535,5.0,-4.054,0.0,0.0638,0.517,0.0,0.0942,0.459,124.008,0PQoUlzP7ILdcrzpajHXc0,189253.0,5.0,
2019-05-11,Swervin,A Boogie Wit da Hoodie  6ix9ine,0.581,0.662,9.0,-5.239,1.0,0.303,0.0153,0.0,0.111,0.434,93.023,1wJRveJZLSb1rjhnUHQiv6,189487.0,4.0,
2019-05-11,Night Shift,Jon Pardi,0.63,0.754,2.0,-3.564,1.0,0.0284,0.0963,0.0,0.268,0.73,95.999,0bPnT6i9H1p8Vd85GS6Z7I,172253.0,4.0,
2019-05-11,Love Ain t,Eli Young Band,0.597,0.856,11.0,-4.669,1.0,0.0421,0.00715,7.61e-06,0.0982,0.719,98.023,5t8M1Ktl6TkrAAKVmYlc3E,187093.0,4.0,
2019-05-11,Rumor,Lee Brice,0.655,0.56,9.0,-6.857,1.0,0.0486,0.749,0.0,0.115,0.599,140.975,56eGOeSsqdg3FLxdo83TwV,198440.0,4.0,
2019-05-11,Miss Me More,Kelsea Ballerini,0.643,0.72,2.0,-7.146,1.0,0.0527,0.014,0.0,0.0834,0.491,96.028,5NfJGBAL9mgFPRQxKJmiX2,192840.0,4.0,
2019-05-11,Racks In The Middle,Nipsey Hussle  Roddy Ricch   Hit-Boy,0.671,0.833,5.0,-5.152,0.0,0.395,0.0825,0.0,0.0726,0.702,79.351,6ya8ejoKgw906Y8LWclqrp,233278.0,4.0,
2019-05-11,Make It Sweet,Old Dominion,0.424,0.837,7.0,-4.453,1.0,0.0472,0.0373,0.0,0.0665,0.554,180.175,3Mnr3yyQk1aUPYgbpOQE31,187000.0,4.0,
2019-05-11,Before I Let Go,Beyonce,0.71,0.842,6.0,-5.424,0.0,0.0944,0.0686,0.0,0.337,0.435,102.994,7LikBkHerFGZ58QHVOKp1t,240777.0,4.0,
2019-05-11,Hey Look Ma  I Made It,Panic  At The Disco,0.577,0.833,5.0,-3.337,1.0,0.0695,0.0137,0.0,0.121,0.58,107.936,22oEJW6r2rMb9z4IntfyEa,169667.0,4.0,
2019-05-11,Floating,ScHoolboy Q  21 Savage,0.906,0.545,11.0,-4.977,0.0,0.344,0.181,0.0,0.091,0.543,139.932,4NN6N5TxBO5k9uqu0W4gfQ,186827.0,4.0,
2019-05-11,Robbery,Juice WRLD,0.623,0.692,2.0,-5.122,1.0,0.0504,0.328,0.0,0.153,0.566,79.899,6iaSML1PIYq936g62BDtBq,240051.0,4.0,
2019-05-11,Baila Baila Baila,Ozuna Daddy Yankee J Balvin Farruko Anuel AA,0.785,0.572,2.0,-7.504,1.0,0.123,0.0598,0.0,0.218,0.49,100.016,7mWFF4gPADjTQjC97CgFVt,235284.0,4.0,
2019-05-11,Big Ole Freak,Megan Thee Stallion,0.799,0.699,2.0,-7.694,1.0,0.204,0.00867,0.0,0.132,0.627,142.979,3YEbLhXRDPTtctnb3ddg8g,214851.0,4.0,
2019-05-11,Don t Call Me Up,Mabel,0.674,0.881,9.0,-2.853,1.0,0.147,0.296,3.01e-06,0.0793,0.234,98.994,5WHTFyqSii0lmT9R21abT8,178480.0,4.0,
2019-05-11,Cool,Jonas Brothers,0.683,0.598,0.0,-5.487,1.0,0.0423,0.00873,0.0,0.156,0.62,78.969,7yfi8B8opXjnRh4VZnOkz9,167107.0,4.0,
2019-05-11,Calma,Pedro Capo Farruko,0.826,0.773,11.0,-4.218,0.0,0.0524,0.323,0.0,0.143,0.761,126.899,5iwz1NiezX7WWjnCgY5TH4,238200.0,4.0,
2019-05-11,Girls Need Love,Summer Walker Drake,0.656,0.432,6.0,-9.481,0.0,0.217,0.443,0.0,0.132,0.0897,97.022,14SaZBTjxlorHJQxXh01Hu,222374.0,4.0,
2019-05-11,GIRL,Maren Morris,0.44,0.793,6.0,-3.95,1.0,0.0501,0.0677,0.0,0.0788,0.447,143.603,0pGXe7umwkcCm01Ipoxp0U,250653.0,4.0,
2019-05-11,Mixed Personalities,YNW Melly  Kanye West,0.661,0.44,2.0,-9.104,1.0,0.0803,0.457,0.0,0.128,0.352,149.937,6vWEAOUSxohKxhp0K1BsxL,230400.0,4.0,
2019-05-11,That s A Rack,Lil Uzi Vert,0.852,0.432,1.0,-8.04,0.0,0.501,0.0599,0.0,0.146,0.258,140.042,4pCEIQ6wBVuaJdER5bALtO,236571.0,4.0,
2019-05-11,I ve Been Waiting,Lil Peep   iLoveMakonnen  Fall Out Boy,0.741,0.845,5.0,-3.568,0.0,0.0381,0.15,0.0,0.174,0.926,129.939,2v5JTeM6hSmi5wWy7jiwrI,233613.0,4.0,
2019-05-11,Wish You Were Gay,Billie Eilish,0.853,0.351,7.0,-10.198,1.0,0.241,0.39,9.38e-06,0.752,0.282,118.028,3Fj47GNK2kUF0uaEDgXLaD,221543.0,4.0,
2019-05-11,You Should See Me In A Crown,Billie Eilish,0.678,0.533,4.0,-10.485,1.0,0.186,0.462,0.219,0.139,0.323,150.455,3XF5xLJHOQQRbWya6hBp7d,180953.0,4.0,
2019-05-11,Put A Date On It,Yo Gotti  Lil Baby,0.835,0.659,4.0,-5.696,1.0,0.31,0.0123,0.0,0.372,0.579,129.93,6PRh0ilIMEP1xlUHqalnkD,195257.0,4.0,
2019-05-11,Talk You Out Of It,Florida Georgia Line,0.651,0.708,4.0,-4.791,1.0,0.0376,0.582,0.0,0.0796,0.558,119.964,4qQwGRtGT7l6ckQtdPEFd4,202920.0,4.0,
2019-05-11,I m So Tired...,Lauv   Troye Sivan,0.548,0.735,11.0,-7.572,1.0,0.236,0.173,0.0,0.195,0.498,101.252,7LpMG3AEaIJgs62HQhAa91,162587.0,4.0,
2019-05-11,On My Way To You,Cody Johnson,0.443,0.538,1.0,-5.477,1.0,0.0309,0.327,4.61e-05,0.0866,0.245,157.97,3OjNkFFZavF89xvRqWCXmU,213307.0,4.0,
2019-05-11,CHopstix,ScHoolboy Q   Travis Scott,0.958,0.597,9.0,-7.092,0.0,0.111,0.0457,0.0,0.138,0.619,127.931,2EGtBS7Ws3ajiSkJLviFJ4,180453.0,4.0,
2019-05-11,Shotta Flow,NLE Choppa,0.943,0.77,2.0,-4.665,1.0,0.237,0.0056,0.0,0.116,0.219,120.004,1WrxYBGmFK19BMRn3wLYMa,165433.0,4.0,
2019-05-11,Shot Clock,Ella Mai,0.512,0.512,4.0,-6.008,0.0,0.285,0.654,0.0,0.148,0.434,95.11,2GlATHCDbLW7xq5BE0Bz5g,201609.0,1.0,
2019-05-11,Ocean Eyes,Billie Eilish,0.475,0.37,4.0,-7.725,0.0,0.0361,0.819,0.0577,0.0841,0.157,144.828,2uIX8YMNjGMD7441kqyyNU,200560.0,4.0,
2019-05-11,Secreto,Anuel AA   Karol G,0.807,0.803,11.0,-4.156,1.0,0.126,0.602,0.00853,0.136,0.706,91.987,5W83ErFkO3aKAIS1WMi6u0,258800.0,4.0,
2019-05-11,Light It Up,Marshmello  Tyga   Chris Brown,0.81,0.625,11.0,-3.593,0.0,0.071,0.0407,1.53e-06,0.118,0.598,100.019,4Q8aDd3H6LF8t4eY7So9O8,137448.0,4.0,
2019-05-11,Love Someone,Brett Eldredge,0.423,0.813,9.0,-5.011,1.0,0.0507,0.218,1.62e-06,0.0732,0.421,173.995,43CFDpciGFDm226POTLEXU,211720.0,4.0,
2019-05-11,Power Is Power,SZA  The Weeknd   Travis Scott,0.507,0.644,4.0,-7.485,1.0,0.0641,0.00413,0.0,0.217,0.172,179.913,4cbdPT6uaBOgOQe3fLMofl,211267.0,4.0,
2019-05-11,Faucet Failure,Ski Mask The Slump God,0.935,0.552,10.0,-9.373,0.0,0.335,0.111,0.0,0.0952,0.615,99.993,1ThmUihH9dF8EV08ku5AXN,145627.0,4.0,
2019-05-11,Knockin  Boots,Luke Bryan,0.728,0.682,2.0,-3.749,1.0,0.218,0.127,0.0,0.337,0.643,131.901,2opQESZb7JsRKCvWMBPeuv,200067.0,4.0,
2019-05-11,Numb Numb Juice,ScHoolboy Q,0.885,0.492,1.0,-6.015,1.0,0.367,0.00172,7.79e-05,0.081,0.203,156.958,6tByydPskASjm9jTPkNQq0,107147.0,4.0,
2019-05-11,Love Me Anyway,P nk  Chris Stapleton,0.368,0.321,3.0,-5.904,1.0,0.0272,0.769,0.0,0.135,0.0673,139.001,4Kmp7D3Gg95xv5dzg2mPMq,188120.0,4.0,
2019-05-11,24 7,Meek Mill  Ella Mai,0.657,0.711,0.0,-5.355,1.0,0.374,0.0135,0.0,0.221,0.368,86.957,6irE4Fbjbry3czv7mTxVSB,221522.0,4.0,
2019-05-11,Stop Snitching,YG,,,,,,,,,,,,,,,"{'status': 400, 'message': 'invalid request'}"
2019-05-11,SOS,Avicii  Aloe Blacc,0.802,0.645,5.0,-6.181,0.0,0.0715,0.272,0.0,0.119,0.376,100.001,2x0RZdkZcD8QRI53XT4GI5,157202.0,4.0,
2019-05-11,Kill This Love,BLACKPINK,0.763,0.835,2.0,-5.234,0.0,0.191,0.323,0.00221,0.225,0.645,131.875,6hvczQ05jc1yGlp9zhb95V,191050.0,4.0,
2019-05-18,Old Town Road,Lil Nas  Billy Ray Cyrus,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,2YpeDb67231RjR0MgVLzsG,157067.0,4.0,
2019-05-18,If I Can t Have You,Shawn Mendes,0.691,0.823,2.0,-4.197,1.0,0.0623,0.487,0.0,0.134,0.87,123.935,2bT1PH7Cw3J9p3t7nlXCdh,191467.0,4.0,
2019-05-18,ME,Taylor Swift  Brendon Urie,0.61,0.83,0.0,-4.105,1.0,0.0571,0.033,0.0,0.118,0.728,182.162,2Rk4JlNc2TPmZe2af99d45,193000.0,4.0,
2019-05-18,Sucker,Jonas Brothers,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,22vgEDb5hykfaTwLuskFGD,181027.0,4.0,
2019-05-18,Homicide,Logic  Eminem,0.694,0.759,10.0,-5.667,0.0,0.398,0.137,0.0,0.167,0.77,140.055,7M2tXmeS15NAzEn7ABFeBg,245387.0,4.0,
2019-05-18,Wow.,Post Malone,0.829,0.539,11.0,-7.359,0.0,0.208,0.136,1.78e-06,0.103,0.388,99.96,7xQAfvXzm3AkraOtGPWIZg,149547.0,4.0,
2019-05-18,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee,0.755,0.522,2.0,-4.368,1.0,0.0575,0.533,0.0,0.0685,0.925,89.96,0RiRZpuVRbi7oqRdSMwhQY,157560.0,4.0,
2019-05-18,Without Me,Halsey,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,6FZDfxM3a3UCqtzo5pxSLZ,201661.0,4.0,
2019-05-18,Bad Guy,Billie Eilish,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,2Fxmhks0bxGSBdJ92vM42m,194088.0,4.0,
2019-05-18,7 Rings,Ariana Grande,0.778,0.317,1.0,-10.732,0.0,0.334,0.592,0.0,0.0881,0.327,140.048,6ocbgoVGwYJhOv1GgI9NsF,178627.0,4.0,
2019-05-18,Dancing With A Stranger,Sam Smith   Normani,0.741,0.52,8.0,-7.513,1.0,0.0656,0.447,1.97e-06,0.222,0.347,102.998,3xgT3xIlFGqZjYW9QlhJWp,171030.0,4.0,
2019-05-18,Talk,Khalid,0.9,0.4,0.0,-8.575,1.0,0.127,0.0516,0.0,0.0599,0.346,135.984,6TqXcAFInzjp0bODyvrWEq,197573.0,4.0,
2019-05-18,Sweet But Psycho,Ava Max,0.72,0.706,1.0,-4.719,1.0,0.0473,0.0684,0.0,0.166,0.62,133.002,7DnAm9FOTWE3cUvso43HhI,187436.0,4.0,
2019-05-18,Middle Child,J. Cole,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,2JvzF1RMd7lE3KmFlsyZD8,213594.0,4.0,
2019-05-18,Break Up With Your Girlfriend  I m Bored,Ariana Grande,0.726,0.554,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.999,4kV4N9D1iKVxx1KLvtTpjS,190440.0,4.0,
2019-05-18,Happier,Marshmello   Bastille,0.687,0.792,5.0,-2.749,1.0,0.0452,0.191,0.0,0.167,0.671,100.011,7BqHUALzNBTanL6OvsqmC1,214290.0,4.0,
2019-05-18,Going Bad,Meek Mill  Drake,0.889,0.496,4.0,-6.365,0.0,0.0905,0.259,0.0,0.252,0.544,86.003,2IRZnDFmlqMuOrYOLnZZyc,180522.0,4.0,
2019-05-18,Eastside,Benny Blanco  Halsey   Khalid,0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,7FGq80cy8juXBCD2nrqdWU,170770.0,4.0,
2019-05-18,Shallow,Lady Gaga   Bradley Cooper,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,2VxeLyX666F8uXCJ0dZF8B,215733.0,4.0,
2019-05-18,High Hopes,Panic  At The Disco,0.579,0.904,5.0,-2.729,1.0,0.0618,0.193,0.0,0.064,0.681,82.014,1rqqCSm0Qe4I9rUvWncaom,190947.0,4.0,
2019-05-18,Better,Khalid,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,6zeeWid2sgw4lap2jV61PZ,229320.0,4.0,
2019-05-18,Suge,DaBaby,0.876,0.662,2.0,-6.482,0.0,0.426,0.0608,0.0,0.127,0.844,75.445,2gwkD6igEhQbDQegRCcdoB,163320.0,4.0,
2019-05-18,Please Me,Cardi B   Bruno Mars,0.747,0.57,1.0,-6.711,1.0,0.081,0.0642,0.0,0.0832,0.65,133.992,0PG9fbaaHFHfre2gUVo7AN,200890.0,4.0,
2019-05-18,Pure Water,Mustard   Migos,0.682,0.559,0.0,-5.545,1.0,0.127,0.174,0.0,0.344,0.137,202.015,3j84U36KvLeXNDPv4t5pI8,192471.0,4.0,
2019-05-18,Girls Like You,Maroon 5  Cardi B,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,6V1bu6o1Yo5ZXnsCJU8Ovk,235545.0,4.0,
2019-05-18,Sicko Mode,Travis Scott,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,2xLMifQCjDGFmkHkpNLD9h,312820.0,4.0,
2019-05-18,Look Back At It,A Boogie Wit da Hoodie,0.791,0.587,3.0,-5.075,0.0,0.0413,0.407,0.0,0.148,0.536,96.057,3Ol2xnObFdKV9pmRD2t9x8,179449.0,4.0,
2019-05-18,Whiskey Glasses,Morgan Wallen,0.614,0.68,6.0,-4.58,1.0,0.0289,0.369,1.84e-06,0.115,0.707,149.959,6foY66mWZN0pSRjZ408c00,234347.0,4.0,
2019-05-18,Act Up,City Girls,0.938,0.638,8.0,-4.713,1.0,0.189,0.0167,0.0,0.111,0.313,97.075,3A2yGHWIzmGEIolwonU69h,158332.0,4.0,
2019-05-18,A Lot,21 Savage,0.837,0.636,1.0,-7.643,1.0,0.086,0.0395,0.00125,0.342,0.274,145.972,2t8yVaLvJ0RenpXUIAC52d,288624.0,4.0,
2019-05-18,Con Calma,Daddy Yankee   Katy Perry  Snow,0.736,0.868,8.0,-3.01,0.0,0.0454,0.166,1.48e-06,0.0419,0.613,94.026,4au7FRcgZzChASRYu279xH,181280.0,4.0,
2019-05-18,Beautiful Crazy,Luke Combs,0.551,0.402,11.0,-7.431,1.0,0.0262,0.676,0.0,0.0928,0.382,103.313,2rxQMGVafnNaRaXlRMWPde,193200.0,4.0,
2019-05-18,God s Country,Blake Shelton,0.536,0.754,10.0,-5.102,1.0,0.0399,0.0597,4.92e-06,0.118,0.212,139.988,4TCeFZNjGNQIpCuZmJkkE2,204800.0,4.0,
2019-05-18,Here With Me,Marshmello  CHVRCHES,0.791,0.565,5.0,-3.933,0.0,0.0439,0.0623,0.0,0.156,0.181,99.961,5icOoE6VgqFKohjWWNp0Ac,156347.0,4.0,
2019-05-18,Envy Me,Calboy,0.74,0.488,1.0,-7.664,0.0,0.27,0.234,0.0,0.241,0.584,149.042,7rvyVWja33WG9R97oeJAjx,120133.0,4.0,
2019-05-18,Thotiana,Blueface,0.906,0.382,10.0,-12.89,0.0,0.269,0.18,0.0,0.113,0.391,104.025,1rBjexQsgqXpsS2BrCxaDX,129264.0,4.0,
2019-05-18,Be Alright,Dean Lewis,0.551,0.537,11.0,-7.595,1.0,0.034,0.705,0.0,0.0802,0.493,126.421,5qrSlOut2rNAWv3ubArkNy,196493.0,4.0,
2019-05-18,Eyes On You,Chase Rice,0.34,0.652,9.0,-6.982,1.0,0.0427,0.323,0.0,0.201,0.464,88.783,4w95iGC6NrxZJ5o3D7bWyV,182493.0,4.0,
2019-05-18,Pop Out,Polo G  Lil Tjay,0.772,0.639,1.0,-7.119,1.0,0.467,0.15,0.0,0.0698,0.261,168.112,6uFn47ACjqYkc0jADwEdj1,166560.0,4.0,
2019-05-18,When The Party s Over,Billie Eilish,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,43zdsphuZLzwA9k4DJhU0I,196077.0,4.0,
2019-05-18,Drip Too Hard,Lil Baby   Gunna,0.897,0.662,1.0,-6.903,0.0,0.292,0.0852,0.0,0.534,0.389,112.511,78QR3Wp35dqAhFEc2qAGjE,145543.0,4.0,
2019-05-18,Good As You,Kane Brown,0.626,0.516,8.0,-6.05,1.0,0.0388,0.4,0.0,0.142,0.769,153.653,19kUPdKTp85q9RZNwaXM15,192053.0,4.0,
2019-05-18,Close To Me,Ellie Goulding Diplo  Swae Lee,0.572,0.75,1.0,-5.042,0.0,0.0604,0.0946,0.0,0.378,0.475,144.081,2GjMaJ7DacMIkgoe8oMXGg,182627.0,4.0,
2019-05-18,Clout,Offset  Cardi B,0.919,0.622,1.0,-7.384,1.0,0.0997,0.228,4.24e-06,0.122,0.424,140.022,59ywHNwwchG4nZJMLyxSzd,205803.0,4.0,
2019-05-18,You Say,Lauren Daigle,0.494,0.632,5.0,-6.89,1.0,0.0342,0.682,0.0,0.0869,0.0797,147.873,6Up545NUflOiXo8cEraH49,274693.0,4.0,
2019-05-18,Bury A Friend,Billie Eilish,0.905,0.389,8.0,-14.505,1.0,0.332,0.74,0.162,0.106,0.196,120.046,4SSnFejRGlZikf02HLewEF,193143.0,4.0,
2019-05-18,Sanguine Paradise,Lil Uzi Vert,0.729,0.603,6.0,-6.736,0.0,0.0666,0.0948,0.0,0.113,0.207,134.972,3XiNC94b4Tq1xwv70sQJGN,243976.0,4.0,
2019-05-18,Thank U  Next,Ariana Grande,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,3e9HZxeyfWwjeyPAMmWSSQ,207320.0,4.0,
2019-05-18,Murder On My Mind,YNW Melly,0.759,0.73,0.0,-7.985,0.0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,7eBqSVxrzQZtK2mmgRG6lC,268434.0,4.0,
2019-05-18,Truth Hurts,Lizzo,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,3HWzoMvoF3TQfYg4UPszDq,173325.0,4.0,
2019-05-18,Boy With Luv,BTS  Halsey,0.645,0.862,11.0,-4.761,0.0,0.0845,0.0933,0.0,0.193,0.803,119.947,4a9tbd947vo9K8Vti9JwcI,229773.0,4.0,
2019-05-18,Worth It,YK Osiris,0.749,0.535,5.0,-4.054,0.0,0.0638,0.517,0.0,0.0942,0.459,124.008,0PQoUlzP7ILdcrzpajHXc0,189253.0,5.0,
2019-05-18,Who Do You Love,The Chainsmokers  5 Seconds Of Summer,0.51,0.846,3.0,-4.595,1.0,0.0461,0.0101,0.0,0.208,0.475,139.927,2fVHrSxsQbJUuj9MW9zG1e,226733.0,4.0,
2019-05-18,Close Friends,Lil Baby,0.676,0.578,10.0,-4.669,0.0,0.375,0.0509,0.0,0.0796,0.698,158.896,5nzhL67GpF9szXWg5y509A,203881.0,4.0,
2019-05-18,Look What God Gave Her,Thomas Rhett,0.739,0.85,2.0,-3.966,1.0,0.0308,0.0272,0.0,0.181,0.883,113.0,2KqJC0koTBUyDlsMt5ok1V,168960.0,4.0,
2019-05-18,Night Shift,Jon Pardi,0.63,0.754,2.0,-3.564,1.0,0.0284,0.0963,0.0,0.268,0.73,95.999,0bPnT6i9H1p8Vd85GS6Z7I,172253.0,4.0,
2019-05-18,Rumor,Lee Brice,0.655,0.56,9.0,-6.857,1.0,0.0486,0.749,0.0,0.115,0.599,140.975,56eGOeSsqdg3FLxdo83TwV,198440.0,4.0,
2019-05-18,Walk Me Home,P nk,0.652,0.453,1.0,-6.119,1.0,0.0445,0.0519,0.0,0.179,0.432,88.038,6jfEZdUJ2Yla6h7gTJgKuo,177391.0,3.0,
2019-05-18,Hey Look Ma  I Made It,Panic  At The Disco,0.577,0.833,5.0,-3.337,1.0,0.0695,0.0137,0.0,0.121,0.58,107.936,22oEJW6r2rMb9z4IntfyEa,169667.0,4.0,
2019-05-18,Love Ain t,Eli Young Band,0.597,0.856,11.0,-4.669,1.0,0.0421,0.00715,7.61e-06,0.0982,0.719,98.023,5t8M1Ktl6TkrAAKVmYlc3E,187093.0,4.0,
2019-05-18,Earth,Lil Dicky,0.694,0.664,2.0,-4.649,1.0,0.05,0.639,0.0,0.0929,0.676,95.941,7lakl3bPRdQqUGX9m755jX,281500.0,4.0,
2019-05-18,Baby Shark,Pinkfong,0.829,0.886,8.0,-1.746,1.0,0.112,0.259,0.0,0.0559,0.777,115.056,5ygDXis42ncn6kYG14lEVG,80927.0,4.0,
2019-05-18,Swervin,A Boogie Wit da Hoodie  6ix9ine,0.581,0.662,9.0,-5.239,1.0,0.303,0.0153,0.0,0.111,0.434,93.023,1wJRveJZLSb1rjhnUHQiv6,189487.0,4.0,
2019-05-18,Miss Me More,Kelsea Ballerini,0.643,0.72,2.0,-7.146,1.0,0.0527,0.014,0.0,0.0834,0.491,96.028,5NfJGBAL9mgFPRQxKJmiX2,192840.0,4.0,
2019-05-18,Big Ole Freak,Megan Thee Stallion,0.799,0.699,2.0,-7.694,1.0,0.204,0.00867,0.0,0.132,0.627,142.979,3YEbLhXRDPTtctnb3ddg8g,214851.0,4.0,
2019-05-18,Here Tonight,Brett Young,0.517,0.776,11.0,-5.271,1.0,0.0362,0.0144,0.0,0.113,0.448,96.002,38nVuIj9mi5a8oopOJhSJk,216533.0,4.0,
2019-05-18,Before I Let Go,Beyonce,0.71,0.842,6.0,-5.424,0.0,0.0944,0.0686,0.0,0.337,0.435,102.994,7LikBkHerFGZ58QHVOKp1t,240777.0,4.0,
2019-05-18,Beer Never Broke My Heart,Luke Combs,0.538,0.863,1.0,-4.483,1.0,0.0481,0.0139,0.0,0.0874,0.637,77.001,7aEtlGHoiPAfRB084NiDmx,186733.0,4.0,
2019-05-18,Don t Call Me Up,Mabel,0.674,0.881,9.0,-2.853,1.0,0.147,0.296,3.01e-06,0.0793,0.234,98.994,5WHTFyqSii0lmT9R21abT8,178480.0,4.0,
2019-05-18,Cool,Jonas Brothers,0.683,0.598,0.0,-5.487,1.0,0.0423,0.00873,0.0,0.156,0.62,78.969,7yfi8B8opXjnRh4VZnOkz9,167107.0,4.0,
2019-05-18,Go Loko,YG  Tyga   Jon Z,0.88,0.67,2.0,-5.177,1.0,0.0468,0.325,4.17e-06,0.0662,0.131,101.008,1kK6DwzyXJSp58u5HYWwuD,299227.0,4.0,
2019-05-18,GIRL,Maren Morris,0.44,0.793,6.0,-3.95,1.0,0.0501,0.0677,0.0,0.0788,0.447,143.603,0pGXe7umwkcCm01Ipoxp0U,250653.0,4.0,
2019-05-18,Racks In The Middle,Nipsey Hussle  Roddy Ricch   Hit-Boy,0.671,0.833,5.0,-5.152,0.0,0.395,0.0825,0.0,0.0726,0.702,79.351,6ya8ejoKgw906Y8LWclqrp,233278.0,4.0,
2019-05-18,Robbery,Juice WRLD,0.623,0.692,2.0,-5.122,1.0,0.0504,0.328,0.0,0.153,0.566,79.899,6iaSML1PIYq936g62BDtBq,240051.0,4.0,
2019-05-18,Girls Need Love,Summer Walker Drake,0.656,0.432,6.0,-9.481,0.0,0.217,0.443,0.0,0.132,0.0897,97.022,14SaZBTjxlorHJQxXh01Hu,222374.0,4.0,
2019-05-18,Make It Sweet,Old Dominion,0.424,0.837,7.0,-4.453,1.0,0.0472,0.0373,0.0,0.0665,0.554,180.175,3Mnr3yyQk1aUPYgbpOQE31,187000.0,4.0,
2019-05-18,Calma,Pedro Capo Farruko,0.826,0.773,11.0,-4.218,0.0,0.0524,0.323,0.0,0.143,0.761,126.899,5iwz1NiezX7WWjnCgY5TH4,238200.0,4.0,
2019-05-18,Mixed Personalities,YNW Melly  Kanye West,0.661,0.44,2.0,-9.104,1.0,0.0803,0.457,0.0,0.128,0.352,149.937,6vWEAOUSxohKxhp0K1BsxL,230400.0,4.0,
2019-05-18,Talk You Out Of It,Florida Georgia Line,0.651,0.708,4.0,-4.791,1.0,0.0376,0.582,0.0,0.0796,0.558,119.964,4qQwGRtGT7l6ckQtdPEFd4,202920.0,4.0,
2019-05-18,Put A Date On It,Yo Gotti  Lil Baby,0.835,0.659,4.0,-5.696,1.0,0.31,0.0123,0.0,0.372,0.579,129.93,6PRh0ilIMEP1xlUHqalnkD,195257.0,4.0,
2019-05-18,I m So Tired...,Lauv   Troye Sivan,0.548,0.735,11.0,-7.572,1.0,0.236,0.173,0.0,0.195,0.498,101.252,7LpMG3AEaIJgs62HQhAa91,162587.0,4.0,
2019-05-18,Shotta Flow,NLE Choppa,0.943,0.77,2.0,-4.665,1.0,0.237,0.0056,0.0,0.116,0.219,120.004,1WrxYBGmFK19BMRn3wLYMa,165433.0,4.0,
